bin	bin_all_R1_A_D1_MG_per	bin_all_R1_B_D1_MG_per	bin_all_R2_A_D1_MG_per	bin_all_R2_B_D1_MG_per	bin_all_R2_C_D1_MG_per	bin_all_R1_A_D2_MG_per	bin_all_R1_B_D2_MG_per	bin_all_R1_C_D2_MG_per	bin_all_R2_B_D2_MG_per	bin_all_R1_A_H2O_MG_per	bin_all_R1_B_H2O_MG_per	bin_all_R2_B_H2O_MG_per	bin_all_R2_C_H2O_MG_per	bin_all_R2_restored_C_black_MG_per	bin_all_R2_restored_D_shore_MG_per	bin_all_R2_restored_H2O_MG_per	bin_all_R2A_A_D1_MG_per	bin_all_R2A_B_D1_MG_per	bin_all_R2A_C_D1_MG_per	bin_all_R2A_A_D2_MG_per	bin_all_R2A_B_D2_MG_per	bin_all_R2A_C_D2_MG_per	bin_all_R2A_A_H2O_MG_per	bin_all_R2A_B_H2O_MG_per	bin_all_R2A_C_H2O_MG_per	bin_all_SF2_B_D1_MG_per	bin_all_SF2_C_D1_MG_per	bin_all_SF2_A_D2_MG_per	bin_all_SF2_B_D2_MG_per	bin_all_SF2_C_D2_MG_per	bin_all_SF2_A_H2O_MG_per	bin_all_SF2_B_H2O_MG_per	bin_all_SF2_C_H2O_MG_per
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.88.contigs	2.7898E-05	0.001264919	4.3989E-05	0.001616462	0.006735096	3.58171E-05	0.000113062	4.12184E-05	3.95073E-05	4.39891E-06	7.51148E-06	0	4.31251E-07	0.00491884	6.9932E-06	0	4.15894E-06	1.85553E-05	0	8.57478E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.26.contigs	0.006705755	0.000795341	0.000155206	0.001085409	0.000981174	0.002653149	0.000486524	0.001982447	0.000198477	8.16941E-06	1.86285E-05	1.7734E-06	0	0.002924463	9.99029E-07	0	4.15894E-05	0	0	1.71496E-05	0	0	5.35711E-07	3.05475E-06	3.32721E-06	7.21027E-06	0.000241593	8.28121E-06	2.57894E-05	7.90815E-06	1.28601E-05	0	0
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.58.contigs	0.003903863	0.004972514	0.000518738	1.83968E-05	1.64443E-05	0.003652445	0.006552711	0.000185483	0.000421411	5.78143E-05	0.000177271	1.53695E-05	9.91877E-06	1.93768E-05	1.99806E-06	0	0	0	0	0	0	1.51769E-06	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.6.contigs	6.50954E-06	5.17516E-05	3.90091E-05	6.74548E-05	3.60207E-05	1.02974E-05	5.78665E-06	3.96331E-06	1.17581E-05	0.005486074	0.006516964	1.47783E-05	6.03751E-06	1.22002E-05	2.99709E-06	0	8.31788E-06	1.85553E-05	9.57561E-06	0.000145771	6.87481E-05	4.55308E-06	2.08927E-05	4.58212E-05	2.43996E-05	1.08154E-05	4.11222E-05	2.7604E-06	1.10526E-05	1.58163E-06	6.85874E-05	0.000153785	0.000126927
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.6.contigs	0.006456068	0.002575052	0.000967758	0.002918952	0.001685927	0.005620146	0.003146156	0.003865019	0.00069514	3.26776E-05	2.5539E-05	1.18227E-06	4.31251E-07	0.003009147	4.19592E-05	2.74062E-07	8.31788E-06	0.000111332	0	8.57478E-06	0	1.51769E-06	1.07142E-06	7.63687E-07	0	3.60514E-05	0	0	0.000106842	2.37245E-05	0	0	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_maxbin.001.contigs	1.85987E-06	5.99229E-06	0.006396663	3.31142E-05	1.56612E-06	1.34314E-06	1.78051E-06	9.51194E-06	0.001761366	0	3.00459E-07	0	0	4.30596E-06	3.99612E-06	0.653420072	3.32715E-05	1.85553E-05	0	0	0	0	5.35711E-07	7.63687E-07	1.10907E-06	0	0	0	0	0	8.57342E-06	0	0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.98.contigs	0.000137165	0.000222804	0.000318713	0.002517903	0.006336518	0.000205948	6.36531E-05	7.29249E-05	0.000294423	3.7705E-06	1.80276E-06	5.91134E-07	0	0.001222892	2.99709E-06	0	3.32715E-05	0	0	0	0	4.55308E-06	1.07142E-06	0	1.10907E-06	0	0	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.48.contigs	0.000201796	4.68488E-05	8.29981E-07	2.4529E-06	1.56612E-06	0.00414493	0.000217667	0.00027981	0.006167367	3.14208E-06	9.01378E-07	0	0	2.87064E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.30.contigs	0.002124899	0.003536543	0.001100555	0.002094778	0.002177689	0.002037543	0.0061107	0.002731513	0.001853079	1.25683E-05	1.1117E-05	0	4.31251E-07	0.009928105	2.39767E-05	0	4.15894E-05	3.71106E-05	6.38374E-06	8.57478E-06	9.82116E-06	4.55308E-06	0	2.29106E-06	7.7635E-06	0.000115364	7.71042E-05	4.69268E-05	9.21051E-05	9.48978E-06	2.57203E-05	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.34.contigs	0.001446048	0.004213672	0.003109938	0.004241066	0.002767333	0.001972625	0.004796686	0.002628467	0.005908218	5.65575E-06	4.20643E-06	0	0	0.000714789	1.09893E-05	0	8.31788E-05	0.000333995	3.19187E-06	0.000274393	1.96423E-05	0	3.21427E-06	2.29106E-06	1.44179E-05	3.60514E-06	9.76653E-05	2.7604E-06	7.36841E-06	6.32652E-06	8.57342E-06	2.60653E-06	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.32.contigs	2.74331E-05	7.19075E-05	0.005853855	0.00041822	0.000101015	1.70131E-05	2.4482E-05	2.53652E-05	0.000711601	1.25683E-06	0	5.91134E-07	0	2.29651E-05	2.99709E-06	2.74062E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.52.contigs	1.85987E-05	1.57979E-05	0.005693669	2.69819E-05	5.48142E-06	7.61113E-06	1.69148E-05	2.29872E-05	2.77492E-05	0	0	0	0	6.45894E-06	1.99806E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.62.contigs	0.000221789	0.000289809	0.005584112	0.000927197	0.000101798	3.22354E-05	0.000137099	0.000217189	0.003173751	1.88525E-06	2.10322E-06	4.13794E-06	1.725E-06	1.86592E-05	7.99223E-06	0	0	0	0	0	0	0	0	7.63687E-07	0	3.60514E-06	0	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.124.contigs	2.32484E-06	2.39692E-05	0.001798569	7.11341E-05	2.6624E-05	4.92485E-06	0.000179831	0.000205299	0.005507501	0	0	4.13794E-06	5.17501E-06	1.57885E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.66.contigs	6.50954E-06	5.99229E-06	0.005442185	4.53787E-05	3.9153E-06	3.13399E-06	5.34152E-06	1.66459E-05	0.00021682	6.28416E-07	0	0	0	2.15298E-06	2.19786E-05	0	0	1.85553E-05	0	0	0	0	0	0	0	0	5.14028E-06	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.118.contigs	8.97386E-05	0.000159068	9.62778E-05	0.001303717	0.005120427	0.000327278	0.000475395	4.9145E-05	9.2654E-05	5.02733E-06	4.20643E-06	5.91134E-07	0	0.000518868	9.99029E-07	2.74062E-07	0	0	0	0	0	0	1.07142E-06	7.63687E-07	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.78.contigs	0.001289819	0.002123996	1.07898E-05	1.71703E-05	3.9153E-06	0.005049759	0.004820278	2.93285E-05	1.41097E-05	2.51366E-06	3.90597E-06	0	0	7.1766E-07	0	0	8.31788E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43.contigs	3.99872E-05	0.001847261	9.87677E-05	0.005037033	0.003226206	2.86537E-05	5.51957E-05	9.67047E-05	0.000341456	3.14208E-06	6.91057E-06	0	0	0.007800244	1.09893E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.67.contigs	3.71974E-06	4.90279E-06	1.07898E-05	2.57555E-05	1.48781E-05	8.95427E-07	6.23177E-06	1.18899E-05	7.05487E-06	0.00282096	0.003073098	0.004936557	0.002510741	5.74128E-06	0	2.74062E-07	0	0	0	0	0	0	2.14285E-06	7.63687E-07	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_maxbin.022.contigs	3.25477E-06	1.63426E-06	8.29981E-06	7.3587E-06	1.2529E-05	4.02942E-06	1.78051E-06	3.17065E-06	2.82195E-06	0.00403129	0.004926332	1.7734E-06	0	1.43532E-06	4.99514E-06	2.74062E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58163E-06	0	2.60653E-06	0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.79.contigs	0.00027619	0.000581253	0.000329502	0.000377747	0.000385265	0.000239527	0.000225234	0.000344808	0.000413415	0.003556836	0.004855423	0	4.31251E-07	0.000334429	3.99612E-06	0	4.57483E-05	1.85553E-05	0	0	0	0	3.74998E-06	3.05475E-06	1.10907E-05	3.60514E-06	5.14028E-06	5.52081E-06	3.6842E-06	4.74489E-06	0	0	2.44091E-06
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.80.contigs	0.000238993	0.000883046	0.004843769	0.000479542	0.000270156	0.000195651	0.000196746	0.000852904	0.004654333	1.88525E-06	3.30505E-06	0	0	0.000332276	0	0	0	1.85553E-05	0	0	0	0	0	0	0	3.60514E-06	5.14028E-06	0	2.57894E-05	0	0	0	0
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.metabat.15.contigs	0.004731505	0.000740321	0.000234885	0.000350765	0.000225521	0.00128628	0.000787874	0.001001132	0.000158499	8.35794E-05	5.49841E-05	1.7734E-06	2.15625E-06	0.000177262	1.09893E-05	2.74062E-07	4.15894E-06	0	0	0	0	0	0	7.63687E-07	0	3.24462E-05	3.08417E-05	0	7.73683E-05	2.53061E-05	0	0	0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.43.contigs	7.67196E-05	0.000680942	0.001521355	0.001091541	0.000367255	4.8353E-05	0.000182502	0.001124787	0.004612944	5.65575E-06	3.90597E-06	5.91134E-07	0	9.04251E-05	0	8.22185E-07	1.66358E-05	5.56659E-05	0	0	0	0	5.35711E-07	0	0	0	0	2.7604E-06	0	3.16326E-06	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.27.contigs	0.001922639	0.002663847	0.000494669	0.000935782	0.001715684	0.002156187	0.004453939	0.000925829	0.000610011	6.28416E-06	7.51148E-06	5.91134E-07	0	0.001868068	5.99417E-06	1.37031E-06	6.6543E-05	0.000463882	6.38374E-06	2.57244E-05	9.82116E-06	0	0	0	1.10907E-06	0	5.14028E-06	2.7604E-06	0	0	4.28671E-06	0	0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002.contigs	3.25477E-06	4.90279E-06	0.004300131	3.802E-05	3.9936E-05	3.58171E-06	1.78051E-06	1.10973E-05	0.003867009	4.39891E-06	1.20184E-06	2.36453E-06	0	7.1766E-06	1.19883E-05	0.250134016	4.15894E-06	0	0	0	0	0	1.60713E-06	0	1.10907E-06	0	0	0	0	0	0	1.04261E-05	4.88181E-06
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_concoct_out.59.contigs	0.000840195	0.003168289	0.001677391	0.000956631	0.004262193	0.000877966	0.001210745	0.000415355	0.000566741	1.63388E-05	2.97455E-05	0	4.31251E-07	5.38245E-05	9.99029E-07	1.09625E-06	0	0	0	0	0	0	0	0	0	3.60514E-06	0	2.7604E-06	0	0	0	0	0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.23.contigs	1.85987E-06	0	8.29981E-07	3.67935E-06	3.13224E-06	4.47713E-07	4.45127E-07	7.92662E-07	9.40649E-07	0.003972847	0.002982961	0.000134778	8.28001E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.7.contigs	7.43947E-06	6.53705E-06	2.90493E-05	1.3491E-05	1.3312E-05	6.7157E-06	2.22563E-06	1.10973E-05	9.40649E-06	0.003957137	0.002766329	7.68474E-06	1.725E-06	7.1766E-06	6.9932E-06	2.02806E-05	0	1.85553E-05	0	8.57478E-06	0	1.51769E-06	4.8214E-06	0	5.54536E-06	0	0	0	0	0	8.57342E-06	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22.contigs	0.000129726	0.000761021	0.000567707	0.002298368	0.003870664	0.000210425	0.000288442	0.00022036	0.001015431	6.91258E-06	6.30965E-06	0	0	0.005602052	4.99514E-06	1.09625E-06	0	1.85553E-05	0	0	0	0	0	0	0	0	0	0	7.36841E-06	1.58163E-06	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.19.contigs	0.000462642	0.000302883	0.003717484	0.001167581	0.001135436	0.000500096	0.001283746	0.000642849	0.002330929	6.28416E-06	2.70413E-06	0	0	0.000326535	4.99514E-06	5.48124E-07	4.15894E-06	0	0	0	0	3.03539E-06	0	0	0	3.60514E-06	0	5.52081E-06	1.10526E-05	3.16326E-06	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.109.contigs	0.001532066	0.000514248	7.88482E-05	7.48135E-05	5.71634E-05	0.003704828	0.001499632	0.000359076	5.26764E-05	1.19399E-05	3.60551E-06	5.91134E-07	0	8.75545E-05	1.99806E-06	0	2.07947E-05	1.85553E-05	0	0	2.94635E-05	6.07077E-06	0	7.63687E-07	1.10907E-06	0	1.02806E-05	2.7604E-06	3.6842E-06	3.16326E-06	0	0	0
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5.contigs	9.76431E-06	0.00021082	1.16197E-05	1.71703E-05	3.36716E-05	1.96994E-05	7.56716E-06	3.96331E-06	4.23292E-06	0.001990194	0.003496446	2.36453E-06	1.29375E-06	1.50709E-05	0	0	0	0	0	0	0	0	0	3.81843E-06	2.21814E-06	0	0	0	0	0	0	5.21306E-06	4.88181E-06
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047.contigs	0.00140606	0.000622109	0.000122837	0.000148401	0.0001433	0.003463958	0.002301751	0.000524742	0.000980157	6.28416E-07	3.00459E-06	0	0	4.66479E-05	1.99806E-06	0	0	0	0	0	0	0	5.35711E-07	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.86.contigs	1.16242E-05	0.000602498	2.98793E-05	3.55671E-05	4.30683E-05	2.32811E-05	0.003463086	3.56698E-05	2.58679E-05	1.25683E-06	9.01378E-07	0	0	0.000491597	3.99612E-06	0	0	0	0	0	0	0	5.35711E-07	3.05475E-06	1.10907E-06	3.60514E-06	0	0	3.6842E-06	0	4.28671E-06	0	0
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.9.contigs	0.002726567	0.001444143	0.002090722	0.000781249	0.000303044	0.003429037	0.001357192	0.001552032	0.002262261	2.51366E-06	1.80276E-06	0	0	0.000327971	1.99806E-06	0	4.15894E-06	3.71106E-05	3.19187E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.37.contigs	2.32484E-05	0.001797688	0.000102918	7.72664E-05	0.000137818	4.38759E-05	0.003381183	6.73763E-05	0.000273729	3.7705E-06	2.10322E-06	0	0	0.000117696	0	0	3.74304E-05	1.85553E-05	0	0	0	1.51769E-06	0.001885704	0.000359697	7.09806E-05	7.21027E-06	0	0	0	1.58163E-06	8.57342E-06	0	0
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.54.contigs	0.003290572	1.79769E-05	0.000311243	4.9058E-05	1.64443E-05	4.29805E-05	0.000508335	6.42056E-05	1.45801E-05	0	1.20184E-06	5.91134E-07	0	2.00945E-05	8.99126E-06	0	0	1.85553E-05	0	0	0	0	0	0	0	0.000108154	0	0	0.000626315	4.74489E-06	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.15.contigs	0.000456598	0.000266385	0.003212026	0.001035124	0.001137786	0.001240166	0.000486078	0.000623825	0.002208644	5.65575E-06	3.00459E-06	0	0	0.000317923	2.99709E-06	5.48124E-07	0	1.85553E-05	0	0	0	1.51769E-06	0	0	0	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.25.contigs	0.000228299	0.000888494	2.24095E-05	4.16993E-05	1.3312E-05	0.002976398	0.001645634	7.13396E-06	2.25756E-05	7.54099E-06	5.40827E-06	0	0	7.89426E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.93.contigs	8.83437E-06	7.62656E-06	0.002870904	0.00189364	3.13224E-06	7.16341E-06	3.56101E-06	1.90239E-05	0.001476349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.84.contigs	0.001112666	9.15187E-05	0.00258871	7.48135E-05	4.69836E-06	0.00120614	0.000616055	0.00050017	0.000416708	6.28416E-07	0	0	0	7.1766E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.37.contigs	0.000755571	0.000812228	0.000265594	0.000814363	0.000526999	0.000857371	0.002531436	0.000559619	0.000542284	3.7705E-06	3.00459E-06	0	0	0.00023611	6.9932E-06	2.74062E-07	0	0	0	0	0	0	0	0	1.10907E-06	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.73.contigs	0.000585858	0.001270366	0.001096405	0.000603414	0.002509706	0.000594563	0.001810776	0.000214811	0.000359328	1.06831E-05	1.17179E-05	0	0	3.87536E-05	1.99806E-06	8.22185E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16326E-06	0	0	0
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.44.contigs	0.00239737	0.000521874	4.97989E-05	0.000291895	6.18617E-05	0.000123121	0.000397498	0.000166459	4.13886E-05	6.28416E-07	1.5023E-06	1.18227E-06	1.725E-06	9.32958E-05	5.29485E-05	0	0	1.85553E-05	0	0	0	0	0	0	0	0.000447037	1.02806E-05	2.7604E-06	0.002851574	1.2653E-05	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.51.contigs	0.002262065	0.000228797	2.98793E-05	0.000263687	0.000886423	0.00238273	0.000448688	0.000480353	2.44569E-05	7.54099E-06	3.30505E-06	0	0	0.000193768	2.99709E-06	0	0	0	0	0	0	0	0	0	0	0	5.14028E-06	0	3.6842E-06	0	0	0	0
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.1.contigs	0.000962017	0.000675495	6.22486E-05	1.22645E-05	6.26448E-06	0.002312887	0.001660323	0.001463254	0.000328757	1.63388E-05	1.26193E-05	0	0	2.15298E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12.contigs	5.5796E-06	1.08951E-05	3.31992E-06	0.000537185	0.002274788	7.16341E-06	4.89639E-06	7.92662E-06	8.46584E-06	0	6.00919E-07	0	0	0.014646	5.69446E-05	0	0	0	0	0	0	0	2.14285E-06	2.29106E-06	1.10907E-06	0	0	0	0	0	0	0	2.44091E-06
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_concoct_out.45.contigs	0.00050077	0.000271287	0.00215629	0.001073144	0.001033639	0.000489351	0.000498542	0.000821198	0.001633908	5.02733E-06	2.70413E-06	0	4.31251E-07	0.000508821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36841E-06	1.58163E-06	0	0	0
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.22.contigs	0.000805788	0.0002544	9.71078E-05	0.000214629	6.42109E-05	0.000140582	0.000150453	0.000154569	4.75028E-05	0.000951422	0.00204703	2.95567E-06	8.62501E-07	2.44004E-05	3.4966E-05	0	4.15894E-06	1.85553E-05	0	8.57478E-06	0	0	0	0	0	0	1.02806E-05	2.7604E-06	0	3.16326E-06	8.57342E-06	0	0
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.49.contigs	0.000330592	0.000714717	0.001898996	0.000651245	0.000729028	0.000360857	0.000365004	0.000426452	0.001359238	3.14208E-06	1.80276E-06	0	0	0.000210992	4.99514E-06	0	8.31788E-06	1.85553E-05	6.38374E-06	2.57244E-05	4.91058E-05	9.10616E-06	0	0	2.21814E-06	1.80257E-05	1.54208E-05	8.28121E-06	1.47368E-05	4.74489E-06	0	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51.contigs	0.000619336	0.000816041	0.001592733	0.000298027	0.000270939	0.000522034	0.000673477	0.000859245	0.000146271	1.75957E-05	1.35207E-05	0	0	0.014202486	1.79825E-05	0	8.31788E-06	0	0	0	0	3.03539E-06	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17.contigs	1.06942E-05	4.30356E-05	0.001419267	0.001542875	0.001093151	4.92485E-06	1.15733E-05	2.85358E-05	5.54983E-05	3.14208E-06	7.81194E-06	0	4.31251E-07	0.025227175	3.3967E-05	0	0	1.85553E-05	6.38374E-06	0	0	0	5.35711E-07	0	0	1.44205E-05	5.14028E-06	0	6.26315E-05	6.32652E-06	0	0	0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104.contigs	2.32484E-05	6.70047E-05	0.001469896	0.000263687	0.000215341	2.14902E-05	2.35917E-05	2.77432E-05	0.000314647	4.39891E-06	2.10322E-06	0	0	0.000534657	2.99709E-06	0	0	1.85553E-05	0	0	0	0	5.35711E-07	7.63687E-07	0	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.13.contigs	0	0	0	0	0	0	0	0	0	0.000940111	0.0014392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28671E-06	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25.contigs	1.85987E-06	1.08951E-05	3.31992E-06	0.000885497	0.000750171	8.95427E-07	0	2.37799E-06	1.41097E-06	0	6.00919E-07	5.91134E-07	0	0.020879592	2.99709E-06	0	0	0	0	0	0	0	0	7.63687E-07	1.10907E-06	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26.contigs	6.09107E-05	3.5409E-05	6.30785E-05	0.000605867	0.000884857	3.35785E-05	8.01228E-06	9.51194E-06	2.63382E-05	2.70219E-05	1.17179E-05	0	0	0.004585128	5.99417E-06	0	4.15894E-06	0	0	0	0	1.51769E-06	0	0	1.10907E-06	0	0	0	0	0	0	0	0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005.contigs	6.97451E-06	2.66929E-05	0.000782672	0.000104248	0.000107279	6.26799E-06	2.22563E-05	7.92662E-06	0.000141097	0.000309181	0.000862919	1.18227E-06	8.62501E-07	5.02362E-06	5.99417E-05	0.033541876	0	0	3.19187E-06	0	9.82116E-06	0	5.35711E-07	6.87318E-06	1.44179E-05	7.21027E-06	1.54208E-05	2.7604E-06	1.10526E-05	3.16326E-06	9.43077E-05	6.51632E-05	0.000207477
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57.contigs	5.16113E-05	8.77054E-05	2.73894E-05	0.000412087	0.000773663	5.86504E-05	3.24943E-05	3.32918E-05	3.7626E-05	3.14208E-06	5.70873E-06	5.91134E-07	0	0.006676389	0	0	0	1.85553E-05	3.19187E-06	0	0	0	5.89282E-05	1.29827E-05	2.10724E-05	0	0	0	0	0	4.28671E-06	0	0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017.contigs	5.06814E-05	5.55649E-05	0.000186746	0.000137362	9.08349E-05	6.58139E-05	8.32387E-05	5.46937E-05	0.000210235	0.000225601	0.000687752	1.00493E-05	7.76251E-06	0.000104778	1.69835E-05	0.004465837	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58163E-06	4.28671E-06	0	0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44.contigs	0	0	0.000219945	1.22645E-06	0	0	0	0	0.000228578	0	0	0	0	0	9.99029E-07	0.05568881	0	0	0	0	0	0	1.01785E-05	9.16424E-06	8.87257E-06	0	0	0	0	0	3.42937E-05	3.64914E-05	4.63772E-05
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5.contigs	0.000116242	7.35418E-05	6.88884E-05	0.000170477	0.000188717	0.000128941	7.70069E-05	0.000129204	6.11422E-05	1.75957E-05	2.614E-05	0	8.62501E-07	0.000189462	1.89815E-05	0	0.000499073	0.001131872	9.57561E-05	0.000694558	0.000314277	5.76723E-05	0.093531982	0.092199167	0.114476158	0.000248754	0.000406082	0.000245676	0.000261579	3.16326E-05	0.004222412	0.00510619	0.005599438
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_metabat.4.contigs	1.11592E-05	1.19846E-05	1.65996E-06	0.000125098	5.48142E-06	1.2536E-05	9.34766E-06	2.06092E-05	1.26988E-05	0	6.00919E-07	1.18227E-06	8.62501E-07	1.86592E-05	0.0649179	0	8.31788E-06	0	0	0	0	0	0	0	0	0.006327015	0.000385521	0.000149062	0.06309569	0.001306427	2.14336E-05	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.17.contigs	4.64967E-07	2.17902E-06	8.29981E-07	7.72664E-05	5.48142E-06	2.23857E-06	8.90254E-07	0	4.70325E-07	0	0	0	0	9.32958E-06	0.006628557	0	4.15894E-06	0	3.19187E-06	0	0.008564049	1.51769E-05	0	0	3.32721E-06	0.001748491	0.00775154	0.013089829	0.007055252	0.023588434	3.0007E-05	1.04261E-05	0
