"","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","MolForm","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class"
"409.117301834958",16,26,10,0,0,1,0,0,"CHOS","AminoSugar",410.124578301838,0.218089250119891,4,"C16H26O10S",0,0,4,-6,-7,67.425,408.660477800845,0.339522199155056,-0.25,0.625,1.625,0,0,NA,"Amino Sugar","Amino Sugar","Other"
"409.125664640795",0,0,0,0,0,0,0,0,"","None",410.132941107675,0,3,NA,NA,NA,NA,NA,NA,NA,408.668831268698,0.33116873130183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409.127032711322",16,27,10,0,0,0,1,0,"CHOP","AminoSugar",410.134309178202,-0.306193603285325,3,"C16H27O10P",0,0,4,-6,-7,81.675,408.670197811625,0.329802188374572,-0.75,0.625,1.6875,0,0.0625,0,"Amino Sugar","Amino Sugar","Other"
"409.132501134733",20,26,7,0,0,1,0,0,"CHOS","Lignin",410.139777601613,0.35665325467606,2,"C20H26O7S",0,0.225806451612903,8,1,0,74.55,408.675660128946,0.324339871054008,-0.5,0.35,1.3,0,0,NA,"Lignin","Lignin","Other"
"409.13276650086",20,26,7,0,0,1,0,0,"CHOS","Lignin",410.14004296774,-0.290360431415795,3,"C20H26O7S",0,0.225806451612903,8,1,0,74.55,408.675925198763,0.324074801237202,-0.5,0.35,1.3,0,0,NA,"Lignin","Lignin","Other"
"409.142457567593",0,0,0,0,0,0,0,0,"","None",410.149734034473,0,2,NA,NA,NA,NA,NA,NA,NA,408.685605444364,0.314394555635886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409.14476138037",0,0,0,0,0,0,0,0,"","None",410.15203784725,0,2,NA,NA,NA,NA,NA,NA,NA,408.687906684683,0.312093315316815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409.145579927723",17,31,7,0,0,1,1,0,"CHOSP","Protein",410.152856394603,-0.111774921459867,1,"C17H31O7SP",0,0,3,-4,-6,93.8294117647059,408.688724318039,0.311275681961092,-1.17647058823529,0.411764705882353,1.82352941176471,0,0.0588235294117647,0,"Protein","Protein","Lipid"
"409.150424946402",20,26,9,0,0,0,0,0,"CHO","Lignin",410.157701413282,-0.0462743515287823,2,"C20H26O9",0,0.225806451612903,8,-1,-1,71.7,408.693563926727,0.306436073273289,-0.4,0.45,1.3,0,0,NA,"Lignin","Lignin","Other"
"409.153628600893",17,30,9,0,0,1,0,0,"CHOS","Protein",410.160905067773,0.361282914711172,3,"C17H30O9S",0,0,3,-6,-7,77.0647058823529,408.696764003989,0.303235996011495,-0.588235294117647,0.529411764705882,1.76470588235294,0,0,NA,"Protein","Protein","Other"
"409.163398671828",17,31,9,0,0,0,1,0,"CHOP","Protein",410.170675138708,-0.258513624163015,2,"C17H31O9P",0,0,3,-6,-7,90.4764705882353,408.706523165575,0.293476834424951,-1.05882352941176,0.529411764705882,1.82352941176471,0,0.0588235294117647,0,"Protein","Protein","Lipid"
"409.178712606481",21,31,6,0,0,0,1,0,"CHOP","Lignin",410.185989073361,-0.399417983741122,2,"C21H31O6P",0,0.176470588235294,7,1,0,92.8714285714286,408.721820000552,0.278179999448241,-1.14285714285714,0.285714285714286,1.47619047619048,0,0.0476190476190476,0,"Other","Lignin","Lipid"
"409.186741044329",21,30,8,0,0,0,0,0,"CHO","Lignin",410.194017511209,0.122938386370774,2,"C21H30O8",0,0.176470588235294,7,-1,-1,79.3,408.729839473774,0.270160526225652,-0.666666666666667,0.380952380952381,1.42857142857143,0,0,NA,"Lignin","Lignin","Other"
"409.189958692839",18,34,8,0,0,1,0,0,"CHOS","Protein",410.197235159719,0.496342888463357,3,"C18H34O8S",0,0,2,-6,-7,85.6333333333333,408.733053529429,0.266946470570701,-0.888888888888889,0.444444444444444,1.88888888888889,0,0,NA,"Protein","Protein","Other"
"409.199761152698",18,35,8,0,0,0,1,0,"CHOP","Protein",410.207037619578,-0.202359468100554,2,"C18H35O8P",0,0,2,-6,-7,98.3,408.742845043774,0.257154956225975,-1.33333333333333,0.444444444444444,1.94444444444444,0,0.0555555555555556,0,"Protein","Protein","Lipid"
"409.211029464514",17,35,7,2,0,0,1,0,"CHONP","Protein",410.218305931394,-0.287487887353293,2,"C17H35N2O7P",0,0,2,-5,-8,93.8294117647059,408.754100773292,0.245899226707593,-1.17647058823529,0.411764705882353,2.05882352941176,0.117647058823529,0.0588235294117647,2,"Other","Protein","Lipid"
"409.215211551584",0,0,0,0,0,0,0,0,"","None",410.222488018464,0,1,NA,NA,NA,NA,NA,NA,NA,408.758278190607,0.241721809393368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409.223178649355",22,34,7,0,0,0,0,0,"CHO","Protein",410.230455116235,-0.00407121043326723,2,"C22H34O7",0,0.135135135135135,6,-1,-1,86.2090909090909,408.766236392245,0.233763607754895,-0.909090909090909,0.318181818181818,1.54545454545455,0,0,NA,"Protein","Protein","Other"
"409.223493405901",0,0,0,0,0,0,0,0,"","None",410.230769872781,0,1,NA,NA,NA,NA,NA,NA,NA,408.766550797331,0.233449202668851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409.259630873935",23,38,6,0,0,0,0,0,"CHO","Lipid",410.266907340815,-0.166692497436093,1,"C23H38O6",0,0.1,5,-1,-1,92.5173913043478,408.802647913945,0.197352086054536,-1.1304347826087,0.260869565217391,1.65217391304348,0,0,NA,"Lipid","Lipid","Other"
"409.67874031744",0,0,0,0,0,0,0,0,"","None",410.68601678432,0,0,NA,NA,NA,NA,NA,NA,NA,409.221289376102,0.778710623898348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410.018719536825",16,13,10,1,0,1,0,0,"CHONS","Lignin",411.025996003705,0.0494610924292712,3,"C16H13NO10S",0,0.444444444444444,11,1,-1,38.925,409.560888971653,0.439111028346872,0.75,0.625,0.8125,0.0625,0,NA,"Lignin","Lignin","Other"
"410.03655758737",16,13,12,1,0,0,0,0,"CHON","Tannin",411.04383405425,-0.143942190384341,3,"C16H13NO12",0,0.444444444444444,11,-1,-2,35.3625,409.578707104071,0.421292895928502,0.875,0.75,0.8125,0.0625,0,NA,"Tannin","Tannin","Other"
"410.036857274068",16,13,12,1,0,0,0,0,"CHON","Tannin",411.044133740948,-0.873028511680771,3,"C16H13NO12",0,0.444444444444444,11,-1,-2,35.3625,409.579006456137,0.420993543863347,0.875,0.75,0.8125,0.0625,0,NA,"Tannin","Tannin","Other"
"410.045712878438",27,9,4,1,0,0,0,0,"CHON","ConHC",411.052989345318,0.409769995859011,3,"C27H9NO4",0.863636363636364,0.875,24,20,19,58.1888888888889,409.58785217226,0.412147827740284,0.074074074074074,0.148148148148148,0.333333333333333,0.037037037037037,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"410.051779573904",20,13,9,1,0,0,0,0,"CHON","ConHC",411.059056040784,-0.0608656672212095,3,"C20H13NO9",0.5,0.655172413793103,15,6,5,48.9,409.593912093599,0.406087906400614,0.4,0.45,0.65,0.05,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"410.052049451586",23,14,1,3,0,1,1,0,"CHONSP","ConHC",411.059325918466,0.470415392086064,3,"C23H14N3OSP",0.764705882352941,0.771428571428571,19,18,13,67.7347826086957,409.594181669934,0.405818330066438,-0.260869565217392,0.0434782608695652,0.608695652173913,0.130434782608696,0.0434782608695652,3,"Other","Cond Hydrocarbon","Other"
"410.05523560034",17,17,9,1,0,1,0,0,"CHONS","Lignin",411.06251206722,-0.268152451133341,6,"C17H17NO9S",0,0.333333333333333,10,1,-1,50.2411764705882,409.597364261005,0.402635738994661,0.352941176470588,0.529411764705882,1,0.0588235294117647,0,NA,"Lignin","Lignin","Other"
"410.064843369756",17,18,9,1,0,0,1,0,"CHONP","Lignin",411.072119836636,-0.491750052278734,3,"C17H18NO9P",0,0.333333333333333,10,1,-1,63.6529411764706,409.6069613023,0.393038697699808,-0.117647058823529,0.529411764705882,1.05882352941176,0.0588235294117647,0.0588235294117647,1,"Lignin","Lignin","Phytochemical"
"410.072923683281",17,17,11,1,0,0,0,0,"CHON","Lignin",411.080200150161,-0.0967114459573414,5,"C17H17NO11",0,0.333333333333333,10,-1,-2,46.8882352941176,409.615032593275,0.384967406725082,0.470588235294118,0.647058823529412,1,0.0588235294117647,0,NA,"Lignin","Lignin","Other"
"410.101091841965",18,22,8,1,0,0,1,0,"CHONP","Lignin",411.108368308845,-0.158378302168879,3,"C18H22NO8P",0,0.25,9,1,-1,72.9666666666667,409.643169299141,0.356830700858723,-0.444444444444445,0.444444444444444,1.22222222222222,0.0555555555555556,0.0555555555555556,1,"Lignin","Lignin","Phytochemical"
"410.109247007532",18,21,10,1,0,0,0,0,"CHON","Lignin",411.116523474412,0.0545487391646247,3,"C18H21NO10",0,0.25,9,-1,-2,57.1333333333333,409.651315358578,0.348684641422437,0.111111111111111,0.555555555555556,1.16666666666667,0.0555555555555556,0,NA,"Lignin","Lignin","Other"
"410.112719732656",15,25,10,1,0,1,0,0,"CHONS","AminoSugar",411.119996199536,-0.193327584576657,4,"C15H25NO10S",0,0,4,-6,-8,60.3,409.654784206026,0.345215793974319,0,0.666666666666667,1.66666666666667,0.0666666666666667,0,NA,"Amino Sugar","Amino Sugar","Other"
"410.128930732624",0,0,0,0,0,0,0,0,"","None",411.136207199504,0,3,NA,NA,NA,NA,NA,NA,NA,409.670977104646,0.329022895353717,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410.137600439949",19,26,7,1,0,0,1,0,"CHONP","Lignin",411.14487690683,-0.457751853655859,3,"C19H26NO7P",0,0.185185185185185,8,1,-1,81.3,409.679637131299,0.320362868701409,-0.736842105263158,0.368421052631579,1.36842105263158,0.0526315789473684,0.0526315789473684,1,"Lignin","Lignin","Lipid"
"410.145692242028",19,25,9,1,0,0,0,0,"CHON","Lignin",411.152968708908,-0.0907261072334486,2,"C19H25NO9",0,0.185185185185185,8,-1,-2,66.3,409.687719897999,0.312280102000841,-0.210526315789473,0.473684210526316,1.31578947368421,0.0526315789473684,0,NA,"Lignin","Lignin","Other"
"410.176380882396",0,0,0,0,0,0,0,0,"","None",411.183657349276,0,2,NA,NA,NA,NA,NA,NA,NA,409.718374271157,0.281625728842812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410.231377177601",18,38,7,1,0,0,1,0,"CHONP","Protein",411.238653644481,-0.156976443456609,1,"C18H38NO7P",0,0,1,-6,-8,101.466666666667,409.773309157008,0.226690842992355,-1.44444444444444,0.388888888888889,2.11111111111111,0.0555555555555556,0.0555555555555556,1,"Other","Protein","Lipid"
"410.314520927754",0,0,0,0,0,0,0,0,"","None",411.321797394634,0,1,NA,NA,NA,NA,NA,NA,NA,409.856360068106,0.143639931893574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410.741719827002",0,0,0,0,0,0,0,0,"","None",411.748996293882,0,0,NA,NA,NA,NA,NA,NA,NA,410.283081953247,0.716918046752937,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410.999401324969",19,8,11,0,0,0,0,0,"CHO","ConHC",412.006677791849,-0.0405137835945898,4,"C19H8O11",0.625,0.777777777777778,16,5,5,39.3,410.540475721751,0.459524278248523,0.736842105263158,0.578947368421053,0.421052631578947,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"411.002732279091",16,12,11,0,0,1,0,0,"CHOS","ConHC",412.010008745971,0.0562421504403383,3,"C16H12O11S",0,0.473684210526316,11,0,-1,38.925,410.5438029565,0.456197043499685,0.75,0.6875,0.75,0,0,NA,"Tannin;Cond Hydrocarbon","Cond Hydrocarbon","Other"
"411.020509973102",16,12,13,0,0,0,0,0,"CHO","ConHC",412.027786439982,0.00978700389776936,3,"C16H12O13",0,0.473684210526316,11,-2,-2,35.3625,410.561560799779,0.438439200220671,0.875,0.8125,0.75,0,0,NA,"Tannin","Cond Hydrocarbon","Other"
"411.035729457889",20,12,10,0,0,0,0,0,"CHO","ConHC",412.043005924769,0.0987310315472078,2,"C20H12O10",0.5,0.666666666666667,15,5,5,48.9,410.576763290354,0.423236709646346,0.4,0.5,0.6,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"411.039086250485",17,16,10,0,0,1,0,0,"CHOS","Lignin",412.046362717365,0.132769609450554,4,"C17H16O10S",0,0.363636363636364,10,0,-1,50.2411764705882,410.580116334725,0.419883665274881,0.352941176470588,0.588235294117647,0.941176470588235,0,0,NA,"Lignin","Lignin","Other"
"411.039352119107",0,0,0,0,0,0,0,0,"","None",412.046628585987,0,4,NA,NA,NA,NA,NA,NA,NA,410.580381906476,0.419618093524207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.04643801938",11,16,11,4,0,1,0,0,"CHONS","Tannin",412.05371448626,-0.209726928200114,2,"C11H16N4O11S",0,0,6,-5,-10,8.48181818181818,410.587459894569,0.412540105430764,1.81818181818182,1,1.45454545454545,0.363636363636364,0,NA,"Other","Tannin","Protein"
"411.056865597733",17,16,12,0,0,0,0,0,"CHO","Tannin",412.064142064613,0.0823031747669237,4,"C17H16O12",0,0.363636363636364,10,-2,-2,46.8882352941176,410.597875829395,0.40212417060485,0.470588235294118,0.705882352941177,0.941176470588235,0,0,NA,"Tannin","Tannin","Other"
"411.069796129986",14,21,12,0,0,0,1,0,"CHOP","Carb",412.077072596866,-0.0241400619736847,7,"C14H21O12P",0,0,5,-7,-8,64.3714285714286,410.6107919233,0.389208076699731,-0.142857142857143,0.857142857142857,1.5,0,0.0714285714285714,0,"Carbohydrate","Carbohydrate","Other"
"411.072139584768",21,16,9,0,0,0,0,0,"CHO","ConHC",412.079416051648,0.0389751379574771,2,"C21H16O9",0.416666666666667,0.575757575757576,14,5,5,57.5857142857143,410.61313276136,0.386867238640207,0.0952380952380953,0.428571428571429,0.761904761904762,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"411.075441309678",18,20,9,0,0,1,0,0,"CHOS","Lignin",412.082717776558,0.20664380797643,4,"C18H20O9S",0,0.28,9,0,-1,60.3,410.616430799534,0.383569200465786,0,0.5,1.11111111111111,0,0,NA,"Lignin","Lignin","Other"
"411.082964239521",0,0,0,0,0,0,0,0,"","None",412.090240706401,0,2,NA,NA,NA,NA,NA,NA,NA,410.623945329207,0.376054670793451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.093322602244",18,20,11,0,0,0,0,0,"CHO","Lignin",412.100599069124,-0.091201090769283,4,"C18H20O11",0,0.28,9,-2,-2,57.1333333333333,410.634292125689,0.365707874310829,0.111111111111111,0.611111111111111,1.11111111111111,0,0,NA,"Lignin","Lignin","Other"
"411.096343870065",15,24,11,0,0,1,0,0,"CHOS","Carb",412.103620336945,0.757009983605889,3,"C15H24O11S",0,0,4,-7,-8,60.3,410.637310019936,0.362689980064431,0,0.733333333333333,1.6,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"411.096635053764",15,24,11,0,0,1,0,0,"CHOS","Carb",412.103911520644,0.0504311047480481,4,"C15H24O11S",0,0,4,-7,-8,60.3,410.637600878496,0.362399121503813,0,0.733333333333333,1.6,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"411.098076510761",16,20,7,4,0,1,0,0,"CHONS","Lignin",412.105352977641,-0.202060322487684,3,"C16H20N4O7S",0,0.0666666666666667,9,2,-3,46.05,410.639040725949,0.360959274050515,0.5,0.4375,1.25,0.25,0,NA,"Lignin","Lignin","Protein"
"411.10309363633",0,0,0,0,0,0,0,0,"","None",412.11037010321,0,2,NA,NA,NA,NA,NA,NA,NA,410.644052249351,0.355947750648738,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.104910578607",0,0,0,0,0,0,0,0,"","None",412.112187045487,0,3,NA,NA,NA,NA,NA,NA,NA,410.645867162814,0.354132837185716,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.106256599503",15,25,11,0,0,0,1,0,"CHOP","Carb",412.113533066383,-0.206037357810771,5,"C15H25O11P",0,0,4,-7,-8,75.5,410.647211680731,0.352788319268655,-0.533333333333333,0.733333333333333,1.66666666666667,0,0.0666666666666667,0,"Carbohydrate","Carbohydrate","Other"
"411.106526130596",0,0,0,0,0,0,0,0,"","None",412.113802597476,0,4,NA,NA,NA,NA,NA,NA,NA,410.647480910864,0.352519089136479,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.108609125729",22,20,8,0,0,0,0,0,"CHO","Lignin",412.115885592609,-0.164938580901872,2,"C22H20O8",0.357142857142857,0.5,13,5,5,65.4818181818182,410.649561580106,0.350438419894488,-0.181818181818182,0.363636363636364,0.909090909090909,0,0,NA,"Lignin","Lignin","Other"
"411.117521927797",14,25,10,2,0,0,1,0,"CHONP","Carb",412.124798394677,-0.283532505559363,2,"C14H25N2O10P",0,0,4,-6,-9,68.4428571428571,410.658464430059,0.341535569940902,-0.285714285714286,0.714285714285714,1.78571428571429,0.142857142857143,0.0714285714285714,2,"Carbohydrate","Carbohydrate","Amino Sugar"
"411.121703420597",0,0,0,0,0,0,0,0,"","None",412.128979887477,0,2,NA,NA,NA,NA,NA,NA,NA,410.662641253767,0.337358746233122,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.129699861888",19,24,10,0,0,0,0,0,"CHO","Lignin",412.136976328768,-0.0711835366283523,3,"C19H24O10",0,0.214285714285714,8,-2,-2,66.3,410.67062876616,0.329371233839879,-0.210526315789473,0.526315789473684,1.26315789473684,0,0,NA,"Lignin","Lignin","Other"
"411.132778210799",16,28,10,0,0,1,0,0,"CHOS","AminoSugar",412.140054677679,0.638453162058009,2,"C16H28O10S",0,0,3,-7,-8,70.9875,410.673703677759,0.326296322240808,-0.375,0.625,1.75,0,0,NA,"Amino Sugar","Amino Sugar","Other"
"411.139362564978",0,0,0,0,0,0,0,0,"","None",412.146639031858,0,1,NA,NA,NA,NA,NA,NA,NA,410.68028067979,0.319719320210481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.139670899131",0,0,0,0,0,0,0,0,"","None",412.146947366011,0,4,NA,NA,NA,NA,NA,NA,NA,410.680588669654,0.319411330346213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.142672928861",16,29,10,0,0,0,1,0,"CHOP","AminoSugar",412.149949395741,-0.28080517948897,3,"C16H29O10P",0,0,3,-7,-8,85.2375,410.683587347291,0.316412652709403,-0.875,0.625,1.8125,0,0.0625,0,"Other","Amino Sugar","Other"
"411.144911341015",23,24,7,0,0,0,0,0,"CHO","Lignin",412.152187807895,0.037163954118908,2,"C23H24O7",0.3125,0.435897435897436,12,5,5,72.6913043478261,410.685823260014,0.314176739986351,-0.434782608695652,0.304347826086957,1.04347826086957,0,0,NA,"Lignin","Lignin","Other"
"411.148213730175",20,28,7,0,0,1,0,0,"CHOS","Lignin",412.155490197055,0.203191384167419,2,"C20H28O7S",0,0.161290322580645,7,0,-1,77.4,410.689121961696,0.310878038303656,-0.6,0.35,1.4,0,0,NA,"Lignin","Lignin","Other"
"411.150681503324",16,28,12,0,0,0,0,0,"CHO","Carb",412.157957970204,0.287253450870679,2,"C16H28O12",0,0,3,-9,-9,67.425,410.691586979308,0.308413020692171,-0.25,0.75,1.75,0,0,NA,"Carbohydrate","Carbohydrate","Other"
"411.157995830927",20,29,7,0,0,0,1,0,"CHOP","Lignin",412.165272297807,-0.442788897856571,3,"C20H29O7P",0,0.161290322580645,7,0,-1,88.8,410.698893139667,0.301106860332709,-1,0.35,1.45,0,0.05,0,"Protein;Lignin","Lignin","Lipid"
"411.166049391347",20,28,9,0,0,0,0,0,"CHO","Lignin",412.173325858227,0.0161084491060753,2,"C20H28O9",0,0.161290322580645,7,-2,-2,74.55,410.70693770741,0.293062292590264,-0.5,0.45,1.4,0,0,NA,"Lignin","Lignin","Other"
"411.175684762554",0,0,0,0,0,0,0,0,"","None",412.182961229434,0,0,NA,NA,NA,NA,NA,NA,NA,410.716562319675,0.283437680324823,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.17908198672",17,33,9,0,0,0,1,0,"CHOP","Protein",412.1863584536,-0.337918508666274,2,"C17H33O9P",0,0,2,-7,-8,93.8294117647059,410.71995575047,0.280044249529624,-1.17647058823529,0.529411764705882,1.94117647058824,0,0.0588235294117647,0,"Protein","Protein","Lipid"
"411.181275626514",24,28,6,0,0,0,0,0,"CHO","Lignin",412.188552093394,0.0886439123233224,1,"C24H28O6",0.277777777777778,0.380952380952381,11,5,5,79.3,410.722146940827,0.277853059173481,-0.666666666666667,0.25,1.16666666666667,0,0,NA,"Other","Lignin","Other"
"411.184571221741",21,32,6,0,0,1,0,0,"CHOS","Lipid",412.191847688621,0.271138742647877,2,"C21H32O6S",0,0.117647058823529,6,0,-1,84.7285714285714,410.725438856162,0.274561143837502,-0.857142857142857,0.285714285714286,1.52380952380952,0,0,NA,"Other","Lipid","Other"
"411.194419394977",0,0,0,0,0,0,0,0,"","None",412.201695861857,0,1,NA,NA,NA,NA,NA,NA,NA,410.73527603284,0.264723967159739,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.202312584904",21,32,8,0,0,0,0,0,"CHO","Protein",412.209589051784,0.312831675120399,2,"C21H32O8",0,0.117647058823529,6,-2,-2,82.0142857142857,410.743160409161,0.256839590839093,-0.761904761904762,0.380952380952381,1.52380952380952,0,0,NA,"Protein","Protein","Other"
"411.202563508459",21,32,8,0,0,0,0,0,"CHO","Protein",412.209839975339,-0.295896232695213,2,"C21H32O8",0,0.117647058823529,6,-2,-2,82.0142857142857,410.743411052532,0.256588947467606,-0.761904761904762,0.380952380952381,1.52380952380952,0,0,NA,"Protein","Protein","Other"
"411.203800575549",22,28,4,4,0,0,0,0,"CHON","Lignin",412.211077042429,-0.0524838620137695,2,"C22H28N4O4",0.214285714285714,0.3125,11,7,3,70.6636363636364,410.744646738302,0.255353261697792,-0.363636363636363,0.181818181818182,1.27272727272727,0.181818181818182,0,NA,"Other","Lignin","Protein"
"411.20814565492",0,0,0,0,0,0,0,0,"","None",412.2154221218,0,2,NA,NA,NA,NA,NA,NA,NA,410.748986965919,0.251013034081211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.226680341368",17,37,7,2,0,0,1,0,"CHONP","Protein",412.233956808248,-0.288053534029374,2,"C17H37N2O7P",0,0,1,-6,-9,97.1823529411765,410.76750095637,0.232499043629673,-1.29411764705882,0.411764705882353,2.17647058823529,0.117647058823529,0.0588235294117647,2,"Other","Protein","Lipid"
"411.238852292888",22,36,7,0,0,0,0,0,"CHO","Protein",412.246128759768,-0.0612485271127967,2,"C22H36O7",0,0.0810810810810811,5,-2,-2,88.8,410.779659316581,0.220340683419465,-1,0.318181818181818,1.63636363636364,0,0,NA,"Protein","Protein","Other"
"411.242145582299",19,40,7,0,0,1,0,0,"CHOS","Protein",412.249422049179,0.126815268456454,1,"C19H40O7S",0,0,0,-7,-8,96.3,410.782948928675,0.217051071324875,-1.26315789473684,0.368421052631579,2.10526315789474,0,0,NA,"Other","Protein","Other"
"411.317903333639",0,0,0,0,0,0,0,0,"","None",412.325179800519,0,0,NA,NA,NA,NA,NA,NA,NA,410.858622088233,0.141377911766824,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411.326876255851",28,44,2,0,0,0,0,0,"CHO","Lipid",412.334152722731,-0.0535151677465398,1,"C28H44O2",0.192307692307692,0.222222222222222,7,5,5,101.014285714286,410.8675849912,0.13241500879991,-1.42857142857143,0.0714285714285714,1.57142857142857,0,0,NA,"Lipid","Lipid;Unsat Hydrocarbon","Other"
"412.031027361226",19,11,10,1,0,0,0,0,"CHON","ConHC",413.038303828106,-0.0199710439656924,3,"C19H11NO10",0.5,0.692307692307692,15,5,4,42.3,411.57094983516,0.429050164839737,0.631578947368421,0.526315789473684,0.578947368421053,0.0526315789473684,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"412.036229529222",25,7,4,3,0,0,0,0,"CHON","ConHC",413.043505996102,0.362510476501564,4,"C25H7N3O4",0.944444444444444,0.95,24,20,17,48.9,411.576146194369,0.42385380563104,0.4,0.16,0.28,0.12,0,NA,"Other","Cond Hydrocarbon","Other"
"412.052181283773",16,15,12,1,0,0,0,0,"CHON","Tannin",413.059457750653,-0.0794044360445,5,"C16H15NO12",0,0.333333333333333,10,-2,-3,38.925,411.592080137048,0.407919862951644,0.75,0.75,0.9375,0.0625,0,NA,"Tannin","Tannin","Other"
"412.067400957488",20,15,9,1,0,0,0,0,"CHON","ConHC",413.074677424368,0.00886336690836365,2,"C20H15NO9",0.4,0.586206896551724,14,5,4,51.75,411.60728281634,0.392717183660295,0.3,0.45,0.75,0.05,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"412.067679636533",0,0,0,0,0,0,0,0,"","None",413.074956103413,0,2,NA,NA,NA,NA,NA,NA,NA,411.607561184209,0.392438815790797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412.070834685954",17,19,9,1,0,1,0,0,"CHONS","Lignin",413.078111152834,-0.143432518847614,4,"C17H19NO9S",0,0.238095238095238,9,0,-2,53.5941176470588,411.610712710674,0.389287289326148,0.235294117647059,0.529411764705882,1.11764705882353,0.0588235294117647,0,NA,"Lignin","Lignin","Other"
"412.080384902866",17,20,9,1,0,0,1,0,"CHONP","Lignin",413.087661369746,-0.226619323202292,2,"C17H20NO9P",0,0.238095238095238,9,0,-2,67.0058823529412,411.620252263728,0.379747736271668,-0.235294117647059,0.529411764705882,1.17647058823529,0.0588235294117647,0.0588235294117647,1,"Lignin","Lignin","Phytochemical"
"412.088532812403",17,19,11,1,0,0,0,0,"CHON","Lignin",413.095809279283,0.00285385823034563,4,"C17H19NO11",0,0.238095238095238,9,-2,-3,50.2411764705882,411.628391075237,0.371608924763279,0.352941176470588,0.647058823529412,1.11764705882353,0.0588235294117647,0,NA,"Lignin","Lignin","Other"
"412.10374069066",21,19,8,1,0,0,0,0,"CHON","Lignin",413.11101715754,0.119663620254891,3,"C21H19NO8",0.333333333333333,0.5,13,5,4,60.3,411.643581972241,0.356418027758991,0,0.380952380952381,0.904761904761905,0.0476190476190476,0,NA,"Lignin","Lignin","Other"
"412.10404512224",0,0,0,0,0,0,0,0,"","None",413.11132158912,0,2,NA,NA,NA,NA,NA,NA,NA,411.64388606389,0.356113936110035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412.108053023615",0,0,0,0,0,0,0,0,"","None",413.115329490495,0,2,NA,NA,NA,NA,NA,NA,NA,411.647889490007,0.352110509993452,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412.11677789001",18,24,8,1,0,0,1,0,"CHONP","Lignin",413.12405435689,-0.244707343501033,3,"C18H24NO8P",0,0.166666666666667,8,0,-2,76.1333333333333,411.656604614138,0.343395385862266,-0.555555555555555,0.444444444444444,1.33333333333333,0.0555555555555556,0.0555555555555556,1,"Lignin","Lignin","Lipid"
"412.117092369378",0,0,0,0,0,0,0,0,"","None",413.124368836258,0,3,NA,NA,NA,NA,NA,NA,NA,411.656918742355,0.343081257644712,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412.124919720504",18,23,10,1,0,0,0,0,"CHON","Lignin",413.132196187384,-0.000539497080702768,3,"C18H23NO10",0,0.166666666666667,8,-2,-3,60.3,411.664737353391,0.335262646608896,0,0.555555555555556,1.27777777777778,0.0555555555555556,0,NA,"Lignin","Lignin","Other"
"412.135885328566",0,0,0,0,0,0,0,0,"","None",413.143161795446,0,1,NA,NA,NA,NA,NA,NA,NA,411.675690717157,0.324309282842819,NA,NA,NA,NA,NA,NA,NA,NA,NA
