taxon_a,taxon_b,r_within,r_marginal,r_between,cooccurrence,perm_p,q_BH,fdr_pass,effect_pass,both_pass
Marinobacter,Xanthomonadales,-0.028400525672558918,-0.804671256716046,-0.7999999999999999,11,0.9298380878951427,0.9809228216381567,False,False,False
Marinobacter,YR4-1,-0.2451634311734912,0.6907040294708916,0.7999999999999999,10,0.4919043947571318,0.8058838271807207,False,False,False
Marivita,Mcinerneyibacterium,-0.2894255571076276,0.8781901813180818,0.7999999999999999,6,0.5080956052428681,0.8111284252315889,False,False,False
Marivita,Microbacteriaceae,0.38759978828332764,0.4618871779813566,0.39999999999999997,7,0.6353122590593677,0.8734208872446434,False,False,False
Marivita,Muricauda,0.49022385032535853,0.9305332770120469,1.0,12,0.5273708558211256,0.8246785701809993,False,False,False
Marivita,Nevskiales,-0.47401992993829295,-0.8921554528842425,-1.0,11,0.2636854279105628,0.6994030592620787,False,False,False
Marivita,Opitutales,0.2671887325235429,0.7315912242776095,0.7999999999999999,6,0.4387047031611411,0.7801314069256813,False,False,False
Marivita,PWYM01,-0.07137596015964556,0.9097871976557268,0.7999999999999999,12,0.8095605242868157,0.9454890189414837,False,False,False
Marivita,Paceibacterales,-0.3599905088811046,0.8836062713062696,1.0,6,0.41403238242097146,0.7716833637008762,False,False,False
Marivita,Phaeodactylibacter,0.12030655530396776,0.8329931921834678,0.7999999999999999,6,0.7016191210485736,0.9035334398893785,False,False,False
Marivita,Psychroflexus,0.1615345643195041,0.7096274255283007,1.0,12,0.5643793369313801,0.844298276535971,False,False,False
Marivita,RZYO01,0.14304636758841638,0.8557678855609648,1.0,6,0.49807247494217427,0.8067496455152612,False,False,False
Marivita,Rhodobacteraceae,0.8276086994376798,0.9714785903890297,1.0,12,0.058596761757902856,0.5095785657595501,False,True,False
Marivita,Rhodohalobacter,0.05261933985933308,0.9489287528691657,1.0,7,0.9352351580570547,0.9831189592829883,False,False,False
Marivita,Rhodothermales,0.8105858850709352,-0.37548864114981273,0.0,8,0.04317656129529684,0.4891748911295403,False,True,False
Marivita,Roseicyclus,0.5298125098911065,0.8449662768532779,0.7999999999999999,12,0.14957594448727835,0.6030217968979481,False,False,False
Marivita,Roseimaritima,0.5547987903834586,0.9343355336088142,0.6000000000000001,12,0.03932151117964534,0.4880879536411211,False,False,False
Marivita,Roseovarius,0.916336868391614,0.988636505488692,1.0,12,0.02313030069390902,0.4472951765394227,False,True,False
Marivita,S36-B12,0.3331007282246126,0.5844460574327391,0.7999999999999999,8,0.4425597532767926,0.7810439658692909,False,False,False
Marivita,SCGC-AAA027-K21,0.02406597620307506,0.7324840864116794,0.6000000000000001,6,0.9552814186584425,0.9893899727305723,False,False,False
Marivita,SLDV01,-0.1583312267327283,0.6686067888281364,0.7999999999999999,12,0.6422513492675405,0.8777971657491196,False,False,False
Marivita,SLND01,-0.6560663503490449,-0.9450409872714164,-1.0,12,0.13801079414032383,0.5938602293886632,False,False,False
Marivita,SLSQ01,-0.17999316248920846,0.90329470413951,0.7999999999999999,12,0.6198920585967618,0.8651624363285295,False,False,False
Marivita,SLST01,0.06640545079269451,0.8803337860931076,0.6000000000000001,11,0.7825751734772552,0.9347933585052494,False,False,False
Marivita,SMO-BIN1,-0.5453884138966218,-0.5533024375284049,-0.19999999999999998,7,0.13107170393215112,0.5892342542875654,False,False,False
Marivita,SURF-3,-0.30428046931155367,0.7916767832533979,0.6000000000000001,12,0.4456437933693138,0.7817641496377841,False,False,False
Marivita,SW132,-0.11514887003432306,0.9386450621850236,1.0,11,0.8365458750963762,0.9557186114927874,False,False,False
Marivita,SZUA-401,0.057650705344343536,0.34433301711937475,0.39999999999999997,12,0.9074787972243639,0.9744259072322521,False,False,False
Marivita,Salegentibacter,0.6671565746724014,0.9296446048258531,1.0,10,0.17887432536622977,0.6236964968012615,False,False,False
Marivita,Salinarimonas,-0.30711466156763517,0.3051007636098857,0.39999999999999997,12,0.25520431765612955,0.6923951304899302,False,False,False
Marivita,Salinivirga,0.30254507757427485,0.9272664495371494,0.6000000000000001,6,0.3700848111025443,0.7482981294543706,False,False,False
Marivita,Saprospiraceae,0.20734228471748214,0.9536095224766096,1.0,12,0.7039321511179646,0.9039505488453612,False,False,False
Marivita,Sediminispirochaetaceae,-0.18754782576761153,0.8917745538110714,0.6000000000000001,12,0.7108712413261372,0.9077313072194508,False,False,False
Marivita,Spiribacter,-0.3907413417522259,0.3465515715403098,0.7999999999999999,12,0.1218195836545875,0.5871905989950283,False,False,False
Marivita,Synergistales,-0.11017850073736815,0.9238065511443366,1.0,6,0.8427139552814187,0.9567522767802921,False,False,False
Marivita,T1Sed10-7,0.5296742336911603,0.9267006599690766,0.7999999999999999,10,0.19969159599074787,0.6458984797170096,False,False,False
Marivita,Tangfeifania,0.29975388612643067,0.9123134311422139,1.0,12,0.5720894371626831,0.8476166629217077,False,False,False
Marivita,Thiohalobacterales,-0.4121669391045903,-0.9126603795611151,-1.0,12,0.28527370855821127,0.7127486059884448,False,False,False
Marivita,Thiohalomonadales,-0.2651140508504597,-0.9242182577478759,-0.7999999999999999,12,0.5335389360061681,0.8283067937996689,False,False,False
Marivita,Thiohalophilus,-0.3312893060194609,-0.8076657118242806,-0.7999999999999999,12,0.32228218966846567,0.7290565020708101,False,False,False
Marivita,Thiohalorhabdus,-0.20914027478143846,0.041251392527624844,0.39999999999999997,12,0.5104086353122591,0.812442622466293,False,False,False
Marivita,Thiohalospira,-0.12639997255496618,0.1369513058053456,0.19999999999999998,12,0.456437933693138,0.7857078066384611,False,False,False
Marivita,UBA10428,-0.4853717125455088,-0.8453818296036864,-1.0,11,0.4556669236700077,0.7857078066384611,False,False,False
Marivita,UBA12077,-0.0952813223147646,0.904746321799034,0.7999999999999999,12,0.7139552814186585,0.9088063887036208,False,False,False
Marivita,UBA12170,0.011779493617046196,0.8519214504919337,0.6000000000000001,6,0.9737856592135697,0.9928049298588119,False,False,False
Marivita,UBA12270,-0.3924690147025147,-0.8611962855372511,-1.0,12,0.39938319198149574,0.7646020491468912,False,False,False
Marivita,UBA4802,-0.08301377226079541,0.8193904669841304,0.6000000000000001,8,0.8226676946800309,0.9506175649784789,False,False,False
Marivita,UBA5335,-0.6157977043435919,-0.9430448297169103,-1.0,12,0.17733230531996916,0.6233997088175239,False,False,False
Marivita,UBA5704,-0.41685952028268936,-0.7003542902985297,-0.7999999999999999,12,0.47340015420200465,0.7958103701957251,False,False,False
Marivita,UBA6264,-0.14203538631890056,0.8981946906413124,1.0,6,0.6661526599845798,0.8900896371567891,False,False,False
Marivita,UBA6794,-0.17332506486099877,0.6808885671147911,0.7999999999999999,8,0.6121819583654587,0.8630900412667102,False,False,False
Marivita,UBA6960,0.29437872359165124,0.8003228234874528,1.0,12,0.42328450269853507,0.7744279203923097,False,False,False
Marivita,UBA7960,-0.1001705894021757,0.8320909458015386,0.6000000000000001,6,0.7440246723207402,0.9183826497032829,False,False,False
Marivita,UBA8670,0.4540757872910714,0.9579231488941328,1.0,7,0.3215111796453354,0.7289250137191916,False,False,False
Marivita,VadinHA17,0.2072878239766276,0.7936579812216493,0.7999999999999999,7,0.46877409406322285,0.7927583397637302,False,False,False
Marivita,WC007,-0.7717750109040479,-0.9500209035789937,-0.6000000000000001,12,0.09714726291441789,0.5708797490229442,False,True,False
Marivita,WN38,0.5139887682244559,0.8253809977658003,0.7999999999999999,9,0.14803392444101773,0.6028847765808474,False,False,False
Marivita,Wenzhouxiangella,-0.038688304489832154,0.6000939074722109,0.7999999999999999,10,0.9228989976869699,0.9794685847898134,False,False,False
Marivita,Woeseiaceae,0.13915424082659528,0.9323340803849474,0.7999999999999999,12,0.6885119506553585,0.897677359955504,False,False,False
Marivita,XN24,-0.04059779759773154,0.8288570122172073,0.7999999999999999,12,0.8835774865073246,0.9663944163163412,False,False,False
Marivita,Xanthomonadales,-0.5621515257520281,-0.9358836015307265,-0.7999999999999999,11,0.10254433307632999,0.5788907139850789,False,False,False
Marivita,YR4-1,-0.08449808718453168,0.7505273205778421,0.7999999999999999,10,0.8195836545875096,0.9498716767534469,False,False,False
Mcinerneyibacterium,Microbacteriaceae,-0.35431628036033846,0.42304243500288635,0.7999999999999999,6,0.4225134926754048,0.774402950948871,False,False,False
Mcinerneyibacterium,Muricauda,0.033377012821866364,0.8709005668092809,0.7999999999999999,6,0.9367771781033153,0.9838024543439619,False,False,False
Mcinerneyibacterium,Opitutales,-0.7704768380071233,0.5914655598194428,1.0,6,0.10717039321511179,0.5828123290355249,False,True,False
Mcinerneyibacterium,PWYM01,-0.5164510015201683,0.852106000054508,0.6000000000000001,6,0.3546646106399383,0.7417940462885951,False,False,False
Mcinerneyibacterium,Paceibacterales,0.8589032014346294,0.9854981822245648,0.7999999999999999,6,0.03392444101773323,0.4735527773465151,False,True,False
Mcinerneyibacterium,Phaeodactylibacter,-0.6032957250664603,0.7378647881267627,1.0,6,0.2235929067077872,0.6660560731499269,False,False,False
Mcinerneyibacterium,Psychroflexus,-0.6330710176742224,0.5306613391819539,0.7999999999999999,6,0.15574402467232074,0.6076378660696674,False,False,False
Mcinerneyibacterium,RZYO01,0.09650402926130712,0.8016035933704739,0.7999999999999999,6,0.7054741711642252,0.9050782183380429,False,False,False
Mcinerneyibacterium,Rhodobacteraceae,-0.12948276210596016,0.9320686367094192,0.7999999999999999,6,0.8727833461835004,0.9644587169348413,False,False,False
Mcinerneyibacterium,Rhodohalobacter,0.3631669981918172,0.9464272523453059,0.7999999999999999,6,0.26214340786430224,0.6980250899511693,False,False,False
Mcinerneyibacterium,Roseicyclus,0.22773812707143962,0.8585457070783934,1.0,6,0.5952197378565921,0.8570493673062707,False,False,False
Mcinerneyibacterium,Roseimaritima,0.0458072975984785,0.9199423340105843,0.7999999999999999,6,0.8989976869699307,0.9711834494735913,False,False,False
Mcinerneyibacterium,Roseovarius,0.03633337188171077,0.9301725152878533,0.7999999999999999,6,0.9190439475713185,0.977986144286898,False,False,False
Mcinerneyibacterium,S36-B12,0.2701219323966811,0.6438954400511004,1.0,6,0.686969930609098,0.8963812461927615,False,False,False
Mcinerneyibacterium,SCGC-AAA027-K21,-0.13793422883350162,0.7761066721116144,0.7999999999999999,6,0.7771781033153431,0.9332526255313427,False,False,False
Mcinerneyibacterium,SLDV01,0.6235345011186623,0.8429846247901153,1.0,6,0.3515805705474171,0.7400743867930705,False,False,False
Mcinerneyibacterium,SLND01,0.24787702563413602,-0.8082426084713575,-0.7999999999999999,6,0.5481881264456437,0.8332688321236913,False,False,False
Mcinerneyibacterium,SLSQ01,0.6732166861166503,0.9290202412413449,0.6000000000000001,6,0.03546646106399383,0.47559942869421235,False,False,False
Mcinerneyibacterium,SLST01,-0.5329910629864401,0.8675073650196831,0.7999999999999999,6,0.3608326908249807,0.7438457051259107,False,False,False
Mcinerneyibacterium,SURF-3,0.9186606849202595,0.924080219157537,0.7999999999999999,6,0.02313030069390902,0.4472951765394227,False,True,False
Mcinerneyibacterium,SW132,0.22335356293740255,0.9426466725795054,0.7999999999999999,6,0.49884348496530456,0.8067496455152612,False,False,False
Mcinerneyibacterium,SZUA-401,0.2644081590208222,0.3390219475120311,0.0,6,0.17347725520431764,0.6202115155469049,False,False,False
Mcinerneyibacterium,Salegentibacter,-0.043591037360704306,0.8076300057294281,0.7999999999999999,6,0.9175019275250579,0.977986144286898,False,False,False
Mcinerneyibacterium,Salinarimonas,0.6129144081741474,0.4995277731775805,0.7999999999999999,6,0.23207401696222052,0.6717499854037381,False,False,False
Mcinerneyibacterium,Salinivirga,-0.5377563291132497,0.9190226815261212,0.7999999999999999,6,0.38319198149575945,0.7578603502503173,False,False,False
Mcinerneyibacterium,Saprospiraceae,-0.14469736616312717,0.9150500378112038,0.7999999999999999,6,0.7602158828064765,0.9252441483941344,False,False,False
Mcinerneyibacterium,Sediminispirochaetaceae,0.8098827267997503,0.9602404210408043,0.7999999999999999,6,0.005397070161912105,0.37652907398243934,False,True,False
Mcinerneyibacterium,Spiribacter,0.37575629459078347,0.5744502363903244,1.0,6,0.6808018504240555,0.8940374275917119,False,False,False
Mcinerneyibacterium,Synergistales,0.8151649017086395,0.9639614240754638,0.7999999999999999,6,0.005397070161912105,0.37652907398243934,False,True,False
Mcinerneyibacterium,T1Sed10-7,0.020915169909110024,0.8891549280004527,1.0,6,0.9730146491904395,0.9928049298588119,False,False,False
Mcinerneyibacterium,Tangfeifania,-0.7380419651827462,0.7781081074417129,0.7999999999999999,6,0.09329221279876639,0.5661204011082411,False,True,False
Mcinerneyibacterium,Thiohalobacterales,-0.30681262372219853,-0.8929448242722764,-0.7999999999999999,6,0.23515805705474171,0.6747081398483996,False,False,False
Mcinerneyibacterium,Thiohalomonadales,-0.4243530614590607,-0.9418426502761156,-1.0,6,0.15265998457979954,0.6051424955891832,False,False,False
Mcinerneyibacterium,Thiohalophilus,0.012520694603453937,-0.7640572668645379,-1.0,6,0.9637625289128758,0.9912817451674539,False,False,False
Mcinerneyibacterium,Thiohalorhabdus,0.6021741100054959,0.14790726806720436,0.0,6,0.12490362374710871,0.5871905989950283,False,False,False
Mcinerneyibacterium,Thiohalospira,0.1707371312999882,0.12681258445382132,-0.39999999999999997,6,0.3646877409406322,0.7452275095913994,False,False,False
Mcinerneyibacterium,UBA10428,0.4119587713726837,-0.7381735023014568,-0.7999999999999999,6,0.31765612952968386,0.7270361330589854,False,False,False
Mcinerneyibacterium,UBA12077,0.5849134264355951,0.9271310570454824,0.6000000000000001,6,0.1087124132613724,0.5835088848281013,False,False,False
Mcinerneyibacterium,UBA12170,-0.6788830615917044,0.8013969869647336,0.7999999999999999,6,0.24672320740169623,0.6852957000155773,False,False,False
Mcinerneyibacterium,UBA12270,0.47753809305425465,-0.7829639100455593,-0.7999999999999999,6,0.15188897455666925,0.6051424955891832,False,False,False
Mcinerneyibacterium,UBA4802,0.7452650754284428,0.9097878714275631,0.7999999999999999,6,0.006939090208172706,0.3861344075023995,False,True,False
Mcinerneyibacterium,UBA5335,-0.07102304923185727,-0.8685223724656506,-0.7999999999999999,6,0.8542791056283732,0.9585738112537849,False,False,False
Mcinerneyibacterium,UBA5704,-0.30788707939027343,-0.7156573383942213,-0.6000000000000001,6,0.4572089437162683,0.7857078066384611,False,False,False
Mcinerneyibacterium,UBA6264,0.8574608274508629,0.9724422431275436,0.7999999999999999,6,0.023901310717039322,0.4552724153566862,False,True,False
Mcinerneyibacterium,UBA6794,0.8788853850038423,0.7988606436774168,0.6000000000000001,6,0.0038550501156515036,0.37652907398243934,False,True,False
Mcinerneyibacterium,UBA6960,-0.3868302520899245,0.6848140866127305,0.7999999999999999,6,0.19583654587509639,0.6438677432710163,False,False,False
Mcinerneyibacterium,UBA7960,0.20047653309396943,0.8950723367819818,0.7999999999999999,6,0.7918272937548189,0.9401760621960012,False,False,False
Mcinerneyibacterium,UBA8670,0.22830736446376165,0.9264723162869463,0.7999999999999999,6,0.5466461063993832,0.8332688321236913,False,False,False
Mcinerneyibacterium,VadinHA17,-0.4370346675411483,0.7107576938454121,0.6000000000000001,6,0.5096376252891287,0.8120054099854057,False,False,False
Mcinerneyibacterium,WC007,-0.17321533750779397,-0.8980145465213684,-0.7999999999999999,6,0.7432536622976099,0.9183826497032829,False,False,False
Mcinerneyibacterium,WN38,-0.6837998072529987,0.5987506572296883,1.0,6,0.17347725520431764,0.6202115155469049,False,False,False
Mcinerneyibacterium,Wenzhouxiangella,0.6541275188113821,0.779476187559573,1.0,6,0.2189668465690054,0.6616729977593143,False,False,False
Mcinerneyibacterium,Woeseiaceae,0.10864436465748792,0.9175951918998613,0.6000000000000001,6,0.6144949884348496,0.8634201179252489,False,False,False
Mcinerneyibacterium,XN24,0.4097196426862566,0.9108855335914984,1.0,6,0.2952968388589052,0.7197640470398822,False,False,False
Mcinerneyibacterium,YR4-1,0.218179153486797,0.7659930042910895,0.6000000000000001,6,0.41480339244410175,0.7716833637008762,False,False,False
Microbacteriaceae,Muricauda,0.2807383348040152,0.481046916883981,0.39999999999999997,7,0.8473400154202004,0.9570893849954764,False,False,False
Microbacteriaceae,Nevskiales,-0.5508757506412055,-0.5890858578931778,-0.39999999999999997,6,0.17193523515805706,0.6195727857237475,False,False,False
Microbacteriaceae,Opitutales,-0.01441320288240749,0.5595741319344801,0.7999999999999999,6,0.9491133384734002,0.9875028120977376,False,False,False
Microbacteriaceae,PWYM01,-0.07236808943965622,0.24704940160085803,0.0,7,0.8681572860447185,0.9631800623688861,False,False,False
Microbacteriaceae,Paceibacterales,-0.36685615139020705,0.3861701809259522,0.39999999999999997,6,0.40940632228218965,0.768988224171828,False,False,False
Microbacteriaceae,Phaeodactylibacter,0.018214967842032283,0.4782467938600562,0.7999999999999999,6,0.9683885890516577,0.991878032556691,False,False,False
Microbacteriaceae,Psychroflexus,0.3102621848860542,0.37476891329996403,0.39999999999999997,7,0.3346183500385505,0.7324533324365381,False,False,False
Microbacteriaceae,RZYO01,0.02949558389562922,0.14080127319075542,0.39999999999999997,6,0.887432536622976,0.9686048542281228,False,False,False
Microbacteriaceae,Rhodobacteraceae,0.5022577635281837,0.5417450517401347,0.39999999999999997,7,0.6152659984579799,0.8634201179252489,False,False,False
Microbacteriaceae,Rhodohalobacter,-0.34642399082146946,0.3617031748711652,0.39999999999999997,6,0.5736314572089437,0.8485181410432476,False,False,False
Microbacteriaceae,Rhodothermales,0.30672773269528064,0.03847307592751897,-0.19999999999999998,6,0.8504240555127217,0.9578725596482693,False,False,False
Microbacteriaceae,Roseicyclus,0.35779107322236614,0.7462890561965767,0.7999999999999999,7,0.40015420200462604,0.7646020491468912,False,False,False
Microbacteriaceae,Roseimaritima,0.0055267493500226654,0.46901056724122897,0.39999999999999997,7,0.9884348496530455,0.9959838716632067,False,False,False
Microbacteriaceae,Roseovarius,0.4542120401161031,0.515694347535661,0.39999999999999997,7,0.6191210485736315,0.8649718492454835,False,False,False
Microbacteriaceae,S36-B12,0.641784876494939,0.8665612150974559,0.7999999999999999,7,0.15265998457979954,0.6051424955891832,False,False,False
Microbacteriaceae,SCGC-AAA027-K21,0.7096267923226,0.6700137867594673,0.39999999999999997,6,0.016962220508866616,0.4117239280787208,False,True,False
Microbacteriaceae,SLDV01,0.05590853255678803,0.6100501219632046,0.7999999999999999,7,0.9175019275250579,0.977986144286898,False,False,False
Microbacteriaceae,SLND01,-0.6174625047646727,-0.49255571257475855,-0.39999999999999997,7,0.2744795682343871,0.7064793630833046,False,False,False
Microbacteriaceae,SLSQ01,-0.5704100405144352,0.23848031570681605,0.0,7,0.05628373168851195,0.505642239654641,False,False,False
Microbacteriaceae,SLST01,-0.15791135549060528,0.4123006463466857,0.39999999999999997,7,0.6723207401696222,0.8916315912106857,False,False,False
Microbacteriaceae,SURF-3,-0.25145189615165603,0.2779968695496116,0.39999999999999997,7,0.5381649961449498,0.8284135619995652,False,False,False
Microbacteriaceae,SW132,-0.5611761614974988,0.37861742568357715,0.39999999999999997,7,0.14572089437162683,0.6023228478827223,False,False,False
Microbacteriaceae,SZUA-401,-0.23125427433624104,-0.4063413876029916,-0.6000000000000001,7,0.25134926754047804,0.6890204452014446,False,False,False
Microbacteriaceae,Salegentibacter,0.6429353252279477,0.3143637295939283,0.39999999999999997,7,0.27833461835003853,0.7094974067009396,False,False,False
Microbacteriaceae,Salinarimonas,-0.0163537251053765,0.7398933686155883,1.0,7,0.969159599074788,0.991878032556691,False,False,False
Microbacteriaceae,Salinivirga,-0.2301840875707592,0.46206170340455416,0.39999999999999997,6,0.5281418658442559,0.8252531924748832,False,False,False
Microbacteriaceae,Saprospiraceae,-0.3034981637189281,0.32676041670827777,0.39999999999999997,7,0.5728604471858134,0.847991034741215,False,False,False
Microbacteriaceae,Sediminispirochaetaceae,-0.40985145547276763,0.42211994319258156,0.39999999999999997,7,0.3855050115651503,0.7591311975452407,False,False,False
Microbacteriaceae,Spiribacter,0.3881872532520384,0.6717883551077914,0.7999999999999999,7,0.25212027756360833,0.6895165063424662,False,False,False
Microbacteriaceae,Synergistales,-0.5535779120218906,0.30046482248335143,0.39999999999999997,6,0.18735543562066306,0.63434083749049,False,False,False
Microbacteriaceae,T1Sed10-7,0.3952651130692182,0.6361576860892969,0.7999999999999999,7,0.4070932922127988,0.7678171847592101,False,False,False
Microbacteriaceae,Tangfeifania,0.5353796913344293,0.45669070845287557,0.39999999999999997,7,0.26522744795682346,0.7000840672109765,False,False,False
Microbacteriaceae,Thiohalobacterales,-0.16666489654423222,-0.5008193451352723,-0.39999999999999997,7,0.6152659984579799,0.8634201179252489,False,False,False
Microbacteriaceae,Thiohalomonadales,-0.008130212655076498,-0.44350455326946625,-0.7999999999999999,7,0.9830377794911334,0.9950809350621793,False,False,False
Microbacteriaceae,Thiohalophilus,0.23085909014676984,-0.4504813028529802,-0.7999999999999999,7,0.49036237471087124,0.8058838271807207,False,False,False
Microbacteriaceae,Thiohalorhabdus,-0.04515679851785194,-0.5018783152313273,-0.6000000000000001,7,0.912875867386276,0.9768870480402587,False,False,False
Microbacteriaceae,Thiohalospira,0.04414171359434187,-0.3045451834379637,-0.7999999999999999,7,0.7548188126445644,0.9241757053483816,False,False,False
Microbacteriaceae,UBA10428,-0.7592335603571962,-0.6393706365720268,-0.39999999999999997,6,0.16730917501927525,0.615096202992212,False,True,False
Microbacteriaceae,UBA12077,0.2996101029175452,0.3094304118848969,0.0,7,0.3261372397841172,0.730704634739545,False,False,False
Microbacteriaceae,UBA12170,-0.06837545141232819,0.3945199228923331,0.39999999999999997,6,0.8519660755589823,0.9582129105008215,False,False,False
Microbacteriaceae,UBA12270,-0.450109220290635,-0.5301062238747912,-0.39999999999999997,7,0.3292212798766384,0.731329431422408,False,False,False
Microbacteriaceae,UBA4802,-0.3867929749286788,0.2981987263690463,0.39999999999999997,6,0.15651503469545103,0.6076378660696674,False,False,False
Microbacteriaceae,UBA5335,-0.5168719224236141,-0.5573698810581303,-0.39999999999999997,7,0.31765612952968386,0.7270361330589854,False,False,False
Microbacteriaceae,UBA5704,-0.5374789701024462,-0.14143483798200118,0.0,7,0.3492675404780262,0.738817812544674,False,False,False
Microbacteriaceae,UBA6264,0.061744227589221316,0.3646632616732233,0.39999999999999997,6,0.8982266769468004,0.9709917031088711,False,False,False
Microbacteriaceae,UBA6794,-0.4000890464862457,-0.06530136503614142,0.0,6,0.25520431765612955,0.6923951304899302,False,False,False
Microbacteriaceae,UBA6960,0.40633431293672606,0.4314398460035895,0.39999999999999997,7,0.16499614494988435,0.6132069357973894,False,False,False
Microbacteriaceae,UBA7960,0.4620756205576168,0.6004367288198937,0.39999999999999997,6,0.09097918272937548,0.5638742124083377,False,False,False
Microbacteriaceae,UBA8670,0.4643275539684755,0.4191318827165212,0.39999999999999997,7,0.3330763299922899,0.7321370620177312,False,False,False
Microbacteriaceae,VadinHA17,-0.02719318455446975,0.05254996886953203,0.0,6,0.9282960678488821,0.9809228216381567,False,False,False
Microbacteriaceae,WC007,-0.3386667584346201,-0.4628732347567807,-0.39999999999999997,7,0.79491133384734,0.9404649567357886,False,False,False
Microbacteriaceae,WN38,0.22792943856457182,0.473844693245023,0.7999999999999999,7,0.5720894371626831,0.8476166629217077,False,False,False
Microbacteriaceae,Wenzhouxiangella,0.08943404627072452,0.666545416771937,0.7999999999999999,7,0.8149575944487278,0.9478676414887806,False,False,False
Microbacteriaceae,Woeseiaceae,-0.14181840792288336,0.31270825247237505,0.0,7,0.4826522744795682,0.801969450587623,False,False,False
Microbacteriaceae,XN24,-0.06359165479928315,0.5716208624451732,0.7999999999999999,7,0.7933693138010794,0.9404087794367236,False,False,False
Microbacteriaceae,Xanthomonadales,-0.22383415706392593,-0.5165627550194377,-0.7999999999999999,6,0.49036237471087124,0.8058838271807207,False,False,False
Microbacteriaceae,YR4-1,-0.4677530259751849,-0.013307866218329066,0.0,6,0.12490362374710871,0.5871905989950283,False,False,False
Muricauda,Nevskiales,-0.13468721045927323,-0.825166710940169,-1.0,11,0.7910562837316885,0.939709613843336,False,False,False
Muricauda,Opitutales,-0.022181700136821025,0.6720889421901994,0.7999999999999999,6,0.887432536622976,0.9686048542281228,False,False,False
Muricauda,PWYM01,-0.27551718537159364,0.8391061633861057,0.7999999999999999,12,0.18812644564379338,0.6356358221256628,False,False,False
Muricauda,Paceibacterales,0.08474588109888398,0.8832184847474345,1.0,6,0.8350038550501157,0.9555050169530611,False,False,False
Muricauda,Phaeodactylibacter,0.1569157495899484,0.8187654596418878,0.7999999999999999,6,0.3600616808018504,0.7438457051259107,False,False,False
Muricauda,Psychroflexus,0.17631111237331526,0.6946316015879312,1.0,12,0.40863531225905936,0.7684222653515186,False,False,False
Muricauda,RZYO01,0.42317871737643525,0.8458419303233805,1.0,6,0.006168080185042405,0.37652907398243934,False,False,False
Muricauda,Rhodobacteraceae,0.605984651530998,0.9299827776809022,1.0,12,0.361603700848111,0.7438457051259107,False,False,False
Muricauda,Rhodohalobacter,0.3734471769456102,0.9215246764811835,1.0,7,0.5929067077872012,0.8564874306328946,False,False,False
Muricauda,Rhodothermales,0.7202879723312392,-0.36976539037700334,0.0,8,0.284502698535081,0.7121273176306494,False,True,False
Muricauda,Roseicyclus,0.3908823965706472,0.83277220225506,0.7999999999999999,12,0.3801079414032382,0.7554776485615167,False,False,False
Muricauda,Roseimaritima,0.34020402472020705,0.9003125326369162,0.6000000000000001,12,0.29144178874325366,0.7163443004566752,False,False,False
Muricauda,Roseovarius,0.5751991030641505,0.940136726587173,1.0,12,0.441017733230532,0.7801741042010709,False,False,False
Muricauda,S36-B12,0.21384134327195758,0.588280430755945,0.7999999999999999,8,0.7933693138010794,0.9404087794367236,False,False,False
Muricauda,SCGC-AAA027-K21,-0.21019108608312426,0.6950712967604743,0.6000000000000001,6,0.6121819583654587,0.8630900412667102,False,False,False
Muricauda,SLDV01,-0.19750481632652106,0.6464315828201043,0.7999999999999999,12,0.3446414803392444,0.7376157271520196,False,False,False
Muricauda,SLND01,-0.4331271833226007,-0.891556380927996,-1.0,12,0.5366229760986893,0.8284135619995652,False,False,False
Muricauda,SLSQ01,0.16796389340507592,0.8768053711790403,0.7999999999999999,12,0.6114109483423285,0.8630900412667102,False,False,False
Muricauda,SLST01,0.1496271139557478,0.8621193903127817,0.6000000000000001,11,0.46954510408635314,0.793397775503315,False,False,False
Muricauda,SMO-BIN1,0.07030489879951658,-0.4642744817864579,-0.19999999999999998,7,0.874325366229761,0.9650677616937298,False,False,False
Muricauda,SURF-3,-0.07326104562180842,0.7824201824344357,0.6000000000000001,12,0.848882035466461,0.9572449752020473,False,False,False
Muricauda,SW132,0.2822976348769907,0.918822926857582,1.0,11,0.6831148804934464,0.8944901108430272,False,False,False
Muricauda,SZUA-401,-0.291970140231953,0.23241772824380005,0.39999999999999997,12,0.41480339244410175,0.7716833637008762,False,False,False
Muricauda,Salegentibacter,0.567465873017969,0.8862030595662475,1.0,10,0.4109483423284503,0.7697635539836785,False,False,False
Muricauda,Salinarimonas,-0.16884051931831578,0.3291153501920684,0.39999999999999997,12,0.3430994602929838,0.7367366283881125,False,False,False
Muricauda,Salinivirga,0.09286703443422037,0.8913704642431078,0.6000000000000001,6,0.7571318427139553,0.9247929630282447,False,False,False
Muricauda,Saprospiraceae,0.26913434572092576,0.9101689776963997,1.0,12,0.6761757902852737,0.8935570217340127,False,False,False
Muricauda,Sediminispirochaetaceae,0.041097572804429015,0.873877341819236,0.6000000000000001,12,0.9599074787972244,0.9912817451674539,False,False,False
Muricauda,Spiribacter,-0.29051972064856874,0.34892918372675175,0.7999999999999999,12,0.016191210485736313,0.40752031314868625,False,False,False
Muricauda,Synergistales,0.20837560458624657,0.9007761253727987,1.0,6,0.7108712413261372,0.9077313072194508,False,False,False
