"","Transformation","rho","p_value","padj"
"851","C6H8O3",0.18473969160492,0.219035944142292,0.765680755425165
"852","C6H8O4",0.093254491617469,0.537615988426369,0.872239405545175
"853","C6H8O5",0.16092721122882,0.285337184567997,0.799106702080745
"854","C6H8O6",0.0282070903817038,0.852380634422583,0.960822699799831
"855","C6H9N1O3",-0.222809979382069,0.136654897332265,0.711456521480172
"856","C6H9N1O4",0.0386622074584008,0.798646834579796,0.942191979018217
"857","C6H9O2N1",-0.176856015651534,0.239682343895108,0.765702610447289
"858","C6H9O2P_1",0.113704985582769,0.45180664608148,0.857224721990163
"859","C6O2",-0.259014319035586,0.0821800342516252,0.673191447244563
"860","C7H10N7O15P3S1",NA,NA,NA
"861","C7H10O1",0.052029308792455,0.731296641444252,0.916600221317656
"862","C7H10O3",0.100586813720508,0.505968550032391,0.872239405545175
"863","C7H10O4",0.249864684609485,0.0939916117464252,0.679428645870443
"864","C7H10O5",0.0409698045397748,0.786900959345159,0.937604415801565
"865","C7H11O3N1",-0.181835454704092,0.226493258877786,0.765680755425165
"866","C7H12N2O3",-0.0972325995686019,0.520327455431157,0.872239405545175
"867","C7H12O12N5P3",NA,NA,NA
"868","C7H12O1S1",0.0879079960753124,0.561281404236932,0.872239405545175
"869","C7H12O3",0.128610350795402,0.394315198589861,0.83761386501944
"870","C7H12O4",-0.111748252677125,0.459678801827391,0.857224721990163
"871","C7H12O5",0.00243176203312162,0.98720317808244,0.99838672779166
"872","C7H12O5N3P1",NA,NA,NA
"873","C7H12O6",0.122314905214166,0.418056961294267,0.851654702074894
"874","C7H13N1O2",-0.223453940812961,0.135495342721146,0.711456521480172
"875","C7H13N1O4",-0.00914067249245644,0.951924564341817,0.990203012431752
"876","C7H13N3O3",NA,NA,NA
"877","C7H13O7N2P1",0.00843141079470426,0.955651064125613,0.990933540121812
"878","C7H16N1O1",0.181316802889967,0.227843200332762,0.765680755425165
"879","C7H17N3O_1",NA,NA,NA
"880","C7H19N3O_1",NA,NA,NA
"881","C7H1N_1O1",-0.145003643343922,0.336305116236994,0.836017867808634
"882","C7H1N1O3",-0.201267716227947,0.179833065607238,0.754296541157388
"883","C7H3N1O2",-0.36906633786341,0.0116011654741319,0.641054286914062
"884","C7H3N3O4",0.244385562410949,0.101669440669306,0.679428645870443
"885","C7H4",0.0256147677302795,0.865816817374429,0.964963641132725
"886","C7H4Cl4O2",0.0190086889255365,0.900217651993686,0.977805471723528
"887","C7H4O1",0.230441985798979,0.123380078101494,0.711456521480172
"888","C7H4O2",0.0504361121030137,0.739230722788466,0.916600221317656
"889","C7H4O4",0.197786187288553,0.187639749011896,0.754296541157388
"890","C7H4O4S1",-0.232522091980259,0.119936474830957,0.711456521480172
"891","C7H4O6",0.119284879962453,0.429767435092676,0.851736670758267
"892","C7H5N1O_3",-0.212969938647647,0.155304380918052,0.74676352842134
"893","C7H5N1O1",-0.278242878667623,0.0611564794927324,0.655134250300295
"894","C7H5N1O2",-0.283803797064332,0.055955129345985,0.655134250300295
"895","C7H5N1O3",-0.280639256992808,0.0588695574139884,0.655134250300295
"896","C7H6",0.120943538138667,0.423334400701903,0.851736670758267
"897","C7H6O2",0.0864809061263897,0.567679412054758,0.872705509439201
"898","C7H6O3",0.132976280263676,0.378323177305756,0.836337191457395
"899","C7H7Cl1",-0.133382908935362,0.376853634302903,0.836337191457395
"900","C7H7N1O2",-0.295180864428315,0.0464216174397591,0.655134250300295
"901","C7H7N5O1",-0.215048922228612,0.151216666322989,0.74676352842134
"902","C7H7O_1N1",-0.268183188873317,0.0715423032791063,0.655134250300295
"903","C7H8",0.131615443739171,0.383265919270222,0.836337191457395
"904","C7H8N1O5P1S1",NA,NA,NA
"905","C7H8N5O4P1",NA,NA,NA
"906","C7H8O1",0.119303214874971,0.429696025671323,0.851736670758267
"907","C7H8O1N4",0.0704551547666538,0.641732135781627,0.894803449545195
"908","C7H8O3",0.0824867535455726,0.585763061752715,0.877455387483686
"909","C7H8O4",0.149795330971406,0.320406819560611,0.828841851652844
"910","C7H9N1",-0.422442307881615,0.00344945972032362,0.454932969022392
"911","C7H9N3O1",NA,NA,NA
"912","C7H9O2N5",-0.117255955057256,0.437710549937425,0.855406502163994
"913","C7H9O3N3",-0.122209022223516,0.418463093694989,0.851654702074894
"914","C8H10N2O2S1",0.0298648539520983,0.843809718327346,0.958031355833676
"915","C8H10N2O6",-0.0698384273602147,0.644658340774592,0.894803449545195
"916","C8H10N2S1",0.115520858226795,0.444567530015607,0.857224721990163
"917","C8H10O_2",0.26423855547436,0.0759769120388949,0.655134250300295
"918","C8H10O1",0.139458243359671,0.355304432819567,0.836017867808634
"919","C8H10O1N2S1",0.202102151614489,0.177997136514158,0.754296541157388
"920","C8H11N1",-0.294361770273117,0.0470606429701186,0.655134250300295
"921","C8H11N1O6",-0.0955392079222124,0.527652838099845,0.872239405545175
"922","C8H12",0.254997658540589,0.0872134641654485,0.679428645870443
"923","C8H12N2O3",0.0373496619678648,0.805347670370632,0.944726512239576
"924","C8H12N2O4S1",NA,NA,NA
"925","C8H12N2O5S1",0.173090234732881,0.249997447986547,0.778832151195808
"926","C8H12N7O15P3S1",NA,NA,NA
"927","C8H12O1S2",-0.106865932957377,0.479640212892486,0.869900976519029
"928","C8H12O7",0.0294501046479125,0.845952407796165,0.958031355833676
"929","C8H12O8",0.091445864043666,0.545567156900465,0.872239405545175
"930","C8H13N1",-0.10226557158323,0.498858411138113,0.872239405545175
"931","C8H13N1O4",-0.296517634232824,0.0453938790746213,0.655134250300295
"932","C8H13N2O9P1",0.139003822005573,0.356889779671591,0.836017867808634
"933","C8H13N3O2",0.244163553935932,0.101990403096389,0.679428645870443
"934","C8H13N3O3",-0.105674898053965,0.484578075630466,0.872239405545175
"935","C8H13O2N1",-0.0535569827777518,0.723714818628632,0.910898420885973
"936","C8H14N1O1",0.135594511727997,0.368920653735771,0.836337191457395
"937","C8H14N1O8P1",-0.109290143118554,0.469672208497643,0.861461908992802
"938","C8H14N2O2S1",0.167985932607227,0.2644505616915,0.788455337149805
"939","C8H14N2O3",-0.0278294778109182,0.854335347376129,0.960882890698781
"940","C8H14N2O4",0.0286958642301592,0.849851795548809,0.959692171275099
"941","C8H14O1",0.176381424382144,0.24096612334574,0.765702610447289
"942","C8H14O4",0.131758417909131,0.382744830142202,0.836337191457395
"943","C8H14O6",0.110096343809036,0.466381898852109,0.858526978598545
"944","C8H15N1O1",-0.108884542694491,0.471332237987369,0.861461908992802
"945","C8H15N1O2",-0.0682779072254336,0.65208628139105,0.897363279860078
"946","C8H15N1O3",-0.149863638024204,0.320183671221254,0.828841851652844
"947","C8H15O6N1",0.131156194815132,0.384942551074564,0.836337191457395
"948","C8H16",0.244179269341779,0.101967657422147,0.679428645870443
"949","C8H19N3O_1",NA,NA,NA
"950","C8H4O2",0.0165534570565774,0.913052864523535,0.981981363048835
"951","C8H4O3",0.0964284713154121,0.523799684698042,0.872239405545175
"952","C8H5N1",-0.289401888350322,0.0510843389435831,0.655134250300295
"953","C8H5N1O_1",-0.137173888649077,0.363317333603808,0.836337191457395
"954","C8H5N1O2",-0.322620007559512,0.0287615778846741,0.641054286914062
"955","C8H5O1N1",-0.264620947157977,0.07553777123475,0.655134250300295
"956","C8H6O1",0.0948889925691024,0.530479005623069,0.872239405545175
"957","C8H6O2",0.0744580459315518,0.622871495374904,0.88780135010432
"958","C8H6O3",0.00887837804299096,0.953302559680557,0.990588177765315
"959","C8H7N1",-0.312192874660355,0.0346663756698349,0.649863144669807
"960","C8H7N1O1",-0.238750263002906,0.110059879544756,0.702525075275944
"961","C8H7N1O2",-0.3477981554975,0.0178636577208025,0.641054286914062
"962","C8H8",0.0952998914884254,0.52869216677444,0.872239405545175
"963","C8H8N1O1",0.166612303011048,0.268433134430795,0.79114190957785
"964","C8H8N2",0.131999504023245,0.381867108387991,0.836337191457395
"965","C8H8O_1N2",-0.0676059478424398,0.655295095591147,0.897363279860078
"966","C8H8O1",-0.0881485273836963,0.56020636752719,0.872239405545175
"967","C8H8O2",0.0657640554129822,0.66412211886542,0.897363279860078
"968","C8H8O3",0.0698077098636332,0.644804226511022,0.894803449545195
"969","C8H9N1O_1",-0.123682184408258,0.412832694640449,0.850686857148446
"970","C8H9N1O1",-0.295718051853532,0.0460063664155967,0.655134250300295
"971","C9H10",0.169638572721769,0.259711423817229,0.780722720527023
"972","C9H10O2",0.153510622186405,0.30841210454638,0.821596473628975
"973","C9H10O3",-0.0434977750105269,0.774086969530009,0.931472520158743
"974","C9H11N1O1",-0.202121399401808,0.177954946964563,0.754296541157388
"975","C9H11N1O2",0.0126638720728764,0.933430055605441,0.99002041891472
"976","C9H11N3O7P1",0.0583500097545576,0.700099414473841,0.901237487388875
"977","C9H11O1N5",0.22968597622714,0.124649938572965,0.711456521480172
"978","C9H11O2N3",-0.0695359051171754,0.64609567587587,0.894803449545195
"979","C9H12N2O11P2",0.165383111217717,0.272030483659525,0.79114190957785
"980","C9H12N3O7P1",0.0918231607624079,0.54390383032545,0.872239405545175
"981","C9H12N3O8P1",0.235699595882499,0.114817090887166,0.711456521480172
"982","C9H12O1",0.113933654526117,0.450891514156199,0.857224721990163
"983","C9H13N1O2",-0.387514149350167,0.0077961988466666,0.561817164153404
"984","C9H13N2O14P3",NA,NA,NA
"985","C9H13O2N3",NA,NA,NA
"986","C9H13O7N4P1",-0.110484434569646,0.46480241792549,0.857224721990163
"987","C9H14N2O4S1",-0.0607453670407491,0.688399879612691,0.900476676385942
"988","C9H14N2O5",0.106056243278729,0.482994183716661,0.87116198641005
"989","C9H14N3O8P1",NA,NA,NA
"990","C9H14N3O9P1",0.0573253480493896,0.705125372827386,0.901237487388875
"991","C9H14N5O12P3",NA,NA,NA
"992","C9H14O1",0.331657313986803,0.0243440320653543,0.641054286914062
"993","C9H14O7N5P1",NA,NA,NA
"994","C9H15N1O4",-0.33720803323531,0.0219234679224622,0.641054286914062
"995","C9H15N1O5S1",NA,NA,NA
"996","C9H15N2O5P1",0.176886925200359,0.239598894695836,0.765702610447289
"997","C9H15N4O4P2S1",NA,NA,NA
"998","C9H15O8N4P1",0.202634152683581,0.176833678665859,0.754296541157388
"999","C9H16N1O7P1",NA,NA,NA
"1000","C9H16O13N5P3",NA,NA,NA
"1001","C9H16O3",0.206335465883402,0.168890234341972,0.754296541157388
"1002","C9H5N1O3",-0.302694346140311,0.0408827335045319,0.655134250300295
"1003","C9H6O1",-0.0545044461923108,0.719025635246409,0.909615447332196
"1004","C9H6O2",0.000526765325753118,0.997227858681292,0.99948767608476
"1005","C9H6O3",-0.0206188804873602,0.891813508178138,0.97594422308193
"1006","C9H6O5",0.0919821468164221,0.543203664457201,0.872239405545175
"1007","C9H7N1O3",-0.244367455509275,0.101695589093824,0.679428645870443
"1008","C9H7N1O4",-0.27417910518984,0.065196500006941,0.655134250300295
"1009","C9H8N1O4",0.0362175397818618,0.811138531363379,0.944726512239576
"1010","C9H8O1",0.043010193617099,0.776553957246658,0.931472520158743
"1011","C9H8O2",0.244050994329121,0.102153430088652,0.679428645870443
"1012","C9H9N1O3",-0.121923415832857,0.419559703508417,0.851736670758267
"1013","C9H9N1O4",-0.139509182350666,0.355126988983228,0.836017867808634
"1014","carbamoyl P transfer (-H2PO4)",0.166327196362222,0.269264703177143,0.79114190957785
"1015","Carboxylation",0.0250304497655566,0.868850694327847,0.966522784924196
"1016","Carboxylation_CO2",0.0670945211583614,0.657741445016314,0.897363279860078
"1017","CH",-0.0754666812766383,0.618155878498063,0.88780135010432
"1018","CH_1N_1O",-0.225223459424308,0.132346835511477,0.711456521480172
"1019","CH_2O3",0.270282984717184,0.0692666334348855,0.655134250300295
"1020","CH_4",0.0179797600060778,0.90559370623326,0.978654163986968
"1021","CH_4O",0.0397342303985491,0.793184499412563,0.941554460987632
"1022","CH_4O2",0.178005986728298,0.236590979901566,0.765702610447289
"1023","CH_4O3",0.414889789145989,0.00414465710303524,0.454932969022392
"1024","CH2",0.0332061632649295,0.826589719154709,0.952564705661289
"1025","CH2O4",0.31801618269058,0.0312564708080709,0.641054286914062
"1026","CH3COO-",NA,NA,NA
"1027","CH3N",-0.264953072720558,0.0751579813026089,0.655134250300295
"1028","CH3NO",-0.251693115859389,0.0915319029307624,0.679428645870443
"1029","CH4_O",0.0502084252926113,0.740366811522095,0.916600221317656
"1030","CH5NO_1",-0.189429048191582,0.207357409085173,0.765658628533083
"1031","CH6",-0.00528311316827478,0.972202605069388,0.995848776165884
"1032","CH6O_1",0.253018658581823,0.0897801555200526,0.679428645870443
"1033","CH6O2",-0.0667463963885506,0.659408687596624,0.897363279860078
"1034","CHN_1O",-0.248905062448358,0.0953028608414734,0.679428645870443
"1035","CHN_1O2",-0.207150669691946,0.167176008224496,0.754296541157388
"1036","CHO",0.242864589746543,0.103883971513785,0.679428645870443
"1037","CHO2",0.23033403549143,0.12356080181668,0.711456521480172
"1038","Cl2",NA,NA,NA
"1039","co-enzyme A (-H)",NA,NA,NA
"1040","co-enzyme A (-H2O)",NA,NA,NA
"1041","CO3",0.146714501272168,0.330573353308223,0.83321437513329
"1042","condensation/dehydration",-0.028028617512493,0.853304391582149,0.960822699799831
"1043","Cysteine",0.029894194415867,0.843658180870644,0.958031355833676
"1044","Cystine",0.0730458431012925,0.62949902443816,0.88780135010432
"1045","cytidine 5' diphosphate (-H2O)",NA,NA,NA
"1046","cytidine 5' monophsophate (-H2O)",NA,NA,NA
"1047","cytosine (-H)",NA,NA,NA
"1048","cytosine_(_H)_C4H4N3O",0.124236748595424,0.410724442155142,0.850686857148446
"1049","D-Ribose (-H2O) (ribosylation)",0.136829230775999,0.364535705037963,0.836337191457395
"1050","deoxythymidine 5' diphosphate (-H2O)",-0.0873854393369772,0.563620247279873,0.872239405545175
"1051","diphosphate",NA,NA,NA
"1052","diphosphate_H3O6P2",-0.0116489961156373,0.938754365746882,0.990203012431752
"1053","disaccharide (-H2O)",0.108848062538083,0.471481695867882,0.861461908992802
"1054","erythose (-H2O)",0.184865560331335,0.218716642424629,0.765680755425165
"1055","ethyl addition (-H2O)",-0.133114424073859,0.377823548365826,0.836337191457395
"1056","ethyl addition_(_H2O)_C2H4",-0.0302271843341222,0.841938749293768,0.958031355833676
"1057","Formic Acid (-H2O)",0.163822610503006,0.276643136614002,0.791895936459653
"1058","Formic Acid_(_H2O)_CO",0.0229466743606337,0.87968489763036,0.971437271242932
"1059","glcnac_C8H13N1O5",-0.0823429980073625,0.586418702668248,0.877455387483686
"1060","glucose_C6H12O6",0.0797409813095638,0.598342323210767,0.8818148481502
"1061","glucose-N-Phosphate (-H2O)",NA,NA,NA
"1062","Glucuronic Acid (-H2O)",0.172196373663866,0.252489184929149,0.778832151195808
"1063","Glutamic Acid",NA,NA,NA
"1064","Glutamic_Acid_C5H7NO3",-0.199164842570442,0.184519991553841,0.754296541157388
"1065","Glutamine",NA,NA,NA
"1066","Glutamine_C5H8N2O2",-0.2725518202622,0.0668726722263746,0.655134250300295
"1067","glutathione (-H2O)",0.0190086889255365,0.900217651993686,0.977805471723528
"1068","Glycine",NA,NA,NA
"1069","Glycine_C2H3NO",-0.234045410217447,0.117461086644613,0.711456521480172
"1070","glyoxylate (-H2O)",-0.0998554343621396,0.509082220871573,0.872239405545175
"1071","glyoxylate_(_H2O)_C2O2",0.287972585624362,0.0522940967088477,0.655134250300295
"1072","guanine (-H)",NA,NA,NA
"1073","guanine_(_H)_C5H4N5O",-0.242067534401269,0.105059159890445,0.679428645870443
"1074","guanosine (-H2O)",-0.0732084198369761,0.628734562876555,0.88780135010432
"1075","Guanosine 5- diphosphate (-H2O)",0.0978395248895962,0.517714356335728,0.872239405545175
"1076","Guanosine 5- monophosphate (-H2O)",NA,NA,NA
"1077","H_1Cl1",0.00264675222223078,0.986071927461017,0.99838672779166
"1078","H_1Cl1O_1",0.157767351608536,0.295026669938772,0.812685074913051
"1079","H_1N_1O3S2",NA,NA,NA
"1080","H_1N1",-0.212753777494016,0.155734001349313,0.74676352842134
"1081","H_1N1O1",-0.189211004994616,0.207890563850146,0.765658628533083
"1082","H_1N1O2",-0.224069661729531,0.134393516136198,0.711456521480172
"1083","H_1O_1F1",-0.0970520423400873,0.521106103905961,0.872239405545175
"1084","H_1O_2Cl1",0.110898568491664,0.463120117755356,0.857224721990163
"1085","H_1O_2Cl3",-0.172209627801611,0.252452115942202,0.778832151195808
"1086","H_1O_3Cl3",-0.0816099268601774,0.589767193208113,0.878395683217537
"1087","H_1O1",0.172096556243012,0.252768470539449,0.778832151195808
"1088","H_1O1N_1",-0.199678051747549,0.183368171659959,0.754296541157388
"1089","H_1O2N_1",-0.204716875792465,0.172331502420174,0.754296541157388
"1090","H_1O3S1",-0.182674043133011,0.224322262204458,0.765680755425165
"1091","H_1S1",0.0604369838738509,0.689902139851784,0.900476676385942
"1092","H_1S1O_1",NA,NA,NA
"1093","H_2C1",0.062084168492102,0.681891846760041,0.897363279860078
"1094","H_2C1O1",0.138614014031968,0.358253130958849,0.836017867808634
"1095","H_2N_2O2",-0.0694258488673616,0.64661888894418,0.894803449545195
"1096","H_2O1",0.0466217065412553,0.758334180986086,0.927167288444431
"1097","H_2O2",0.0945577454669754,0.531921621587883,0.872239405545175
"1098","H_2O3",0.1705544497107,0.257109640809685,0.778832151195808
"1099","H_2S1",-0.0873058104447551,0.563977045500958,0.872239405545175
"1100","H_2S1C1",-0.0873695065686148,0.56369162983863,0.872239405545175
"1101","H_3Cl1",0.0022521327857162,0.9881483831335,0.99838672779166
"1102","H_3N_3O3",0.0759440368923991,0.615929392111773,0.88780135010432
"1103","H_3O1",0.0861698164291929,0.569078567192806,0.872705509439201
"1104","H_4N3O_2",0.00521741567351735,0.972548143559764,0.995848776165884
"1105","H_4O1",0.039400435921644,0.794884263253601,0.941554460987632
"1106","H_4O2",0.130645334656476,0.386812682717709,0.836337191457395
"1107","H_6O1",-0.066961493570517,0.658378348569771,0.897363279860078
"1108","H1",0.193243672608911,0.198184536564757,0.75803657370878
"1109","H10",0.0247205996385004,0.870460247750106,0.966522784924196
"1110","H16",-0.0448519400673162,0.767246992140562,0.929967685911434
"1111","H1C1O5P1",0.0170972520643452,0.910208064112664,0.979994005501367
"1112","H1C2N3",0.0147889742119947,0.922290781454891,0.987594594956599
"1113","H1Cl1",-0.109168903259871,0.470168088250809,0.861461908992802
"1114","H1N1",-0.293996295137076,0.0473480678704195,0.655134250300295
"1115","H1N1O1",-0.325202696588269,0.0274359989698438,0.641054286914062
"1116","H1O1N_1",-0.242888864119068,0.103848339962234,0.679428645870443
"1117","H1O1P1S_1",-0.127852345989641,0.397131365967456,0.83761386501944
"1118","H1O2N_1",-0.264546903002858,0.0756226474696118,0.655134250300295
"1119","H1O2N1",-0.0631335919802087,0.67680640251226,0.897363279860078
"1120","H1O2P1",-0.038053764185509,0.801751323613382,0.943776062383166
"1121","H1O3",0.268666530705573,0.0710133087403859,0.655134250300295
"1122","H1O3P1",0.094800774475098,0.530863017251885,0.872239405545175
"1123","H1O3S1",0.261945483137753,0.0786526189150103,0.655216308419111
"1124","H1O4P1",-0.031074511299659,0.837566777772173,0.958031355833676
"1125","H1O4S_1P1",-0.321654971508851,0.0292703559544929,0.641054286914062
"1126","H1O7P2N_1",-0.133366517795491,0.376912805530133,0.836337191457395
"1127","H1S2O3",0.0449149581835605,0.766929104909877,0.929967685911434
"1128","H2",0.0298534154846285,0.843868797170207,0.958031355833676
"1129","H2N_1O4P1",-0.231837534364254,0.121061637831657,0.711456521480172
"1130","H2N1",0.0774105387431943,0.6091107033239,0.88780135010432
"1131","H2N1O_1",-9.73521681558576e-05,0.99948767608476,0.99948767608476
"1132","H2N2O_1",-0.086243429940242,0.568747339939973,0.872705509439201
"1133","H2O",0.244748990995124,0.101145700512423,0.679428645870443
"1134","H2O_1Cl1N1",-0.321895709635138,0.0291427415395504,0.641054286914062
"1135","H2O_1S1",-0.0273143520020382,0.857003288535923,0.962541586470463
"1136","H2O2",0.111997005363289,0.45867394784106,0.857224721990163
"1137","H2O2S1",-0.193283966860299,0.198089197634252,0.75803657370878
"1138","H2O3",0.324859047607337,0.0276093883515198,0.641054286914062
"1139","H2O3S1",-0.0898982597820538,0.5524152066303,0.872239405545175
"1140","H2O4",0.146798013357803,0.330295140447816,0.83321437513329
"1141","H2O6P2",-0.0174313773952128,0.908460675055007,0.979185135503368
"1142","H2O7P2",0.193484157627875,0.197616012848578,0.75803657370878
"1143","H2S",-0.0430476065564597,0.776364583700365,0.931472520158743
"1144","H3",-0.0126275664423252,0.933620476433312,0.99002041891472
"1145","H39C24O16N7P3S1",NA,NA,NA
"1146","H3C2",-0.045290419486756,0.765035922500608,0.929580113495795
"1147","H3N_1O1",-0.195582201890898,0.192704910421419,0.75803657370878
"1148","H3N1",-0.221937203655339,0.13823824578099,0.711456521480172
"1149","H3N1O_3S1",-0.131927358417685,0.382129643684563,0.836337191457395
"1150","H3N1O2S1",-0.0654441582382754,0.665659821319935,0.897363279860078
"1151","H3N1O5P2",0.342062098716916,0.0199755497281897,0.641054286914062
"1152","H3O_1N1",-0.210179640239945,0.160917192221892,0.753245714067236
"1153","H3O_1N1S1",-0.0802965300365922,0.59578764206728,0.880690604740055
"1154","H3O1",-0.0974288464645234,0.519481802797713,0.872239405545175
"1155","H3O2",0.104298150377192,0.490318846988065,0.872239405545175
"1156","H3O2P1",-0.134344336144768,0.373392612187745,0.836337191457395
"1157","H3O3N1S1",-0.170138100188875,0.25829021494388,0.778832151195808
"1158","H3O4P1",0.156401595043319,0.299279752918133,0.812685074913051
"1159","H3O9P3",-0.0103856310911962,0.945385985032803,0.990203012431752
"1160","H4",0.0142544260864046,0.925091452878839,0.989515667225134
"1161","H41C26O16N7P3S1",NA,NA,NA
"1162","H49C31O16N7P3S1",NA,NA,NA
"1163","H4N1O3P1",-0.313906906712034,0.0336322789206944,0.648245689785149
"1164","H4O",-0.00405534185621078,0.978660879998249,0.99838672779166
"1165","H4O2",-0.0914581702636391,0.545512866062289,0.872239405545175
"1166","H4O3",-0.00714492458450969,0.962412667679322,0.992881976491274
"1167","H4O6P2",NA,NA,NA
"1168","H4O7P2",-0.0827158842589886,0.584718720973218,0.877455387483686
"1169","H5N1",-0.116311375712596,0.441436149940144,0.857224721990163
"1170","H5O_1N1",-0.143827138361332,0.340282269832475,0.836017867808634
"1171","H5O10P3",0.279771260034923,0.059689857074436,0.655134250300295
"1172","H5O1N_1",-0.201953555522988,0.178323088751222,0.754296541157388
"1173","H6",0.0111862319473182,0.941183041796183,0.990203012431752
"1174","H6N2O_1",-0.14881948067248,0.323605480192871,0.830621958759755
"1175","H7O6P1",0.192029747380958,0.2010719714606,0.765658628533083
"1176","H8",-0.00321152268751763,0.983100312648697,0.99838672779166
"1177","Histidine",NA,NA,NA
"1178","Histidine_C6H7N3O",NA,NA,NA
"1179","hydrogenation/dehydrogenation",0.0504190027635846,0.739316074191771,0.916600221317656
"1180","hydroxylation (-H)",0.00985966584664671,0.948147969885652,0.990203012431752
"1181","Inorganic Phosphate",-0.288435114105291,0.0519001089289377,0.655134250300295
"1182","Isoleucine",NA,NA,NA
"1183","Isoleucine_C6H11NO",-0.245213731278149,0.100478984948,0.679428645870443
"1184","isoprene addition (-H)",-0.207876512743057,0.165660344183975,0.754296541157388
"1185","Lysine",NA,NA,NA
"1186","Lysine_C6H12N2O",-0.133620578664878,0.375996279691617,0.836337191457395
"1187","malonyl group (-H2O)",0.0437158072845352,0.772984514801795,0.931472520158743
"1188","malonyl_group_(_H2O)_C3H2O3",-0.00402922966582258,0.978798250443885,0.99838672779166
"1189","methanol (-H2O)",-0.187613644104478,0.211825678809028,0.765680755425165
"1190","Methionine",NA,NA,NA
"1191","Methionine_C5H9NOS",NA,NA,NA
"1192","N_1O1",0.0620979243906756,0.681825095569844,0.897363279860078
"1193","N1",0.148043019185272,0.326164879024685,0.830621958759755
"1194","N1H_3",-0.17843132350416,0.235454510777419,0.765702610447289
"1195","N2",-0.120009915777172,0.42694869654678,0.851736670758267
"1196","N3O2C6H14",0.123011317084675,0.415391344284084,0.850686857148446
"1197","Na_H",0.0834894472364824,0.581199136391302,0.877455387483686
"1198","neugc_C11H17N1O9",-0.145539522316696,0.33450319873026,0.836017867808634
"1199","NH_CH2",-0.000601940384177693,0.996832246281805,0.99948767608476
"1200","NH4+",0.0812607963619547,0.591364921099719,0.879442840304121
"1201","NO3-",0.14764699923481,0.327475130829413,0.83180375608608
"1202","O_1Cl2",-0.139688814644829,0.354501678470788,0.836017867808634
"1203","O_1H4N2",-0.0787143824684585,0.603075700690554,0.884811065341514
"1204","O_1S1",-0.101625462377683,0.501563439851415,0.872239405545175
"1205","O_2S2",0.233830961268144,0.117807204973341,0.711456521480172
"1206","O1",0.0988071151028675,0.513562025474904,0.872239405545175
"1207","O1H1",0.177700953221463,0.237408309018391,0.765702610447289
"1208","O1N1",-0.197583237352916,0.188102158795444,0.754296541157388
"1209","O1S1",-0.143195372901888,0.34242989773345,0.836017867808634
"1210","O2",-0.0227863428377513,0.880519439142881,0.971437271242932
"1211","O2H6",-0.00169907874620713,0.991058636295455,0.99948767608476
"1212","O2S1",-0.154620917546013,0.304883947907505,0.816623762378957
"1213","O3",0.104416070600751,0.489825764004769,0.872239405545175
"1214","O3P1",-0.07477270032443,0.621398794002001,0.88780135010432
"1215","O3S1",-0.119027788869209,0.430769434548873,0.852004736743546
"1216","O4",0.310522043104631,0.0356995013348622,0.649863144669807
"1217","O5P2",NA,NA,NA
"1218","O6P2",NA,NA,NA
"1219","palmitoylation (-H2O)",0.0880889172817025,0.560472700608726,0.872239405545175
"1220","pentose_C5H8O4",0.15503586556479,0.303572043728976,0.816623762378957
"1221","Phenylalanine",-0.269266710745279,0.0703607543332407,0.655134250300295
"1222","phosphate",NA,NA,NA
"1223","PO43-",-0.13597937612472,0.367550471485057,0.836337191457395
"1224","primary amine",NA,NA,NA
"1225","Proline",NA,NA,NA
"1226","Proline_C5H7NO",-0.213959509440036,0.153348694627034,0.74676352842134
"1227","pyridoxal phosphate (-H2O)",NA,NA,NA
"1228","pyrophosphate",-0.0368476998558083,0.807913979215189,0.944726512239576
"1229","S1",-0.100574406915551,0.506021288213868,0.872239405545175
"1230","S2O32-",NA,NA,NA
"1231","S2O9C20H32N6",NA,NA,NA
"1232","secondary amine",-0.106356462319926,0.481749156422509,0.87116198641005
"1233","Serine",-0.232335036363919,0.120243137972868,0.711456521480172
"1234","SO42-",-0.15913745798119,0.290799518435101,0.812090700629843
"1235","sulfate (-H2O)",0.0109176851510015,0.942592671007188,0.990203012431752
"1236","tertiary amine",NA,NA,NA
"1237","Threonine",-0.277601690666745,0.0617802736584716,0.655134250300295
"1238","Threonine_C4H7NO2",-0.167625381627654,0.265492081990423,0.788455337149805
"1239","thymidine (-H2O)",-0.284544473543934,0.0552900305988251,0.655134250300295
"1240","thymidine 5' monophosphate (-H2O)",-0.0873854393369772,0.563620247279873,0.872239405545175
"1241","thymine (-H)",NA,NA,NA
"1242","thymine_(_H)_C5H5N2O2",0.150171519683462,0.319179088456295,0.828841851652844
"1243","transamination (-O)",0.134361134813346,0.373332308392087,0.836337191457395
"1244","trisaccharide (-H2O)",NA,NA,NA
"1245","Tryptophan",0.11662319854742,0.440204327024636,0.857224721990163
"1246","Tyrosine",NA,NA,NA
"1247","Tyrosine_C9H9NO2",-0.418184635072379,0.00382757469925421,0.454932969022392
"1248","uracil (-H)",-0.0339638412932616,0.822695769190456,0.951423460134374
"1249","uracil_(_H)_C4H3N2O2",-0.18433590695523,0.220062439102138,0.765680755425165
"1250","urea addition (-H)",0.0723967570234782,0.632554944707997,0.890833109810832
"1251","uridine (-H2O)",0.164631610205379,0.274245445744147,0.79157690830648
