,RC-ABX_-1.5,RC-ABX_5.5,RC-ABX_4.0,RC-ABX_6.0,RC-ABX_12.5,RC-ABX_21.0,RC-ABX_15.5
3OAS12M14_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS13M14_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS140_ASV00325,0.10033010775260529,0.0014123152031929446,0.0,0.0,0.0,0.0,0.0
3OAS3M4_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS4M3O6_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS4M6_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS5M6_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS6M8_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS7M8_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS8M10_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
3OAS9M10_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
A5PISO_ASV00325,0.06269905082441762,0.0008825947134776474,0.0,0.0,0.0,0.0,0.0
ACBIPGT_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ACCOAC_ASV00325,0.48718615293625245,0.006857965430213403,0.0,0.0,0.0,0.0,0.0
ACKr_ASV00325,0.0,0.0007061576015964725,0.0,0.0,0.0,0.0,0.0
ACOAAGPAT180_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
ACOAAGPATAI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
ACOAAGPATI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
ACONTa_ASV00325,0.0,-0.3420050846447996,0.0,0.0,0.0,0.0,0.0
ACONTb_ASV00325,0.0,-0.3420050846447996,0.0,0.0,0.0,0.0,0.0
ACPS1_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ACtex_ASV00325,-0.05016505387630264,0.0,0.0,0.0,0.0,0.0,0.0
ACtrpp_ASV00325,-0.05016505387630264,0.0,0.0,0.0,0.0,0.0,0.0
ADEt2pp_ASV00325,0.0,0.001081895072714209,0.0,0.0,0.0,0.0,0.0
ADEtex_ASV00325,0.0,0.001081895072714209,0.0,0.0,0.0,0.0,0.0
ADK1_ASV00325,0.4245682866908679,0.005976513526384413,0.0,0.0,0.0,0.0,0.0
ADK2_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ADNCNT3tcpp_ASV00325,0.07375368433282148,-4.3687778732563395e-05,0.0,0.0,0.0,0.0,0.0
ADNUC_ASV00325,0.0768572404920984,0.0,0.0,0.0,0.0,0.0,0.0
ADNtex_ASV00325,0.07375368433282148,-4.3687778732563395e-05,0.0,0.0,0.0,0.0,0.0
ADOCBIK2_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ADOCBLS_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ADPT_ASV00325,0.0768572404920984,0.001081895072714209,0.0,0.0,0.0,0.0,0.0
AGMHE_ASV00325,0.0501359877924599,0.0007057484475246998,0.0,0.0,0.0,0.0,0.0
AHC_ASV00325,0.0031035561592769184,4.3687778732563395e-05,0.0,0.0,0.0,0.0,0.0
AIHPDCOATA_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
ALAALA_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
ALAR_ASV00325,0.02506799389622995,0.0003528742237623499,0.0,0.0,0.0,0.0,0.0
ALA_Ltex_ASV00325,0.25205456427231027,0.003548092403466131,0.0,0.0,0.0,0.0,0.0
ALAt2rpp_ASV00325,0.25205456427231027,0.003548092403466131,0.0,0.0,0.0,0.0,0.0
AMMQT7rev_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
ARG_Ltex_ASV00325,0.12363108420694753,0.0017403156811437314,0.0,0.0,0.0,0.0,0.0
ARGabcpp_ASV00325,0.12363108420694753,0.0017403156811437314,0.0,0.0,0.0,0.0,0.0
ASN_Ltex_ASV00325,0.10064382100235619,0.0014167312454158717,0.0,0.0,0.0,0.0,0.0
ASNt2rpp_ASV00325,0.10064382100235619,0.0014167312454158717,0.0,0.0,0.0,0.0,0.0
ASP1DC_ASV00325,0.003103556159276988,4.368777873256166e-05,0.0,0.0,0.0,0.0,0.0
ASPO5_ASV00325,0.0,6.553166809885364e-05,0.0,0.0,0.0,0.0,0.0
ASPTA_ASV00325,-0.10374737716163318,-0.3442848346976731,0.0,0.0,0.0,0.0,0.0
ASP_Ltex_ASV00325,0.0,-0.34275888400542587,0.0,0.0,0.0,0.0,0.0
ASPt2rpp_ASV00325,0.0,-0.34275888400542587,0.0,0.0,0.0,0.0,0.0
ATPS4pp_ASV00325,18.09117083466119,0.0,0.0,0.0,0.0,0.0,0.0
BPNT_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CA2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CBIAT_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CDOSKT_ASV00325,0.02508252693815132,0.00035307880079823626,0.0,0.0,0.0,0.0,0.0
CDPMEK_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
CHORS_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
CHRPL_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
CITCAtpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CITtex_ASV00325,0.004655334238915439,6.55316680988435e-05,0.0,0.0,0.0,0.0,0.0
CLPNS180_ASV00325,0.005336132082025039,7.511504407303789e-05,0.0,0.0,0.0,0.0,0.0
CLPNSAI17_ASV00325,0.005336132082025039,7.511504407303789e-05,0.0,0.0,0.0,0.0,0.0
CLPNSI17_ASV00325,0.005336132082025039,7.511504407303789e-05,0.0,0.0,0.0,0.0,0.0
CLtex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CO2tex_ASV00325,0.0,0.34030352573038575,0.0,0.0,0.0,0.0,0.0
CO2tpp_ASV00325,0.0,0.34030352573038575,0.0,0.0,0.0,0.0,0.0
COBALT2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
COBALTt5pp_ASV00325,-0.0015517780796384798,-2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CTPS2_ASV00325,0.3275614847141541,0.004610979447794327,0.0,0.0,0.0,0.0,0.0
CU2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
CYS_Ltex_ASV00325,0.0412638162691531,0.0005808576943063424,0.0,0.0,0.0,0.0,0.0
CYSt2rpp_ASV00325,0.0412638162691531,0.0005808576943063424,0.0,0.0,0.0,0.0,0.0
CYTBDpp_ASV00325,0.0,0.00802293128499028,0.0,0.0,0.0,0.0,0.0
CYTDt2rpp_ASV00325,-0.278572604954729,-0.003921378477343555,0.0,0.0,0.0,0.0,0.0
CYTDtex_ASV00325,-0.278572604954729,-0.003921378477343555,0.0,0.0,0.0,0.0,0.0
Cuabcpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
DASYN180_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
DASYNAI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
DASYNI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
DDPA_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
DHFOR2_ASV00325,-0.0046553342389153984,-6.553166809884249e-05,0.0,0.0,0.0,0.0,0.0
DHFR_ASV00325,0.0046553342389153984,6.553166809884249e-05,0.0,0.0,0.0,0.0,0.0
DHNAOT4_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
DHNAOT7_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
DHQS_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
DHQTi_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
DMATT_ASV00325,0.014085775027753442,0.00019828100124745615,0.0,0.0,0.0,0.0,0.0
DMPPS_ASV00325,0.0,0.00019828100124745615,0.0,0.0,0.0,0.0,0.0
DMPPS2r_ASV00325,0.014085775027753442,0.0,0.0,0.0,0.0,0.0,0.0
DMQMT_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
DPCOAK_ASV00325,0.003103556159276988,4.368777873256166e-05,0.0,0.0,0.0,0.0,0.0
DPRr_ASV00325,0.003103556159276988,4.368777873256166e-05,0.0,0.0,0.0,0.0,0.0
DTMPK_ASV00325,0.02176598654381983,0.0003063929103328564,0.0,0.0,0.0,0.0,0.0
DXPRIr_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
DXPS_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
D_LACt2pp_ASV00325,19.588226355749867,0.019560351271380366,0.0,0.0,0.0,0.0,0.0
EAR10M12x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR11M12x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR12M14x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR13M14x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR14M16x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR15M16x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR4M6x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR5M6x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR6M8x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR7M8x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR8M10x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EAR9M10x_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
EDTXS1_ASV00325,0.02508252693815132,0.00035307880079823626,0.0,0.0,0.0,0.0,0.0
EDTXS2_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
ENO_ASV00325,3.4408606704661118,0.0033169379888660505,0.0,0.0,0.0,0.0,0.0
FACOAL140i_ASV00325,0.13794663163887155,0.0019418311158723557,0.0,0.0,0.0,0.0,0.0
FACOAL180i_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
FAS140ACPrev_ASV00325,0.1254126346907566,0.0017653940039911809,0.0,0.0,0.0,0.0,0.0
FBA_ASV00325,0.5489123669458429,0.0,0.0,0.0,0.0,0.0,0.0
FBA3_ASV00325,0.7009157075286252,0.0,0.0,0.0,0.0,0.0,0.0
FE2abcpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FE2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FE3tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FEDCabcpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FMNAT_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FOLabcpp_ASV00325,0.0046553342389153984,6.553166809884249e-05,0.0,0.0,0.0,0.0,0.0
FOLtex_ASV00325,0.0046553342389153984,6.553166809884249e-05,0.0,0.0,0.0,0.0,0.0
FRD3_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
FRD7_ASV00325,24.39784098729055,0.0,0.0,0.0,0.0,0.0,0.0
FUM_ASV00325,-3.2634320236115846,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2pp_ASV00325,21.135960741758606,0.0,0.0,0.0,0.0,0.0,0.0
FUMtex_ASV00325,21.135960741758606,0.0,0.0,0.0,0.0,0.0,0.0
G1PACT_ASV00325,0.07523304777253259,0.0010590318253588223,0.0,0.0,0.0,0.0,0.0
G1PTT_ASV00325,0.02508252693815132,0.00035307880079823626,0.0,0.0,0.0,0.0,0.0
G3PAT180_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
G3PATAI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
G3PATI17_ASV00325,0.021344528328100156,0.00030046017629215156,0.0,0.0,0.0,0.0,0.0
G3PD1_ASV00325,0.3450963515013783,0.0,0.0,0.0,0.0,0.0,0.0
G3PD2_ASV00325,0.0,0.00485781222316222,0.0,0.0,0.0,0.0,0.0
GALT1_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
GALU_ASV00325,0.0501359877924599,0.0007057484475246998,0.0,0.0,0.0,0.0,0.0
GAPD_ASV00325,3.4408606704661118,0.0033169379888660505,0.0,0.0,0.0,0.0,0.0
GF6PTA_ASV00325,0.07523304777253259,0.0010590318253588223,0.0,0.0,0.0,0.0,0.0
GHMT2r_ASV00325,0.009310668477830852,0.00013106333619768672,0.0,0.0,0.0,0.0,0.0
GK1_ASV00325,0.07625211469484644,0.001073376908202786,0.0,0.0,0.0,0.0,0.0
GLCTR1_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
GLCTR2_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
GLCTR3_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
GLN_Ltex_ASV00325,0.5172444927446573,-0.26269551455568496,0.0,0.0,0.0,0.0,0.0
GLNt2rpp_ASV00325,0.5172444927446573,-0.26269551455568496,0.0,0.0,0.0,0.0,0.0
GLUDxi_ASV00325,1.7721601341703703,0.0,0.0,0.0,0.0,0.0,0.0
GLUDy_ASV00325,0.743814992153313,0.06735839481123929,0.0,0.0,0.0,0.0,0.0
GLUOX_ASV00325,0.0,0.2699329139524232,0.0,0.0,0.0,0.0,0.0
GLUR_ASV00325,-0.012533996948114976,-0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
GLU_Ltex_ASV00325,2.2461195902552005,0.9462936551134382,0.0,0.0,0.0,0.0,0.0
GLUt2rpp_ASV00325,2.2461195902552005,0.9462936551134382,0.0,0.0,0.0,0.0,0.0
GLYAT_ASV00325,0.0,-0.00346575367371214,0.0,0.0,0.0,0.0,0.0
GLYC3Ptex_ASV00325,0.4571551252239041,0.006435228148696016,0.0,0.0,0.0,0.0,0.0
GLYC3Ptpp_ASV00325,0.4571551252239041,0.006435228148696016,0.0,0.0,0.0,0.0,0.0
GLYCtex_ASV00325,-0.016008396246075116,-0.00022534513221911367,0.0,0.0,0.0,0.0,0.0
GLYCtpp_ASV00325,0.016008396246075116,0.00022534513221911367,0.0,0.0,0.0,0.0,0.0
GLYt2rpp_ASV00325,0.24620526546864802,0.0,0.0,0.0,0.0,0.0,0.0
GLYtex_ASV00325,0.24620526546864802,0.0,0.0,0.0,0.0,0.0,0.0
GMHEPAT_ASV00325,0.0501359877924599,0.0007057484475246998,0.0,0.0,0.0,0.0,0.0
GMHEPK_ASV00325,0.0501359877924599,0.0007057484475246998,0.0,0.0,0.0,0.0,0.0
GMHEPPA_ASV00325,0.0501359877924599,0.0007057484475246998,0.0,0.0,0.0,0.0,0.0
GNNUC_ASV00325,0.07470033661520796,0.0010515330188365047,0.0,0.0,0.0,0.0,0.0
GRTT_ASV00325,0.014085775027753442,0.00019828100124745615,0.0,0.0,0.0,0.0,0.0
GSNt2rpp_ASV00325,0.07470033661520796,0.0010515330188365047,0.0,0.0,0.0,0.0,0.0
GSNtex_ASV00325,0.07470033661520796,0.0010515330188365047,0.0,0.0,0.0,0.0,0.0
GTHOXtex_ASV00325,0.0007758890398192399,1.0921944683140583e-05,0.0,0.0,0.0,0.0,0.0
GTHOXti3pp_ASV00325,0.0007758890398192399,1.0921944683140583e-05,0.0,0.0,0.0,0.0,0.0
GTHRD_ASV00325,-0.0007758890398192399,-1.0921944683140583e-05,0.0,0.0,0.0,0.0,0.0
GUAPRT_ASV00325,0.07470033661520796,0.0010515330188365047,0.0,0.0,0.0,0.0,0.0
H2CO3D_ASV00325,0.48718615293625245,0.006857965430213403,0.0,0.0,0.0,0.0,0.0
HBZOPT_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
HEMEtipp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
HEPK1_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HEPK2_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HEPT1_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HEPT2_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HEPT3_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HEPT4_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
HETT_ASV00325,0.003103556159276946,4.368777873256253e-05,0.0,0.0,0.0,0.0,0.0
HEX4_ASV00325,0.0,0.0021397029630480396,0.0,0.0,0.0,0.0,0.0
HIS_Ltex_ASV00325,0.039722311546734855,0.0005591584197412919,0.0,0.0,0.0,0.0,0.0
HISt2rpp_ASV00325,0.039722311546734855,0.0005591584197412919,0.0,0.0,0.0,0.0,0.0
HXANtex_ASV00325,-2.270373483234132,-0.0034415183493401095,0.0,0.0,0.0,0.0,0.0
HYD1pp_ASV00325,3.0890047004835086,0.0,0.0,0.0,0.0,0.0,0.0
HYD4_ASV00325,3.0890047004835086,0.0,0.0,0.0,0.0,0.0,0.0
HYXNtpp_ASV00325,-2.270373483234132,-0.0034415183493401095,0.0,0.0,0.0,0.0,0.0
Htex_ASV00325,-5.864068884508787,-0.33777954244137615,0.0,0.0,0.0,0.0,0.0
ICDHx_ASV00325,0.0,-0.008189008878710317,0.0,0.0,0.0,0.0,0.0
ICDHyr_ASV00325,0.0,-0.33381607576608935,0.0,0.0,0.0,0.0,0.0
IHPDCOATA_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
ILETA_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
ILE_Ltex_ASV00325,0.16386455791781324,0.002306669569043785,0.0,0.0,0.0,0.0,0.0
ILEt2rpp_ASV00325,0.16386455791781324,0.002306669569043785,0.0,0.0,0.0,0.0,0.0
INSH_ASV00325,2.270373483234132,0.0034415183493401095,0.0,0.0,0.0,0.0,0.0
INSt2pp_ASV00325,2.270373483234132,0.0034415183493401095,0.0,0.0,0.0,0.0,0.0
INStex_ASV00325,2.270373483234132,0.0034415183493401095,0.0,0.0,0.0,0.0,0.0
IPDPS_ASV00325,0.0,0.0019391222337419977,0.0,0.0,0.0,0.0,0.0
IPDPS2_ASV00325,0.1377541941182575,0.0,0.0,0.0,0.0,0.0,0.0
IVCOATA_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
KDOCT2_ASV00325,0.06269905082441762,0.0008825947134776474,0.0,0.0,0.0,0.0,0.0
KDOPP_ASV00325,0.06269905082441762,0.0008825947134776474,0.0,0.0,0.0,0.0,0.0
KDOPSr_ASV00325,0.06269905082441762,0.0008825947134776474,0.0,0.0,0.0,0.0,0.0
Kt1rpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
Ktex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
LAC_Dtex_ASV00325,19.588226355749867,0.019560351271380366,0.0,0.0,0.0,0.0,0.0
LDH_D_ASV00325,19.588226355749867,0.019560351271380366,0.0,0.0,0.0,0.0,0.0
LEUTA_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
LEU_Ltex_ASV00325,0.2308117672376597,0.0032490642664251834,0.0,0.0,0.0,0.0,0.0
LEUt2rpp_ASV00325,0.2308117672376597,0.0032490642664251834,0.0,0.0,0.0,0.0,0.0
LPADSS_ASV00325,0.02508252693815132,0.00035307880079823626,0.0,0.0,0.0,0.0,0.0
LYS_Ltex_ASV00325,0.14304522365638875,0.0020136023835657345,0.0,0.0,0.0,0.0,0.0
LYSt3rpp_ASV00325,-0.14304522365638875,-0.0020136023835657345,0.0,0.0,0.0,0.0,0.0
MAN6PI_ASV00325,0.0,0.0021397029630480396,0.0,0.0,0.0,0.0,0.0
MANabcpp_ASV00325,0.0,0.0021397029630480396,0.0,0.0,0.0,0.0,0.0
MANtex_ASV00325,0.0,0.0021397029630480396,0.0,0.0,0.0,0.0,0.0
MCOATA_ASV00325,0.48718615293625245,0.006857965430213403,0.0,0.0,0.0,0.0,0.0
MDH_ASV00325,-3.2634320236115846,0.0,0.0,0.0,0.0,0.0,0.0
MECDPDH2_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
MECDPS_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
MEPCT_ASV00325,0.15183996914601094,0.0021374032349894528,0.0,0.0,0.0,0.0,0.0
METAT_ASV00325,0.0046553342389153984,6.553166809884423e-05,0.0,0.0,0.0,0.0,0.0
METFR_ASV00325,-0.0046553342389153984,-6.553166809884423e-05,0.0,0.0,0.0,0.0,0.0
METSr_ASV00325,0.0031035561592769184,4.3687778732563395e-05,0.0,0.0,0.0,0.0,0.0
MET_Ltex_ASV00325,0.06559739040897733,0.0009233937233758833,0.0,0.0,0.0,0.0,0.0
METt2rpp_ASV00325,0.06559739040897733,0.0009233937233758833,0.0,0.0,0.0,0.0,0.0
MG2abcpp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MG2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MK7tepp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MK8tpp_ASV00325,-0.0015517780796384798,-2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MN2tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MNt2pp_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MOAT_ASV00325,0.02508252693815132,0.00035307880079823626,0.0,0.0,0.0,0.0,0.0
MOAT3C_ASV00325,0.012533996948114976,0.00017643711188117494,0.0,0.0,0.0,0.0,0.0
MOHMT_ASV00325,0.003103556159276988,4.368777873256166e-05,0.0,0.0,0.0,0.0,0.0
MQN7tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MQN8tex_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MTHFC_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
MTHFD_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
NACt2rpp_ASV00325,-0.0031035561592801728,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
NACtex_ASV00325,0.0031035561592801728,-2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
NADH6pp_ASV00325,21.307284508727403,0.007913711838158866,0.0,0.0,0.0,0.0,0.0
NADK_ASV00325,0.0015517780796385772,2.1843889366291984e-05,0.0,0.0,0.0,0.0,0.0
NADS1_ASV00325,0.0,4.3687778732572476e-05,0.0,0.0,0.0,0.0,0.0
NADS2_ASV00325,0.0031035561592801728,0.0,0.0,0.0,0.0,0.0,0.0
NAPRT_ASV00325,0.004655334238918653,0.0,0.0,0.0,0.0,0.0,0.0
NDPK1_ASV00325,0.07780389277448492,0.0010952207975690673,0.0,0.0,0.0,0.0,0.0
NDPK2_ASV00325,0.49845001213437745,0.0070165232145961605,0.0,0.0,0.0,0.0,0.0
NDPK4_ASV00325,0.034299983491934805,0.00048283002221403135,0.0,0.0,0.0,0.0,0.0
NH4tbpp_ASV00325,-2.515975126323683,-0.06731470703250671,0.0,0.0,0.0,0.0,0.0
NH4tex_ASV00325,-2.515975126323683,-0.06731470703250671,0.0,0.0,0.0,0.0,0.0
NNATr_ASV00325,0.0031035561592801728,4.3687778732572476e-05,0.0,0.0,0.0,0.0,0.0
NNDMBRT_ASV00325,0.0015517780796384798,2.1843889366281166e-05,0.0,0.0,0.0,0.0,0.0
NNDPR_ASV00325,0.0,6.553166809885364e-05,0.0,0.0,0.0,0.0,0.0
NTD4_ASV00325,0.278572604954729,0.003921378477343555,0.0,0.0,0.0,0.0,0.0
O2t5ipp_ASV00325,0.0,0.00401146564249514,0.0,0.0,0.0,0.0,0.0
O2tex_ASV00325,0.0,0.00401146564249514,0.0,0.0,0.0,0.0,0.0
OAASr_ASV00325,0.004655334238915439,0.3420706163128985,0.0,0.0,0.0,0.0,0.0
OCDCAt2pp_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
OCDCAtex_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
OHPHM_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
OIVD1r_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
OIVD3_ASV00325,0.04268905665620031,0.0006009203525843031,0.0,0.0,0.0,0.0,0.0
OMBZLM_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
OMMBLHX3_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
OMPHHX3_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
OOR2r_ASV00325,-2.531240834013639,-0.3383255303326349,0.0,0.0,0.0,0.0,0.0
OPHBDC_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
OPHHX3_ASV00325,0.0015517780796384661,2.1843889366281264e-05,0.0,0.0,0.0,0.0,0.0
