I#OTU_ID	Salt_Pond_MetaGSF2_A_D1_MG	Salt_Pond_MetaGSF2_A_D2_MG	Salt_Pond_MetaGSF2_A_H2O_MG	Salt_Pond_MetaGSF2_B_D1_MG	Salt_Pond_MetaGSF2_B_D2_MG	Salt_Pond_MetaGSF2_B_H2O_MG	Salt_Pond_MetaGSF2_C_D1_MG	Salt_Pond_MetaGSF2_C_D2_MG	Salt_Pond_MetaGSF2_C_H2O_MG	Salt_Pond_MetaG_R1_A_D1_MG	Salt_Pond_MetaG_R1_A_D2_MG	Salt_Pond_MetaG_R1_A_H2O_MG	Salt_Pond_MetaG_R1_B_D1_MG	Salt_Pond_MetaG_R1_B_D2_MG	Salt_Pond_MetaG_R1_B_H2O_MG	Salt_Pond_MetaG_R1_C_D1_MG	Salt_Pond_MetaG_R1_C_D2_MG	Salt_Pond_MetaG_R1_C_H2O_MG	Salt_Pond_MetaG_R2A_A_D1_MG	Salt_Pond_MetaG_R2A_A_D2_MG	Salt_Pond_MetaG_R2A_A_H2O_MG	Salt_Pond_MetaG_R2A_B_D1_MG	Salt_Pond_MetaG_R2A_B_D2_MG	Salt_Pond_MetaG_R2A_B_H2O_MG	Salt_Pond_MetaG_R2A_C_D1_MG	Salt_Pond_MetaG_R2A_C_D2_MG	Salt_Pond_MetaG_R2A_C_H2O_MG	Salt_Pond_MetaG_R2_A_D1_MG	Salt_Pond_MetaG_R2_A_D2_MG	Salt_Pond_MetaG_R2_A_H2O_MG	Salt_Pond_MetaG_R2_B_D1_MG	Salt_Pond_MetaG_R2_B_D2_MG	Salt_Pond_MetaG_R2_B_H2O_MG	Salt_Pond_MetaG_R2_C_D1_MG	Salt_Pond_MetaG_R2_C_D2_MG	Salt_Pond_MetaG_R2_C_H2O_MG	Salt_Pond_MetaG_R2_restored_C_black_MG	Salt_Pond_MetaG_R2_restored_DShore_MG	Salt_Pond_MetaG_R2_restored_H2O_MG
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.19	128.0	65.0	71.0	171.0	485.0	197.0	58.0	406.0	89.0	1910463.0	2013500.0	7473.0	530927.0	1349066.0	8807.0	1098093.0	1177004.0	46910.0	238.0	174.0	177.0	849.0	152.0	266.0	327.0	84.0	151.0	186934.0	20407.0	39.0	156395.0	294207.0	760.0	214786.0	99346.0	630.0	1050807.0	10030.0	8.0
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.27	1095.0	13732.0	1015.0	2930.0	2638.0	460.0	6339.0	2476.0	332.0	185553.0	249485.0	11211.0	283007.0	76836.0	23791.0	176734.0	59315.0	26271.0	286.0	134.0	378.0	473.0	366.0	324.0	250.0	360.0	786.0	53504.0	10581.0	132.0	145456.0	164501.0	328.0	190281.0	63747.0	285.0	245077.0	2305.0	6.0
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31	163.0	1743.0	6.0	6996.0	16184.0	12.0	1926.0	18445.0	10.0	109222.0	14872.0	907.0	737185.0	23370.0	2730.0	209572.0	242564.0	7946.0	212.0	396.0	161.0	471.0	73.0	272.0	191.0	38.0	76.0	50788.0	56440.0	47840.0	82924.0	166206.0	38414.0	33859.0	38168.0	52608.0	30306.0	2677.0	2.0
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36	621.0	840.0	597.0	948.0	1762.0	269.0	710.0	1690.0	179.0	70712.0	48892.0	770.0	145014.0	36690.0	1316.0	100027.0	330371.0	24010.0	1580.0	1166.0	117.0	1388.0	377.0	230.0	776.0	284.0	561.0	166769.0	49789.0	89.0	183826.0	541579.0	267.0	130798.0	205003.0	293.0	88133.0	890.0	570.0
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85	45.0	152.0	174.0	202.0	568.0	283.0	129.0	546.0	358.0	1010698.0	1676389.0	8747.0	453264.0	598391.0	9561.0	157624.0	208191.0	84355.0	1095.0	141.0	418.0	284.0	88.0	423.0	158.0	209.0	361.0	309226.0	14101.0	48.0	99999.0	538373.0	136.0	65175.0	218595.0	179.0	34538.0	528.0	7.0
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30	69.0	210.0	119.0	243.0	524.0	155.0	156.0	595.0	106.0	616527.0	739277.0	19275.0	261135.0	564161.0	22626.0	473133.0	401718.0	83319.0	586.0	160.0	7379.0	879.0	230.0	9032.0	222.0	201.0	2031.0	307989.0	55166.0	65.0	271950.0	318746.0	530.0	267193.0	167660.0	471.0	631235.0	15666.0	59.0
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40	9.0	59.0	88.0	108.0	264.0	132.0	51.0	276.0	158.0	1436738.0	628978.0	12066.0	325123.0	634515.0	10220.0	370345.0	359726.0	151674.0	77.0	123.0	64.0	524.0	171.0	130.0	116.0	104.0	66.0	656487.0	66364.0	100.0	76361.0	537917.0	276.0	14812.0	74197.0	389.0	1727.0	723.0	4.0
Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.58	4.0	10.0	14.0	4.0	27.0	32.0	30.0	23.0	22.0	16928.0	14456.0	846.0	11318.0	44269.0	622.0	24941.0	58025.0	23247.0	10.0	8.0	30.0	111.0	34.0	16.0	26.0	22.0	16.0	103265.0	8905.0	34.0	23608.0	86266.0	36.0	4200.0	10958.0	53.0	55.0	113.0	2.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16	4.0	4.0	36.0	14.0	45.0	27.0	5.0	18.0	41.0	46597.0	67374.0	3745.0	45712.0	53752.0	1457.0	22526.0	29500.0	88750.0	9.0	44.0	26.0	206.0	49.0	32.0	32.0	36.0	17.0	370994.0	36619.0	27.0	47101.0	206946.0	40.0	6155.0	20960.0	183.0	2232.0	570.0	14.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.67	360.0	465.0	377.0	358.0	432.0	80.0	352.0	287.0	133.0	2668.0	3375.0	111188.0	3250.0	3483.0	198097.0	2557.0	2462.0	210489.0	510.0	623.0	3337.0	690.0	351.0	691.0	722.0	612.0	644.0	3666.0	113755.0	134073.0	5837.0	5863.0	142817.0	5732.0	10919.0	114636.0	1913.0	3732.0	28.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.79	667.0	969.0	1592.0	1482.0	1369.0	997.0	983.0	821.0	856.0	46571.0	45123.0	122602.0	72677.0	39115.0	249091.0	33526.0	44633.0	187800.0	4130.0	1686.0	3860.0	2191.0	811.0	3086.0	1212.0	557.0	3889.0	39894.0	6675.0	142.0	37722.0	70374.0	178.0	44918.0	16048.0	191.0	45440.0	1876.0	145.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.23	78.0	112.0	159.0	100.0	81.0	50.0	82.0	66.0	157.0	934.0	699.0	202155.0	689.0	588.0	291824.0	638.0	545.0	385019.0	175.0	141.0	318.0	122.0	59.0	94.0	108.0	97.0	116.0	640.0	8935.0	11287.0	809.0	1433.0	12249.0	1004.0	761.0	10138.0	420.0	454.0	87.0
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29	0	70.0	1311.0	194.0	394.0	328.0	48.0	499.0	1888.0	1085.0	558.0	2875840.0	1287.0	967.0	5583379.0	2110.0	1070.0	5419434.0	233.0	91.0	198.0	39.0	18.0	232.0	43.0	25.0	136.0	885.0	3439.0	3696.0	1065.0	1312.0	2891.0	749.0	360.0	3152.0	178.0	351.0	231.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24	614.0	1281.0	190.0	822.0	1248.0	93.0	1090.0	605.0	93.0	57.0	37.0	20.0	341.0	163.0	30.0	78.0	168.0	57.0	352347.0	15770.0	114.0	8589.0	1906.0	446.0	3709.0	3909.0	1311.0	253.0	77.0	0	205.0	647.0	2.0	122.0	101.0	2.0	107.0	283.0	1824.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42	1254.0	943.0	1584.0	681.0	578.0	941.0	914.0	453.0	732.0	1711.0	2991.0	36.0	1011.0	983.0	55.0	479.0	1629.0	240.0	209386.0	11891.0	1061.0	8974.0	1303.0	15745.0	3905.0	2572.0	13550.0	938.0	342.0	4.0	788.0	1527.0	24.0	350.0	656.0	2.0	635.0	211.0	94.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46	5514.0	2961.0	4542.0	1626.0	1333.0	491.0	1944.0	282.0	385.0	10.0	10.0	3.0	21.0	14.0	2.0	8.0	10.0	7.0	435554.0	95460.0	192.0	104586.0	24944.0	3680.0	19484.0	22489.0	14075.0	6.0	6.0	6.0	8.0	13.0	0	4.0	10.0	0	14.0	14.0	149.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50	1405.0	2171.0	4516.0	2782.0	2132.0	2956.0	1921.0	1072.0	2933.0	153.0	215.0	50.0	189.0	168.0	73.0	56.0	113.0	53.0	96181.0	2200.0	13306.0	1441.0	628.0	15458.0	849.0	489.0	17951.0	268.0	139.0	14.0	157.0	563.0	6.0	226.0	247.0	14.0	347.0	68.0	34.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51	3465.0	3043.0	1457.0	4947.0	3991.0	408.0	3576.0	1952.0	380.0	278.0	228.0	26.0	455.0	317.0	57.0	312.0	259.0	111.0	308697.0	21391.0	296.0	79986.0	4089.0	3398.0	7159.0	3808.0	6733.0	528.0	215.0	2.0	547.0	1085.0	2.0	511.0	218.0	0	756.0	125.0	136.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6	17415.0	17076.0	13238.0	14142.0	10846.0	2525.0	12257.0	3418.0	2090.0	186.0	172.0	15.0	255.0	381.0	39.0	139.0	163.0	72.0	281592.0	49783.0	850.0	131300.0	17572.0	10464.0	13082.0	3947.0	24578.0	204.0	104.0	6.0	121.0	426.0	2.0	209.0	209.0	0	176.0	212.0	130.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10	2025.0	2661.0	2277.0	2052.0	1666.0	656.0	1671.0	693.0	655.0	124.0	100.0	41.0	178.0	261.0	57.0	95.0	84.0	95.0	435088.0	69514.0	620.0	123005.0	10459.0	4299.0	11687.0	1252.0	7910.0	139.0	20.0	11.0	114.0	159.0	2.0	142.0	72.0	0	171.0	176.0	164.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14	7214.0	7824.0	2258.0	7273.0	7134.0	515.0	5571.0	2774.0	372.0	143.0	118.0	14.0	173.0	161.0	26.0	91.0	145.0	52.0	165916.0	21778.0	379.0	61539.0	7007.0	3940.0	9082.0	3368.0	10938.0	465.0	182.0	6.0	148.0	209.0	2.0	122.0	88.0	2.0	149.0	275.0	86.0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17	679.0	865.0	645.0	533.0	543.0	597.0	724.0	496.0	505.0	622.0	424.0	113.0	2226.0	1114.0	150.0	969.0	1778.0	338.0	343219.0	30485.0	2066.0	50894.0	3090.0	1674.0	8112.0	2408.0	1393.0	1547.0	300.0	6.0	1862.0	4027.0	4.0	1111.0	745.0	8.0	538.0	455.0	1666.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10	2296.0	2667.0	2031.0	2526.0	2270.0	394.0	2598.0	1480.0	355.0	833.0	652.0	332.0	1982.0	2158.0	556.0	2252.0	1907.0	684.0	52487.0	404823.0	464.0	24468.0	6496.0	4159.0	18909.0	6252.0	3461.0	1455.0	529.0	26.0	2084.0	4621.0	26.0	4432.0	973.0	31.0	5316.0	3599.0	69.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25	7119.0	6122.0	13438.0	10443.0	8343.0	6613.0	6214.0	2668.0	6358.0	235.0	327.0	50.0	230.0	500.0	67.0	88.0	256.0	79.0	110669.0	225213.0	3824.0	95922.0	25459.0	9127.0	35223.0	14594.0	27266.0	745.0	383.0	18.0	319.0	1034.0	0	360.0	1052.0	0	666.0	123.0	48.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37	726.0	2974.0	177.0	989.0	936.0	65.0	1098.0	1699.0	63.0	97.0	91.0	33.0	303.0	209.0	19.0	229.0	266.0	36.0	594286.0	178348.0	107.0	27340.0	12260.0	156.0	32640.0	9115.0	236.0	352.0	155.0	18.0	419.0	752.0	20.0	238.0	109.0	22.0	270.0	1410.0	421.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51	2592.0	4315.0	2966.0	2795.0	2416.0	549.0	2251.0	1009.0	430.0	171.0	157.0	20.0	229.0	532.0	28.0	160.0	174.0	38.0	242269.0	242312.0	474.0	259444.0	14954.0	6332.0	39553.0	4358.0	10250.0	129.0	58.0	16.0	82.0	245.0	0	112.0	95.0	2.0	133.0	116.0	111.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59	239.0	239.0	262.0	247.0	323.0	69.0	277.0	194.0	60.0	1610.0	1035.0	70.0	1668.0	1428.0	153.0	1333.0	1370.0	200.0	66710.0	370487.0	141.0	90005.0	7936.0	3588.0	27493.0	12040.0	1802.0	701.0	322.0	176.0	898.0	1620.0	258.0	728.0	635.0	198.0	1189.0	328.0	42.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.16	1314.0	981.0	6590.0	315.0	379.0	2819.0	1918.0	139.0	3252.0	28.0	0	4.0	32.0	159.0	6.0	4.0	10.0	10.0	71578.0	218176.0	1563.0	34559.0	21004.0	2917.0	15582.0	5293.0	4643.0	24.0	16.0	4.0	4.0	18.0	2.0	16.0	8.0	0	8.0	144.0	22.0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7	719.0	875.0	983.0	827.0	746.0	487.0	880.0	373.0	493.0	162.0	140.0	10.0	202.0	405.0	16.0	67.0	130.0	44.0	21478.0	260875.0	380.0	161817.0	62080.0	4609.0	19772.0	3219.0	5453.0	214.0	53.0	12.0	134.0	513.0	0	129.0	430.0	0	129.0	44.0	13.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62	79.0	27.0	32054.0	10.0	23.0	43597.0	50.0	26.0	41130.0	0	6.0	42.0	13.0	6.0	112.0	4.0	2.0	69.0	38.0	28.0	71295.0	20.0	17.0	51517.0	26.0	32.0	31414.0	88.0	6.0	18.0	11.0	47.0	0	10.0	12.0	0	11.0	11.0	73.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78	165.0	141.0	62168.0	279.0	224.0	119254.0	225.0	135.0	118665.0	63.0	98.0	64.0	70.0	65.0	117.0	20.0	50.0	126.0	342.0	154.0	103219.0	111.0	96.0	87405.0	134.0	69.0	51022.0	91.0	22.0	6.0	51.0	183.0	4.0	59.0	106.0	0	55.0	11.0	10.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16	310.0	406.0	93928.0	400.0	382.0	173969.0	441.0	173.0	188812.0	276.0	305.0	108.0	390.0	376.0	634.0	226.0	277.0	203.0	457.0	442.0	156512.0	496.0	250.0	144568.0	349.0	231.0	90636.0	421.0	138.0	94.0	204.0	634.0	26.0	289.0	289.0	46.0	243.0	92.0	10.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20	185.0	193.0	18017.0	165.0	112.0	35757.0	182.0	86.0	37974.0	59.0	71.0	94.0	100.0	41.0	210.0	57.0	57.0	158.0	188.0	602.0	239941.0	227.0	495.0	177009.0	166.0	140.0	126168.0	89.0	177.0	290.0	54.0	324.0	260.0	41.0	195.0	162.0	81.0	10.0	541.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22	411.0	418.0	176550.0	895.0	868.0	313534.0	593.0	395.0	331475.0	173.0	171.0	289.0	365.0	247.0	791.0	281.0	189.0	570.0	1597.0	1597.0	162787.0	1388.0	675.0	169928.0	939.0	908.0	75570.0	400.0	108.0	25.0	243.0	557.0	11.0	328.0	294.0	3.0	387.0	383.0	22.0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49	96.0	62.0	403415.0	39.0	98.0	533222.0	248.0	87.0	595383.0	2.0	0	722.0	43.0	4.0	1828.0	4.0	0	1216.0	58.0	88.0	266167.0	96.0	78.0	361971.0	144.0	55.0	175665.0	24.0	24.0	56.0	18.0	19.0	4.0	4.0	5.0	10.0	8.0	18.0	0
Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4	1957.0	2164.0	1686.0	1957.0	1743.0	351.0	1963.0	1016.0	270.0	410.0	404.0	71.0	883.0	852.0	131.0	801.0	762.0	165.0	108866.0	84398.0	244.0	280006.0	14652.0	3140.0	35670.0	11076.0	6872.0	590.0	232.0	26.0	867.0	1363.0	10.0	1223.0	403.0	23.0	1382.0	2110.0	61.0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11	380.0	1094.0	601.0	495.0	454.0	442.0	402.0	3162.0	846.0	12.0	24.0	2.0	34.0	34.0	8.0	24.0	16.0	16.0	182.0	342.0	148.0	15727.0	180717.0	325.0	150802.0	1417619.0	624.0	84.0	31.0	63.0	69.0	58.0	0	18.0	28.0	0	80.0	640.0	27.0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37	178.0	302.0	174.0	245.0	190.0	53.0	164.0	195.0	32.0	30.0	27.0	9.0	39.0	32.0	10.0	39.0	24.0	14.0	369.0	4957.0	44.0	17918.0	91540.0	559.0	17317.0	19964.0	1868.0	53.0	36.0	14.0	46.0	49.0	2.0	24.0	12.0	0	26.0	554.0	4.0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47	243.0	408.0	88.0	384.0	385.0	26.0	392.0	350.0	30.0	64.0	38.0	4.0	52.0	34.0	9.0	47.0	38.0	10.0	102.0	154.0	22.0	1516.0	146983.0	41.0	715.0	3121.0	112.0	54.0	30.0	7.0	62.0	73.0	0	48.0	43.0	0	75.0	107.0	0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54	661.0	12222.0	430.0	1151.0	1361.0	106.0	1047.0	10244.0	96.0	167.0	109.0	24.0	208.0	158.0	52.0	207.0	154.0	99.0	601.0	4349.0	71.0	3172.0	113859.0	121.0	4761.0	19363.0	257.0	771.0	554.0	22.0	939.0	8019.0	0	176.0	303.0	13.0	550.0	30848.0	14.0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6	28630.0	141507.0	9211.0	165965.0	287165.0	2868.0	205100.0	609039.0	1804.0	227.0	295.0	14.0	278.0	325.0	30.0	141.0	171.0	64.0	6384.0	743.0	1911.0	15843.0	242185.0	1583.0	11315.0	75081.0	10108.0	446.0	199.0	12.0	185.0	342.0	1.0	196.0	109.0	2.0	269.0	3664.0	44.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59	178.0	200.0	78888.0	317.0	228.0	151921.0	261.0	131.0	153031.0	56.0	84.0	116.0	80.0	68.0	193.0	18.0	53.0	103.0	432.0	166.0	104100.0	146.0	115.0	127947.0	153.0	87.0	62097.0	120.0	31.0	4.0	59.0	191.0	5.0	57.0	165.0	2.0	81.0	9.0	10.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69	271.0	101.0	49001.0	74.0	84.0	64594.0	231.0	77.0	63233.0	42.0	71.0	113.0	43.0	51.0	190.0	41.0	27.0	189.0	185.0	84.0	105124.0	77.0	82.0	74929.0	108.0	46.0	50932.0	316.0	28.0	12.0	43.0	215.0	2.0	25.0	134.0	2.0	36.0	71.0	5132.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80	110.0	126.0	51466.0	96.0	117.0	88905.0	134.0	65.0	101099.0	41.0	58.0	65.0	50.0	41.0	269.0	8.0	15.0	151.0	155.0	101.0	120041.0	93.0	66.0	125653.0	79.0	54.0	69345.0	32.0	24.0	18.0	26.0	43.0	2.0	28.0	25.0	2.0	44.0	12.0	30.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029	273.0	150.0	42069.0	101.0	117.0	55772.0	304.0	36.0	61909.0	22.0	35.0	3758.0	40.0	22.0	877.0	139.0	19.0	513.0	106.0	171.0	65056.0	114.0	138.0	74589.0	106.0	84.0	39317.0	115.0	24.0	27.0	55.0	81.0	0	62.0	53.0	6.0	100.0	22.0	483.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10	120.0	48.0	14008.0	32.0	46.0	27549.0	134.0	27.0	34476.0	60.0	72.0	101.0	189.0	39.0	228.0	37.0	12.0	78.0	288.0	534.0	922135.0	266.0	423.0	802516.0	479.0	214.0	653416.0	138.0	49.0	121.0	66.0	77.0	21.0	30.0	53.0	11.0	117.0	31.0	208.0
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42	137.0	92.0	192964.0	91.0	114.0	363350.0	175.0	59.0	374560.0	77.0	72.0	388.0	89.0	43.0	1863.0	48.0	40.0	771.0	86.0	202.0	129703.0	107.0	182.0	162360.0	231.0	626.0	83830.0	135.0	46.0	49.0	61.0	83.0	18.0	59.0	33.0	12.0	60.0	38.0	1821.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10	801.0	799.0	618.0	632.0	511.0	211.0	659.0	285.0	215.0	82.0	85.0	29.0	151.0	93.0	62.0	122.0	60.0	45.0	3021.0	6905.0	255.0	4140.0	5208.0	840.0	160343.0	29576.0	1415.0	101.0	52.0	73.0	116.0	194.0	0	112.0	38.0	0	118.0	1898.0	32.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15	376.0	460.0	436.0	316.0	278.0	126.0	328.0	210.0	118.0	62.0	47.0	8.0	83.0	95.0	6.0	12.0	44.0	14.0	882.0	24817.0	62.0	28793.0	33125.0	403.0	242836.0	265948.0	1307.0	103.0	40.0	87.0	44.0	171.0	0	53.0	55.0	0	48.0	82.0	0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.52	1525.0	1036.0	7872.0	417.0	388.0	3335.0	2249.0	143.0	3979.0	6.0	2.0	2.0	14.0	43.0	4.0	2.0	2.0	8.0	9052.0	52271.0	1914.0	19282.0	39817.0	2635.0	139589.0	65115.0	4901.0	20.0	10.0	34.0	12.0	0	2.0	4.0	0	2.0	0	165.0	6.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8	669.0	960.0	447.0	1684.0	3429.0	99.0	659.0	1564.0	93.0	702.0	713.0	37.0	514.0	642.0	41.0	724.0	456.0	112.0	1585.0	5938.0	175.0	17309.0	253243.0	512.0	474733.0	873190.0	913.0	382.0	179.0	166.0	390.0	594.0	17.0	407.0	210.0	20.0	587.0	17948.0	13.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009	1992.0	2403.0	1773.0	2329.0	2460.0	356.0	2186.0	1666.0	285.0	417.0	370.0	66.0	742.0	466.0	84.0	633.0	531.0	151.0	4861.0	59999.0	248.0	90897.0	17109.0	1814.0	1204278.0	41408.0	3949.0	523.0	153.0	372.0	615.0	783.0	20.0	711.0	250.0	17.0	843.0	6704.0	19.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16	231.0	414.0	341.0	252.0	282.0	261.0	257.0	780.0	303.0	276.0	247.0	72.0	183.0	220.0	93.0	172.0	160.0	103.0	495.0	7008.0	252.0	10824.0	35324.0	850.0	164337.0	99449.0	1969.0	171.0	64.0	49.0	277.0	230.0	12.0	162.0	133.0	24.0	259.0	65246.0	8.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17	1520.0	13299.0	1418.0	1380.0	1614.0	695.0	1402.0	6463.0	830.0	994.0	741.0	379.0	685.0	589.0	626.0	602.0	522.0	631.0	1405.0	6366.0	3334.0	6854.0	53836.0	2492.0	173680.0	384397.0	2405.0	897.0	407.0	95.0	1200.0	3747.0	29.0	833.0	496.0	71.0	2341.0	73773.0	43.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18	2530.0	3513.0	2608.0	2511.0	1928.0	471.0	2072.0	1074.0	459.0	154.0	108.0	42.0	225.0	294.0	47.0	163.0	179.0	72.0	12326.0	56045.0	382.0	32022.0	17721.0	1263.0	99979.0	13295.0	3810.0	167.0	41.0	23.0	166.0	274.0	2.0	181.0	89.0	2.0	198.0	1292.0	6.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4	28326.0	16785.0	30938.0	15007.0	10673.0	5729.0	17643.0	2331.0	5428.0	485.0	414.0	71.0	514.0	520.0	87.0	402.0	424.0	156.0	88879.0	172330.0	2118.0	140801.0	115079.0	13280.0	664405.0	733927.0	31377.0	306.0	161.0	217.0	382.0	711.0	2.0	538.0	148.0	12.0	468.0	1751.0	54.0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5	4266.0	6517.0	6316.0	5025.0	6039.0	3253.0	4973.0	6095.0	3773.0	2558.0	2483.0	414.0	7197.0	3401.0	817.0	5775.0	3767.0	1105.0	25669.0	58269.0	3412.0	86899.0	168631.0	9562.0	443941.0	330571.0	23543.0	3552.0	1299.0	168.0	6365.0	7278.0	74.0	9178.0	1718.0	58.0	9756.0	18339.0	39.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10	682.0	3163.0	196.0	1036.0	1066.0	64.0	1101.0	1719.0	42.0	103.0	65.0	20.0	283.0	149.0	21.0	166.0	207.0	37.0	89943.0	25845.0	88.0	51834.0	26782.0	214.0	128226.0	226259.0	262.0	343.0	193.0	21.0	584.0	764.0	12.0	247.0	111.0	18.0	324.0	1530.0	77.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16	438.0	856.0	286.0	559.0	430.0	92.0	655.0	504.0	102.0	158.0	70.0	26.0	196.0	165.0	33.0	128.0	153.0	55.0	1484.0	2634.0	142.0	2972.0	29906.0	172.0	19748.0	138752.0	284.0	232.0	104.0	19.0	251.0	522.0	4.0	199.0	103.0	10.0	177.0	473.0	24.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21	500.0	6067.0	304.0	1487.0	3246.0	78.0	737.0	7089.0	57.0	1090.0	973.0	86.0	1029.0	1449.0	171.0	718.0	800.0	197.0	916.0	18741.0	116.0	6470.0	145640.0	209.0	52479.0	370061.0	402.0	786.0	353.0	26.0	650.0	2168.0	8.0	514.0	539.0	8.0	835.0	10221.0	10.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31	1016.0	2918.0	696.0	2292.0	2588.0	236.0	4819.0	9850.0	223.0	147.0	195.0	16.0	248.0	224.0	37.0	192.0	125.0	36.0	944.0	1549.0	242.0	1778.0	10412.0	335.0	71244.0	423469.0	1289.0	208.0	52.0	22.0	178.0	221.0	4.0	199.0	100.0	8.0	288.0	495.0	10.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34	449.0	2138.0	364.0	1545.0	2403.0	169.0	2847.0	6800.0	154.0	210.0	217.0	23.0	212.0	171.0	34.0	156.0	125.0	50.0	1084.0	805.0	152.0	833.0	12614.0	239.0	39611.0	250801.0	1359.0	200.0	56.0	8.0	408.0	267.0	0	518.0	197.0	2.0	871.0	6468.0	2.0
