MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13,Bacteria,Marinisomatota,,,,,,2.19209948909655e-05,0.0014113827705032,0.0006255686700497,0.0018334114817341,0.0002462384020982,0.0041790826463479,3.7756085824169e-06,6.22410758206529e-06,4.14542220694054e-06,5.58714306579502e-06,4.97839466016049e-06,9.49096526016713e-06,2.83497130463853e-06,6.29573105364446e-06,4.90050676787723e-06,2.18542356106669e-05,1.52012661025159e-05,0.0001298501472617,4.97836859583528e-06,2.15951704560792e-06,2.45262222031253e-05,4.44921078437406e-06,8.7456382760747e-06,1.64651993845886e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15,Bacteria,Marinisomatota,,,,,,4.26798163782052e-06,0.0001630774772235,2.26004680229934e-05,7.06423798544624e-05,3.26666293845876e-05,0.0006457607906044,3.01703882156601e-06,2.34707967480116e-06,2.53699839064761e-06,1.83945940935405e-06,4.55422650525893e-06,2.63637923893531e-06,2.59872369591865e-06,2.97298410866544e-06,3.46733969425276e-06,6.15673770450357e-06,5.08941067749431e-06,1.24181789311163e-05,5.5594400092293e-06,1.34038989037733e-06,1.20428156925525e-05,3.05162007689057e-06,5.22127658273117e-06,1.74469404041127e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalomonadales,UBA6429,Thiohalophilus,,4.30404908828098e-05,0.0001393750475238,3.68002824642987e-05,3.80693126928419e-05,4.46885635378808e-05,4.2016445317758e-05,2.17916404026254e-05,1.86027796447203e-05,0.0001178792258765,4.72242523130428e-05,8.45880599432651e-05,6.95345024269189e-05,2.82770214744715e-05,2.07409361933953e-05,2.60512789028191e-05,2.62425486553663e-05,4.59163059807272e-05,6.85423810071822e-05,5.95990814548734e-05,3.43847239934296e-05,7.32429783670748e-05,3.41832736344128e-05,2.77287081375759e-05,1.53712593914047e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23,Bacteria,Proteobacteria,Gammaproteobacteria,XJ16,Halofilaceae,Halofilum,,2.20812946707897e-05,8.69032411729363e-05,4.02870053487413e-05,8.89141793796603e-05,2.06254908636373e-05,0.0003199194293004,5.71513353913791e-05,6.2745263306351e-05,6.37234301650899e-05,5.08859799223177e-05,9.87195568934067e-05,6.83701015963891e-05,2.1425840821595e-05,0.0001110147242459,0.0003997842667473,0.0002174070711398,0.0027292187977829,0.0002523351583705,2.84567946235127e-05,1.89702402540903e-05,6.56899929152996e-05,3.07469955646369e-05,6.23010180818029e-05,3.18645085194083e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,1.49479544686108e-05,0.0001175599705477,2.05770847947158e-05,3.54222914336583e-05,1.64005299790934e-05,0.0028884617392079,6.80988762582043e-06,7.61496961157709e-06,1.52054086550579e-05,1.1329007016489e-05,1.47789115023598e-05,1.32917453296322e-05,6.40776206420221e-05,0.0001219797891643,0.0001715177368757,0.0006641417055709,0.0014499016716928,0.0005673392347403,1.32075961801182e-05,6.06898755920847e-06,1.48542047218244e-05,1.86430907218441e-05,1.69877963102432e-05,1.51468614440849e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,,,,3.2059955964849e-06,4.36981666629713e-06,5.40171058263392e-06,9.41163114376392e-06,4.05212157563079e-06,4.16561756901674e-06,9.82692644738645e-07,1.44301935561849e-06,9.94901329665729e-07,1.25495828862473e-06,4.01843515169905e-07,1.31818961946766e-06,5.45186789353563e-07,5.4213239628605e-07,7.62814732735607e-07,8.07798918676001e-07,1.47325045927467e-06,1.13740077297011e-06,5.80129135426357e-05,5.15491612007615e-05,3.41982396844262e-06,2.28230409111984e-06,6.71306989208293e-07,2.54130675339647e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,,,2.01376598404208e-05,0.0002256491711222,0.0003273545008606,0.0011391014818686,0.0001057200439518,0.0030039731885541,1.11544235288755e-05,1.29871742005664e-05,1.3248769373382e-05,2.0268435921761e-05,1.03809574752226e-05,3.6667641248192e-05,9.99509113814866e-07,1.27313672418143e-05,3.53668648813781e-06,2.46706156244292e-06,3.01346684851637e-06,6.04127623675926e-06,1.05849225034479e-05,3.7977713560691e-06,6.46409671581087e-05,3.29651899902758e-05,1.23445896348858e-05,2.4094729593461e-05
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pontimonas,,1.52284790833033e-06,6.80127107594884e-07,5.05845807069397e-07,2.75731381164958e-07,5.7613102971054e-07,4.95370737937126e-07,5.34446876963123e-07,5.21573261066924e-07,5.80359108971675e-07,9.28325309393634e-07,1.58504942094796e-06,7.25004290707211e-07,1.76277061890985e-06,2.62322127235186e-07,5.31658753118756e-07,4.58480467356649e-07,4.9108348642489e-07,4.28856029152663e-07,8.74748046649921e-06,1.21007420659065e-06,1.07000627233481e-06,7.03924126980219e-06,4.84832825539322e-07,8.55517174156649e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,,1.58296032576442e-06,2.68650207499979e-06,1.19235083094929e-06,1.02939715634918e-06,1.34430573599126e-06,1.26094369656723e-06,6.72368651663283e-07,1.23439005119172e-06,1.67475057160398e-06,1.92541545652013e-06,1.33947838389968e-06,1.24788617309605e-05,1.37568799846882e-05,2.13355330151284e-06,2.0110570226666e-06,2.6417207881026e-06,2.99114487186069e-06,2.49855251767204e-06,0.0003232013429094,4.53312414315111e-05,1.64906849030423e-05,0.0004172513468158,5.92987840467325e-06,0.0008131340118566
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,,2.26423439001746e-06,3.92773404636046e-06,1.89692177651024e-06,1.93011966815471e-06,2.78463331026761e-06,2.40930313451238e-06,1.86194395845217e-06,3.18159689250824e-06,8.92094858933604e-06,1.02803432410628e-05,6.58576872084011e-06,4.76525547437558e-05,3.20024645350542e-05,5.10653741017828e-06,5.70955269653621e-06,5.26160917299774e-06,3.88402393808777e-06,4.25126846290466e-06,0.0015882252191338,0.0001731709272262,7.38514133062455e-05,0.0016706337727666,1.69505014775094e-05,0.0027795051744764
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCGC-AAA027-K21,,5.73071712871676e-06,3.17959422800608e-06,3.57705249284788e-06,3.16171983735819e-06,3.207129398722e-06,1.86889869312643e-06,2.34639419208648e-05,3.32068309545942e-05,8.77171338988618e-05,7.48505258722201e-05,5.08555293087247e-05,2.92418397251909e-05,4.12524670610863e-06,1.95867188335605e-06,1.71055424916469e-06,2.96920683621449e-06,3.05811080182772e-06,2.12563423145233e-06,0.0002541480725123,0.0001131884796318,8.14463597883083e-05,0.0001115764618029,0.0001427273248722,0.0001291410186825
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017,Bacteria,Actinobacteriota,Actinomycetia,Nanopelagicales,S36-B12,S36-B12,,2.64494636710004e-06,2.4994671204112e-06,1.86078993314814e-06,2.02203012854303e-06,2.03566297164391e-06,1.71128073105553e-06,3.74802422747687e-05,4.77934964890991e-05,3.85690082133748e-05,5.15220546713467e-05,8.6374031121798e-05,4.9234382287117e-05,4.39784010078541e-06,1.67886161430519e-06,2.51960017782367e-06,2.16140791753849e-06,2.38845150215742e-06,1.49167314487883e-06,0.0001450793977549,4.47168960650881e-05,5.74446504637785e-05,0.0001586970659314,5.32010788947572e-05,0.0001737120609689
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Ornithinicoccus_A,,1.23030081015108e-05,2.17810706207262e-05,1.4850187621823e-05,2.29408509129245e-05,2.09327607461496e-05,1.3622695293271e-05,9.82692644738645e-07,6.43273688649206e-07,5.65435589026689e-06,2.80216713761412e-06,1.74132189906959e-06,3.69093093450944e-06,0.0064031643222786,0.0002757879964332,0.0001985398708929,4.16125605134178e-05,8.27922114159053e-05,7.28868790416418e-05,3.97327209699156e-06,1.43347252165353e-06,4.30100560448305e-06,8.29579071322772e-06,2.27498479676144e-06,2.83302408491218e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,,2.51269904874504e-05,1.60339965615494e-05,1.2302892664795e-05,1.06248492208897e-05,1.75527920385144e-05,1.02001338311599e-05,2.94980195639969e-05,5.20008541283723e-05,1.67640874048675e-05,1.68989588728508e-05,1.06935024314658e-05,3.57888481685469e-05,0.0038051493691861,0.0002079514943302,0.0002074393761081,2.84476213793197e-05,8.7167318840418e-05,4.79572916078543e-05,1.47309455611782e-05,6.36685197929232e-06,1.653264593333e-05,1.95790918378651e-05,6.52659572841396e-06,1.84006316802217e-05
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,,0.0001104866232438,5.03464091397113e-05,2.93751886533872e-05,2.4503328739526e-05,3.7333290725243e-05,6.34975218628498e-06,1.72402218375201e-07,1.73857753688975e-07,3.48215465383005e-07,2.40676932065016e-07,1.78597117853291e-07,2.19698269911276e-07,0.0079152762283367,0.0016694180177247,0.0024175679284207,0.0005445874656068,0.0004349213931592,0.0004193279669397,9.42277967665983e-08,1.11699157531444e-07,1.67844121150558e-07,1.66685130250325e-07,7.45896654675881e-08,2.80497434149721e-07
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,2.8152648831633e-05,3.69138987647123e-05,5.02593941166809e-05,3.91906203095794e-05,3.68915902691315e-05,2.41380650485727e-05,2.63775394114057e-06,3.73794170431296e-06,3.13393918844705e-06,2.8881231847802e-06,1.25017982497304e-06,2.48259044999742e-06,0.0017478870195605,3.84739119944939e-05,3.33095766627882e-05,1.37107492142846e-05,1.89513581806696e-05,9.11785209807184e-06,4.20884158890806e-06,2.58769714947846e-06,3.2939408775797e-06,7.2187483331487e-06,4.21431609891873e-06,6.92828662349811e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,BM509,,6.94298421363761e-05,5.17406697102808e-05,8.93721145561539e-05,7.33629294819566e-05,6.86748187414963e-05,4.39528945660577e-05,4.79278167083058e-06,3.96395678410862e-06,7.54466841663178e-06,5.4496133903293e-06,6.96528759627836e-06,5.69018519070205e-06,0.0056099175437692,0.0003740888415791,0.0018489242185633,8.92726967153018e-05,0.0001598030308779,7.10036416962323e-05,8.29204611546065e-06,4.00255314487675e-06,1.14763417836694e-05,1.39117974093541e-05,9.52882976348438e-06,6.11484406446392e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,JAACFB01,,0.0003489525832049,0.0002903462622322,0.0002554882644134,0.0001993721706743,0.000235387934372,7.69625991940498e-05,3.20668126177874e-06,2.99035336345036e-06,4.22833065107935e-06,6.54985079405509e-06,3.10312492270093e-06,3.5810817995538e-06,0.0051173412795882,0.0008706121640099,0.0030350780123692,0.0003836389891614,0.0002920160986095,7.35954237854592e-05,3.20374509006434e-06,1.93611873054503e-06,2.53864233240219e-06,5.46214349897219e-06,3.89731002068148e-06,5.86239637372917e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,,4.0575881768012e-05,4.52454558327497e-05,3.70712712895144e-05,3.06245654013881e-05,3.20904983548771e-05,1.56041782450195e-05,2.13778750785249e-06,1.73857753688975e-06,2.95154061134166e-06,4.48690566206923e-06,2.12084077450783e-06,1.84546546725472e-06,0.0079068076602087,0.0012156706901751,0.002843334127277,0.0002283451051468,0.0002608769411748,2.33446847173537e-05,2.18294395842619e-06,3.72330525104814e-07,2.39177872639545e-06,2.03868736229244e-06,2.64793312409938e-06,2.01958152587799e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,UBA11579,,0.0001445503264565,0.0001330328622455,0.0001313934483862,0.000131137844882,0.0001069875322172,6.24617466835267e-05,2.46535172276537e-06,2.0515214935299e-06,2.86863216720285e-06,2.76778471874769e-06,2.03154221558119e-06,3.1856249137135e-06,0.0030151737114128,0.0003808567524618,0.0014225107829641,0.0001529796492746,0.0002027281919868,6.27994393993987e-05,7.30265424941137e-06,3.38820777845381e-06,3.10511624128532e-06,2.67978401710138e-06,2.27498479676144e-06,2.46837742051755e-06
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17,Bacteria,Actinobacteriota,Actinomycetia,Nitriliruptorales,,,,1.36054438125828e-05,1.47077487017394e-05,9.6291362559996e-06,9.9814759981715e-06,1.3903962183681e-05,1.11683584553097e-05,1.07234179829375e-05,7.37156875641253e-06,3.69108393305986e-05,1.9151007308602e-05,2.16325758999799e-05,3.90623523902249e-05,0.0062372821551713,0.0005331260032509,0.001176445242662,6.74621259110498e-05,0.0001810758746308,4.48993616608527e-05,2.42950669329879e-05,5.58495787657221e-06,3.90657191977924e-05,5.16339245783123e-05,2.07172795836226e-05,2.08970588441542e-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,,4.60060368095583e-05,4.53474748988889e-05,4.56345181663321e-05,4.1727349016297e-05,4.98929471729327e-05,3.33249405521339e-05,1.43611047906542e-05,1.13355255405211e-05,3.28649072566246e-05,3.70986299568789e-05,5.02750886757015e-05,4.18964600720804e-05,0.00095384063376,0.0070796020342486,0.0005655924509265,0.0001418232912356,0.0004220862565821,0.0001165742562722,2.28502407159001e-05,9.84814238902233e-06,4.37233935597204e-05,5.92501528374425e-05,8.26453493380876e-05,2.72924003427679e-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,0.0001426467665711,0.0001040934538173,0.0001886624201152,0.0001533617942039,0.0001193359406207,6.00749604007387e-05,4.05145213181722e-06,5.68514854562947e-06,3.81378843038529e-06,8.59560471660773e-06,1.9645682963862e-06,5.62427570972867e-06,0.0020111758930323,0.0039385568827345,0.0022172943876807,0.0005558311532587,0.0007862469837429,0.0002721184734545,1.16999514318526e-05,7.13012955575719e-06,6.6927843308785e-06,1.32578788214489e-05,6.71306989208293e-06,2.95083300725507e-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,70-9,,,1.45472050190502e-05,5.05674504496796e-05,1.78671965425584e-05,1.72056381846934e-05,2.10863956874057e-05,3.82561310797808e-05,1.67230151823945e-06,1.58210555856967e-06,5.02425171481193e-06,3.59296277154203e-06,5.11234249855046e-06,5.84397397963995e-06,0.0107998958765924,0.0031189751165427,0.0006319804482724,0.0002676652633234,0.0007285893180412,0.0001699575089446,5.52803074364043e-06,2.88556156956231e-06,8.79083584526048e-06,9.6420936883265e-06,4.43808509532149e-06,3.05742203223196e-06
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,SHZL01,,5.19371286630554e-05,7.33687117317981e-05,5.04942510985345e-05,4.4411134459636e-05,4.32290315959475e-05,2.27195033899345e-05,2.94807793421593e-06,2.7295667329169e-06,3.79720674155753e-06,9.14572341847062e-06,3.57194235706582e-06,3.82274989645621e-06,0.0044027286089966,0.0042375866196408,0.0059972031975714,0.0003264817575643,0.0008829011426619,8.12588945672742e-05,2.02589763048186e-06,1.07975852280396e-06,1.72040224179322e-06,3.14137360856382e-06,2.08851063309247e-06,2.66472562442235e-06
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,,,,4.78895592224932e-06,4.06375946787943e-06,4.46228265521933e-06,5.93741574108544e-06,5.31960984099398e-06,4.36826923453647e-06,2.77567571584073e-05,1.79942775068089e-05,2.76582569647073e-05,2.45490470706317e-05,2.97587447623046e-05,3.00986629778448e-05,0.0012123136905925,0.0064791291968654,0.0020805193945414,0.0001732619518543,0.0006136981041945,0.0002244968083042,1.10089475888976e-05,5.9945214541875e-06,1.88405025991501e-05,2.07715316158098e-05,1.3575319115101e-05,1.78115870685073e-05
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,1.4406942711704e-05,1.48777804786381e-05,1.49405172302283e-05,1.37130406899373e-05,1.68998435381758e-05,8.39878569320672e-06,2.79291593767825e-06,2.43400855164565e-06,3.34950114320795e-06,6.96243982045226e-06,1.49575086202131e-06,2.85607750884659e-06,0.0003903173953911,0.0045622189961652,0.0037404967153659,0.001355355591119,0.000441350122436,6.00211981670619e-05,3.36079141800867e-06,9.86675891527757e-07,2.81138902927185e-06,6.57765167833975e-06,2.40551671132972e-06,1.2061389668438e-05
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,,1.58296032576442e-06,4.59085797626547e-07,1.80659216810499e-07,4.2278811778627e-07,9.60218382850899e-07,5.85438144834785e-07,0.0,1.04314652213385e-07,2.15561954760908e-07,1.03147256599293e-07,8.92985589266456e-08,4.39396539822552e-08,6.9056993318118e-07,4.89667970839013e-07,4.62311959233701e-07,3.71150854526811e-07,5.80371393047597e-07,5.96669257951532e-07,1.38200768591011e-06,1.11699157531444e-07,2.30785666582017e-07,6.02630855520406e-07,1.8647416366897e-07,3.36596920979665e-07
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,,3.30618295887505e-06,2.39744805427197e-06,5.04039214901293e-06,4.11758862539671e-06,4.32098272282905e-06,3.039774982796e-06,1.08613397576377e-06,1.70380598615195e-06,1.16071821794335e-06,1.117428613159e-06,4.46492794633228e-07,1.09849134955638e-06,6.21512939863062e-06,2.69317383961457e-06,2.56583137374704e-06,2.09591070791611e-06,2.99114487186069e-06,1.28656808745799e-06,1.42912158429341e-06,4.09563577615295e-07,1.07000627233481e-06,2.34641375660073e-06,1.10019756564692e-06,2.97327280198704e-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,IMCC3088,,6.21161646818949e-06,6.90329014208807e-06,7.22636867241996e-06,7.02195917366761e-06,8.46912613674493e-06,3.89541534832376e-06,4.75830122715554e-06,5.30266148751373e-06,6.46685864282724e-06,6.46389474688901e-06,5.04536857935548e-06,6.08564207654235e-06,8.30501209115261e-06,7.72975868253014e-06,1.14653365889958e-05,5.45810080186487e-06,7.79036985283121e-06,4.30720620583762e-06,6.61165040645631e-06,2.56908062322322e-06,4.28002508933923e-06,8.1291055829774e-06,5.38910333003324e-06,8.10637584692694e-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Marinobacterium,,3.70693240843566e-06,3.28161329414532e-06,2.98087707737324e-06,2.05879431269836e-06,3.49519491357727e-06,1.93644924829967e-06,1.01717308841368e-06,1.23439005119172e-06,1.65816888277622e-06,7.04839586761834e-07,1.2725044647047e-06,1.25228013849427e-06,3.416503879949e-06,1.05278613730388e-05,5.24724073730251e-06,1.08070395876924e-05,3.70544812484235e-06,2.61042800353795e-06,1.39771231870454e-06,3.2951251471776e-06,1.13294781776627e-06,4.15430632316195e-06,7.64544071042778e-07,5.46969996591956e-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA3439,,8.23540118847058e-06,7.10732827436654e-06,1.61689999045397e-05,1.59556559234123e-05,1.13881900206117e-05,8.89415643114385e-06,2.98255837789097e-06,2.97296758808147e-06,6.05231642213319e-06,4.24622873000422e-06,6.27322376459685e-06,4.15229730132312e-06,2.9022110086588e-05,2.79285624796394e-05,3.20844499708189e-05,1.47368721650352e-05,2.09603360796805e-05,1.69304901943747e-05,6.28185311777322e-06,2.01058483556599e-06,5.0982651799482e-06,7.14181673457162e-06,6.11635256834222e-06,8.2466245640018e-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarina,Actinomarina sp014384285,1.92359735789094e-06,1.05419701677207e-06,7.04570945560946e-07,1.80144502361106e-06,4.76268317894046e-06,1.95896610002409e-06,3.44804436750402e-08,0.0,7.13012619593772e-07,6.87648377328618e-08,8.92985589266456e-08,0.0,1.05402779275022e-06,1.53895647977976e-06,2.21909740432177e-06,1.70292745018184e-06,3.21436463841746e-06,1.02552528710419e-06,3.76911187066393e-07,4.46796630125777e-07,3.77649272588756e-07,2.43616728827398e-07,7.45896654675881e-08,1.40248717074861e-07
Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,,,3.92133336395059e-05,3.67948765208832e-05,3.53550087298147e-05,3.20399864913682e-05,3.76981737107263e-05,2.28771213520054e-05,7.06849095338323e-06,7.02385324903458e-06,1.4641631234914e-05,1.46469104370996e-05,1.78820364250608e-05,1.67410081672392e-05,0.0019784101669921,0.0014759641929596,0.0064725061228595,0.0003198883717956,0.0007962249073079,0.0002065221469084,9.2657333487155e-06,4.31903409121584e-06,1.81901066296917e-05,1.74762948100918e-05,2.28057902167151e-05,1.13040465962338e-05
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,,7.61423954165163e-06,1.86014763927201e-05,8.94263123211971e-06,8.34546980325941e-06,7.72015579812123e-06,7.11982851525996e-05,2.06882662050241e-07,4.17258608853539e-07,5.63777420143913e-07,5.84501120729325e-07,5.35791353559874e-07,3.51517231858042e-07,3.30746652207828e-06,5.98094450096223e-06,0.0003635390091434,0.0039454864104424,0.0033661987236293,0.0264328023996248,1.31918915473238e-06,5.77112313912461e-07,1.44765554492356e-06,7.43672119578374e-07,3.35653494604146e-07,7.85392815619219e-07
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,2-02-FULL-47-50,,3.56667010108945e-06,5.13495966234138e-06,4.42615081185723e-06,3.49259749475614e-06,3.14951629575095e-06,4.39078608626089e-06,5.17206655125602e-07,4.69415934960232e-07,6.46685864282724e-07,5.50118701862894e-07,8.70660949534795e-07,5.27275847787063e-07,6.70579750904883e-06,8.6688718980321e-05,0.0004141852842774,0.0019985381896108,0.0003865496697463,0.0003722470333045,8.32345538104951e-07,6.70194945188665e-07,9.65103696615709e-07,6.28274721712764e-07,4.47537992805528e-07,3.36596920979665e-07
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,LD21,,4.86910581216144e-06,6.93729649746782e-06,6.93731392552317e-06,7.0771054499006e-06,7.52811212155105e-06,7.88089810354518e-06,1.10337419760129e-06,6.60659464018104e-07,8.62247819043632e-07,5.84501120729325e-07,1.04925806738809e-06,8.34853425662849e-07,1.85363508380212e-06,2.69317383961457e-06,3.50432465099146e-05,0.003208992120642,1.59602133088089e-05,5.81938985645853e-05,8.48050170899385e-07,5.58495787657221e-07,1.30079193891682e-06,9.36001116021057e-07,8.95075985611057e-07,1.2061389668438e-06
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54,Bacteria,Proteobacteria,Gammaproteobacteria,SLND01,,,,1.32447693079782e-05,0.0002078128377256,2.07938758548884e-05,2.50180273177006e-05,2.01069729368978e-05,0.0002306626290649,2.87911704686585e-06,1.89504951520982e-06,3.44899127617453e-06,2.71621109044804e-06,4.62120042445391e-06,3.38335335663365e-06,1.09219086800497e-05,7.60559287563882e-05,7.3322676734465e-05,0.0024858155967981,0.0001062749308576,0.0003610408388036,1.21082718845079e-05,1.03135555454033e-05,1.97007037200467e-05,0.0001028190814982,3.28194528057387e-06,8.49907225473655e-06
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,UBA11574,,0.000573672837046,0.0024060686653607,0.0029983106917954,0.0052786934714823,0.0039388158064543,0.0137136408573859,3.91353035711706e-06,5.12880373382475e-06,4.60970949411788e-06,5.58714306579502e-06,3.14777420216426e-06,3.75684041548282e-06,0.0001160157487744,1.29936893690495e-05,0.0003662204185069,0.0052874805707985,0.0002525731658589,0.001399953892383,7.00426622631714e-06,3.7046887247929e-06,3.88139530160665e-06,4.38510111889317e-06,3.65489360791182e-06,3.05742203223196e-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,,3.56667010108945e-06,3.40063553797442e-06,5.72689717289282e-06,4.19111699370737e-06,5.01233995848169e-06,2.94970757589834e-06,9.65452422901125e-07,1.46040513098739e-06,1.32653510622097e-06,1.16900224145865e-06,4.01843515169905e-07,1.16440083052976e-06,7.85068976669131e-06,2.90303154140272e-06,3.37487730240602e-06,2.51072636885784e-06,3.41526242831855e-06,1.62219454505573e-06,1.88455593533197e-06,5.77112313912461e-07,1.23785039348537e-06,2.44898922137016e-06,1.06290273291313e-06,4.6282076634704e-06
