"SF2_A_D1"	"SF2_A_D2"	"SF2_B_D1"	"SF2_B_D2"	"SF2_C_D1"	"SF2_C_D2"	"R1_A_D1"	"R1_A_D2"	"R1_B_D1"	"R1_B_D2"	"R1_C_D1"	"R1_C_D2"	"R2A_A_D1"	"R2A_A_D2"	"R2A_B_D1"	"R2A_B_D2"	"R2A_C_D1"	"R2A_C_D2"	"R2_A_D1"	"R2_A_D2"	"R2_B_D1"	"R2_B_D2"	"R2_C_D1"	"R2_C_D2"
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.86"	6.6123659177501e-07	5.44101686075907e-07	1.15621898758719e-06	1.96688385231004e-06	6.91357235652647e-07	1.41856165863813e-06	2.34294614771898e-05	8.74852216562921e-05	0.000922439349488408	0.00271560939811788	2.5316141455704e-05	7.16436058180672e-05	3.18025627122912e-06	1.06677665075642e-06	2.35779099209188e-06	6.54972096223785e-07	1.29467464602926e-06	5.2208560070759e-07	0.000118475749801203	2.00872318294047e-05	0.000128820362983053	0.000120641568501947	0.000181383419000807	0.000204707027442466
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_concoct_out.87"	8.89663778024559e-06	6.47821069984127e-06	1.11828055205699e-05	1.05513208525791e-05	1.64389387144074e-05	1.71578410140041e-05	0.00401750613501914	0.0063636805867268	0.00151123853807341	0.00213035186417349	0.00117117292496269	0.00404268983446438	9.29180017988256e-05	1.61765311795031e-05	1.879298114285e-05	5.9820784788439e-06	9.35290821872858e-06	5.12762643552097e-06	0.000643026189768061	8.65109975081035e-05	0.00107409747278785	0.000942091534241742	0.000338954087301087	0.000724160225744335
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_maxbin.014"	4.36015401121946e-05	3.96684135504716e-05	3.14166378033458e-05	2.86944457332333e-05	3.18408415753358e-05	1.68876387933111e-05	0.0125395546719674	0.00939932389501314	0.00459583062056904	0.00752763521298808	0.0102570110754324	0.00844254314632353	4.13796773119355e-05	2.58299854617579e-05	5.72573361510939e-05	1.47587045682426e-05	2.65185082669441e-05	1.63524668507342e-05	0.00161200203318458	0.000239967023430053	0.0030457833444586	0.00280410548040193	0.00394762075003936	0.00196221980059437
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.14"	4.00749449560612e-08	1.02019066139233e-06	2.43889942694174e-06	5.7535948203088e-06	1.88202803038776e-06	9.29945976218332e-06	0.00607897118079693	0.00394867468755936	0.0070316807093673	0.00473683146480932	0.0117371123650018	0.00707696461003601	5.03389135503123e-06	2.5882449887205e-06	3.58985236344969e-05	6.02574328525882e-06	1.16520718142633e-05	3.97157974823988e-06	0.00514381690232463	0.00123109226473281	0.0142773874189753	0.00898523887774236	0.00947726965722991	0.00683490902766967
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.16"	0.000127678774630011	0.000125109381442079	0.00014642429522491	0.000198232480965527	0.000104740621201376	0.000112494191215176	0.00189083857025185	0.00245273303171795	0.0031796051594787	0.00619222206421591	0.00249788161493586	0.00221084565994416	0.000113889520295959	0.000124200783174953	0.000176788093210967	9.54512668230129e-05	0.00016538352504191	8.56593303446667e-05	0.00160480931136473	0.000323964789893699	0.00145422244616358	0.00219135811966864	0.00202229365757361	0.00149813679579366
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.18"	1.3745706119929e-05	1.72072158221506e-05	2.65569048711434e-05	2.54040512513315e-05	2.03950384517531e-05	1.66849871277914e-05	0.00322221470165434	0.00370110124630626	0.00322745991343563	0.00468861012234915	0.00350999148181046	0.00496225891300502	9.68251737891928e-05	3.78793151727608e-05	6.6642268923538e-05	1.99984813380329e-05	3.26347298705995e-05	1.42641244479038e-05	0.00119433732401663	0.000235387357971263	0.00189647072488016	0.00263395842821564	0.00169631817206389	0.00169148367715306
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.19"	2.92547098179247e-06	5.15196284003125e-06	1.0514366418371e-05	2.87312099173887e-05	8.7571916516002e-06	1.52213917657044e-05	0.00156639483549156	0.0017982455179558	0.00119424639275309	0.00239882698189202	0.00180405413671556	0.00184961776455604	2.94400866250924e-06	1.81876674883062e-06	1.13266430012257e-05	6.59338576865276e-06	3.21436463841746e-06	7.45836572439414e-06	0.00391178845960136	0.000539506930876875	0.00198146279172777	0.00340792877570028	0.00232372914314451	0.00352930286570204
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.27"	7.00910787281511e-05	6.70775359865455e-05	4.17864768482684e-05	4.48155404853446e-05	5.46748347195302e-05	4.4403231600546e-05	0.00202741560764869	0.00220891491794453	0.00215663103062757	0.00344773143425023	0.00288025804425976	0.00139688553974988	0.000319043309129705	0.000272815012324593	0.000380297817665643	0.000175074041320618	0.000230519052923174	0.000193507298719406	0.0010773535143309	0.00028308289823719	0.00113059800007016	0.00123418799210579	0.00154697101438141	0.00156085602206954
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.28"	2.39047046662905e-05	2.90244243166117e-05	5.26260298568984e-05	4.36390865923741e-05	3.26858337522446e-05	2.80334803968964e-05	0.00809918037571753	0.00700005212255456	0.00644137258709897	0.00614374285361424	0.00681533299120079	0.0100278858620033	0.000154451417423864	5.64692099228276e-05	0.000105360895509361	2.9888559991012e-05	4.9041382712522e-05	1.97087314267115e-05	0.00267178206341851	0.000382979178122812	0.00640069359904624	0.0059329135945315	0.00777951563410577	0.003629272151233
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.30"	0.000105497292596831	7.61912392283169e-05	0.000139450849456024	0.000135089994678752	8.81480475457125e-05	0.000100943046280552	0.00197260894242721	0.00198335186830845	0.00234085359350401	0.00385476770000047	0.00267920233883642	0.00216354462243227	0.000104930284057582	4.13419672522653e-05	8.11588644434763e-05	4.98652089258375e-05	9.39755217203994e-05	0.000121776466365045	0.000964908343522761	0.000382644080650217	0.00147174117630867	0.00140857910414692	0.00162422726038946	0.00120961713502726
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.34"	2.57681896067474e-05	2.30393057697767e-05	3.74506556448165e-05	3.7683288759211e-05	0.000137292024380022	5.23741971109889e-05	0.00164801004567038	0.00205089560561662	0.00282843815348436	0.00347975865742431	0.00141243530654275	0.00220440850063576	0.00015637774407958	0.000139205608852805	0.000187213227891687	3.78355547585273e-05	3.40186924232515e-05	1.19147392447196e-05	0.00170604137435765	0.000409693893299082	0.00224243941960174	0.00303814422520648	0.00199283073971392	0.00146386000934056
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.37"	3.14588317905081e-06	2.44845758734158e-06	2.47503127030384e-06	4.83449021642561e-06	3.86007789906061e-06	4.32323553108764e-06	0.00110140881231181	0.00121571772844552	0.0010113669466717	0.00208900700548661	0.00138352489809025	0.000948371521726006	6.57858725819966e-06	3.21781809408494e-06	5.61709030468947e-06	2.6417207881026e-06	2.58934929205851e-06	2.57313617491598e-06	0.000409451186216458	5.72830512873756e-05	0.000866935866257776	0.000691679180873369	0.000784328979808055	0.000482147039559956
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.63"	1.66311021567654e-06	2.56747983117069e-06	1.66206479465659e-06	3.3087765739795e-06	3.05349445746586e-06	7.67824643802545e-06	0.00108747871306709	0.00191865939816079	0.00352598005740183	0.00365644990797889	0.000580931775097293	0.000743964251400555	4.37966720780696e-06	1.60890904704247e-06	2.58894697170873e-06	1.46277101489979e-06	2.09826580563362e-06	2.87147080389175e-06	6.94772954825718e-05	1.11140661743787e-05	6.40744932492255e-05	0.000348615538952007	3.74067172319954e-05	9.71082117026334e-05
"Salt_Pond_MetaG_R1_B_D2_MG_DASTool_bins_metabat.78"	1.82340999550079e-06	1.17321926060118e-06	1.96918546323444e-06	3.41906912644549e-06	2.22770664821409e-06	4.4133029379853e-06	0.000999294978368176	0.00261970601836084	0.00105884032178558	0.00227145731120132	0.000154888350458267	0.000137135660078619	1.36296697338391e-06	7.69478239889878e-07	1.43316707362447e-06	1.5064358213147e-06	4.46439533113536e-07	1.11875485865912e-06	0.000107262641985978	2.06271110908067e-05	9.8944109418254e-05	9.83185829814995e-05	5.99141487868401e-05	0.00011068428751548
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.13"	2.00374724780306e-07	3.06057198417698e-07	5.78109493793597e-07	7.16901591028892e-07	3.8408735314036e-07	9.45707772425422e-07	1.12061441943881e-06	1.14746117434723e-06	2.71939696775299e-06	8.42369262227557e-07	1.58504942094796e-06	1.29621979247653e-06	6.36051254245824e-07	4.54691687207655e-07	4.62311959233701e-07	3.05653644904433e-07	5.80371393047597e-07	1.49167314487883e-07	2.21435322401506e-06	1.0983750490592e-06	1.82530481751232e-06	7.69315985770732e-07	1.36126139478348e-06	2.63667588100738e-06
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.19"	1.4426980184182e-06	3.02656562879723e-06	1.69819663801869e-06	2.31614360178565e-06	2.40054595712725e-06	3.46759516555988e-06	1.43093841251417e-05	1.53168680999987e-05	2.31977826700393e-05	1.8428976512407e-05	2.05609931928602e-05	1.27864393088363e-05	2.66414611064108e-05	5.01909670109989e-06	4.62311959233701e-06	5.26160917299774e-06	4.50903928444672e-06	5.70564977916152e-06	0.000150371859006696	2.80178720141372e-05	5.85985787966886e-05	6.6815093364188e-05	8.87057596573291e-05	0.000215113482249421
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_concoct_out.22"	1.8354324789876e-05	4.74218625770533e-05	1.9167942903594e-05	2.12864626259348e-05	4.02907633444237e-05	4.49211191902075e-05	0.00310301580786973	0.000671855903355674	0.000698105681337614	0.000760487531697152	0.000510832406339876	0.000590285311597617	2.15530510724442e-05	2.18951535532302e-05	3.07668608870028e-05	1.93435092418091e-05	3.3639218820105e-05	3.07844045274368e-05	0.000330032858175011	0.000161107418212853	0.000577740445515364	0.000282980063432667	0.000261007886887458	0.000178648815809957
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_maxbin.028"	8.27547613342664e-06	1.20552529821193e-05	8.74390609362816e-06	1.05880850367344e-05	8.02742568063352e-06	1.42081334381057e-05	3.97214711136463e-05	2.92950314965922e-05	3.55677225355498e-05	3.04112494873581e-05	4.32874764396915e-05	3.22517060229753e-05	1.05039321415453e-05	9.28620330412557e-06	1.33377000238923e-05	9.47526299203742e-06	1.4643216686124e-05	1.40963112191049e-05	1.74478470346151e-05	0.000189385921594564	3.82474791071834e-05	2.39385490905659e-05	4.68609573300122e-05	3.14437623681837e-05
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.11"	1.70719265512821e-05	1.81593937727834e-05	2.82912333525242e-05	2.47239138444579e-05	2.10671913197487e-05	1.60545152795078e-05	0.000112613129042681	0.000176848107052425	7.14173337811716e-05	5.87767450521636e-05	6.07453447098507e-05	5.33866795884401e-05	5.83531593538097e-05	2.30668590548807e-05	2.22140896411793e-05	1.15056764903311e-05	1.71209560949041e-05	1.42641244479038e-05	5.59556066465649e-05	1.07417356492739e-05	7.00329595500703e-05	5.80064253271132e-05	0.000100677400964877	8.69261548429986e-05
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.17"	3.4063703212652e-07	1.95536543433529e-06	4.26355751672778e-06	1.20586524029475e-05	8.44992176908791e-07	1.12133921587586e-05	3.82043315919445e-05	1.7803033977751e-05	4.92144524407981e-05	2.54945635894585e-05	7.09030557877566e-05	3.20759474070463e-05	8.75933441561392e-06	2.39587542874803e-06	6.01005547003812e-07	1.74659225659676e-07	5.80371393047597e-07	2.7968871466478e-07	5.5233193538021e-05	0.00029775272092632	6.4137434794657e-05	3.86709502180754e-05	4.42689664550135e-05	3.62963679789739e-05
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5"	4.42828141764477e-06	3.67268638101237e-06	3.82997539638258e-06	4.90801858473626e-06	5.26199673802293e-06	3.94044905177259e-06	8.39598803487228e-05	0.000198962813321663	0.000662023926448404	6.32120770859332e-05	8.47443324213867e-05	6.41079551601104e-05	8.85019888050618e-06	6.1733140609347e-06	6.56482982111856e-06	3.5586817228159e-06	4.57600521441375e-06	4.88522954947816e-06	6.71058959306124e-05	3.62277600926984e-05	0.000107084549294056	7.1328413814043e-05	0.000230221002465711	0.000124625009992721
"Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.7"	8.21536371599255e-07	1.13921290522143e-06	1.28268043935454e-06	1.24998226128115e-06	1.34430573599126e-06	2.5894379483077e-06	5.05138499839338e-06	6.8847670460834e-06	2.1125071566569e-05	4.81353864130033e-06	1.78150625058658e-05	7.14019377211648e-06	2.05353690656509e-06	1.53895647977976e-06	2.10351941451334e-06	1.15711736999535e-06	1.02681092616113e-06	1.04417120141518e-06	9.50758469374977e-05	8.76838386621837e-06	1.68263731453434e-05	4.15687070978119e-05	1.41906838552086e-05	1.57920055426293e-05
"Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_concoct_out.45"	5.20974284428796e-07	9.01168417563222e-07	5.49204019103917e-06	2.10658775210028e-05	3.16872066340797e-06	4.39078608626089e-06	0.00122998638677603	0.00131255649725028	0.000825519378290139	0.00132862262104606	0.00212561824741041	0.00155043266059087	7.08742826159632e-07	6.99525672627162e-07	7.7437253171645e-06	1.46277101489979e-06	1.74111417914279e-06	9.32295715549268e-07	0.00218465576340079	0.000397276670286836	0.00142484972496223	0.00209823241959109	0.00158834963129955	0.00229040179854955
"Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047"	1.62303527072048e-06	3.55366413718327e-06	2.45696534862279e-06	2.95951682450389e-06	3.80246479608956e-06	8.21865087941141e-06	0.00236428954235383	0.00459504304422423	0.00118491090194306	0.0034274286159096	0.00184513147382181	0.00114414465004394	5.08841003396659e-06	9.96824083493705e-07	1.59497625935627e-06	1.89941907904898e-06	1.31699662268493e-06	2.7968871466478e-06	9.36153160876154e-05	2.03106301444676e-05	0.000123344448530516	0.00132868563902463	7.74800150044571e-05	0.000406048085675136
"Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.19"	2.56479647718792e-06	1.10520654984169e-06	3.08927260745953e-06	8.91531465766699e-06	1.11385332410704e-06	9.14184180011241e-06	0.0329368059323741	0.0350062587052751	0.00880366630425728	0.0231920761452302	0.0245145306168593	0.0258585742478652	4.3251485288716e-06	3.04293667592815e-06	1.96251426694706e-05	3.31852528753384e-06	7.29928636640632e-06	1.56625680212277e-06	0.00293572982679455	0.000379907451290697	0.00328124766591769	0.00377230247042749	0.00400520397178034	0.00278662980930382
"Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.27"	2.19410323634435e-05	0.000233487636037324	5.29331505254762e-05	4.84919589008774e-05	0.000121736486577837	5.57517248696511e-05	0.00319897488261736	0.00433749016790938	0.00469273401007848	0.00132090376801054	0.00394552287833545	0.00130314028797873	5.1974473918373e-06	2.34341100330099e-06	1.0933677835877e-05	7.99065957393017e-06	5.5804941639192e-06	6.71252915195473e-06	0.000840260673033346	0.000196981464306702	0.00305174181075945	0.00210922081625452	0.00354824903370953	0.00178808699347423
"Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31"	3.26610801391899e-06	2.96365387134471e-05	0.000126389188080625	0.000297495778184913	3.69876121074166e-05	0.000415323330056831	0.00188301150953762	0.000258561251286243	0.0122237722784938	0.000401758564454245	0.00467861939784374	0.00532908911427588	3.85265331143185e-06	6.9253041590089e-06	1.08874466399537e-05	1.59376543414454e-06	4.26349754123427e-06	7.08544743817444e-07	0.000797606890363666	0.00105071674184578	0.00173978823778611	0.0021310822121835	0.000631382870766766	0.00107060260666266
"Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.36"	1.2443270408857e-05	1.42826692594926e-05	1.71264937536353e-05	3.23892462408438e-05	1.36351010364828e-05	3.8053479414261e-05	0.00121909056657472	0.000850025329336135	0.0024045770236691	0.000630745474104675	0.0022330667384389	0.00725819371288582	2.87131709059543e-05	2.03911733570818e-05	3.20844499708189e-05	8.23081600921223e-06	1.73218538848052e-05	5.29543966431984e-06	0.0026190459064948	0.000926898225722179	0.00385676417682781	0.00694408970429545	0.0024390447659574	0.00575028154929953
"Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_concoct_out.85"	9.01686261511378e-07	2.58448300886056e-06	3.64931617957208e-06	1.04410283001131e-05	2.47736342775532e-06	1.22942010415305e-05	0.0174246577307379	0.0291453225848907	0.00751588260482678	0.0102870650039512	0.0035188990130634	0.00457392025110985	1.98993178114051e-05	2.46582799601075e-06	6.56482982111856e-06	1.92125148225643e-06	3.52687231159694e-06	3.89699609099594e-06	0.00485628078049135	0.000262511636725149	0.00209803053386683	0.0069029825867891	0.00121534536171251	0.00613153366179583
"Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.30"	1.38258560098411e-06	3.57066731487314e-06	4.39001896849513e-06	9.63221624869588e-06	2.99588135449481e-06	1.33975267760268e-05	0.0106290622488207	0.0128529038573924	0.00433005931203767	0.00969860990505226	0.0105625237701602	0.0088256749592218	1.06493152853729e-05	2.79810269050865e-06	2.03186106083212e-05	5.02145273771568e-06	4.95547881756025e-06	3.74782877650806e-06	0.00483685414972464	0.00102699928739661	0.00570565109336178	0.00408693988667463	0.00498245912132031	0.00470281998095422
"Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.40"	1.80337252302276e-07	1.00318748370245e-06	1.95111954155339e-06	4.85287230850327e-06	9.79422750507917e-07	6.21465107593849e-06	0.0247696818423949	0.0109352702199784	0.00539108841674851	0.0109080802535167	0.00826781870142214	0.00790311798421037	1.39931275934081e-06	2.15104144332852e-06	1.2112573331923e-05	3.73334094847557e-06	2.58934929205851e-06	1.93917508834248e-06	0.010309887269319	0.00123546714840279	0.00160209311689722	0.00689713578529724	0.000276205531226479	0.00208120681216069
"Salt_Pond_MetaG_R1_C_D2_MG_DASTool_bins_metabat.58"	8.01498899121225e-08	1.70031776898721e-07	7.22636867241996e-08	4.96316486096925e-07	5.7613102971054e-07	5.17887589661541e-07	0.00029184247526554	0.000251328768732782	0.000187671554152612	0.000761037650399015	0.000556798839547367	0.00127479921116018	1.81728929784521e-07	1.39905134525432e-07	2.56583137374704e-06	7.42301709053623e-07	5.80371393047597e-07	4.10210114841678e-07	0.00162173890551713	0.000165780166302918	0.000495308001515297	0.00110609688047497	7.83191487409675e-05	0.000307369088341264
"Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16"	8.01498899121225e-08	6.80127107594884e-08	2.52922903534699e-07	8.27194143494875e-07	9.60218382850899e-08	4.05303331039467e-07	0.000803342616962923	0.0011713492297041	0.000757982159694663	0.000924061889454197	0.000502884834595405	0.000648109896238265	1.63556036806069e-07	7.69478239889878e-07	4.76181318010712e-06	1.06978775716551e-06	7.14303252981658e-07	6.71252915195473e-07	0.00582632453893789	0.000681718574940659	0.000988203243789054	0.00265344776652183	0.000114774847738251	0.000587922621977815
"Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.67"	7.21349009209102e-06	7.90647762579053e-06	6.46759996181587e-06	7.9410637775508e-06	6.75993741527033e-06	6.46233644490705e-06	4.59969118625036e-05	5.8676991870029e-05	5.3890488690227e-05	5.98769824558894e-05	5.70841037938582e-05	5.40897140521562e-05	9.26817541901058e-06	1.0895112351168e-05	1.59497625935627e-05	7.66317352581828e-06	1.61164671453987e-05	1.1411299558323e-05	5.75731838243916e-05	0.0021177229441649	0.000122463266894476	7.51749937428967e-05	0.000106886990615054	0.00030627514834808
"Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.79"	1.33649941428464e-05	1.64760791814861e-05	2.6773695931316e-05	2.51650840543219e-05	1.88778934068487e-05	1.84863352657446e-05	0.000802894371195148	0.00078449834197076	0.00120510739893527	0.000672434156980222	0.00074845587164368	0.000980579288094999	7.50540480010072e-05	2.94850071012349e-05	5.0646275134052e-05	1.77060790012496e-05	2.70542357066803e-05	1.03857742712188e-05	0.000626520620701112	0.000124265312753732	0.000791426992255169	0.000902330719710491	0.00083760464836828	0.000450142282323472
"Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.23"	1.56292285328639e-06	1.90435590126568e-06	1.80659216810499e-06	1.48894945829078e-06	1.57475814787547e-06	1.48611221381138e-06	1.61023671962438e-05	1.21526569828593e-05	1.14247836023281e-05	1.01084311467307e-05	1.42431201488e-05	1.19735557101646e-05	3.18025627122912e-06	2.46582799601075e-06	2.82010295132558e-06	1.28811178924011e-06	2.4107734788131e-06	1.80865368816558e-06	1.00509649884371e-05	0.000166338662090576	1.69732367513502e-05	1.83738301268243e-05	1.87220060323646e-05	2.13458547387938e-05
"Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29"	0	1.19022243829105e-06	3.50478880612368e-06	7.24254427859958e-06	9.21809647536863e-07	1.1235909010483e-05	1.87056406937093e-05	9.70126265584479e-06	2.13406335213299e-05	1.66238995219193e-05	4.71049898338056e-05	2.35077148805066e-05	4.23428406397934e-06	1.59142090522679e-06	9.01508320505717e-07	3.92983257734271e-07	9.59844996194103e-07	4.66147857774634e-07	1.38986000230732e-05	6.40222337917727e-05	2.2344248628168e-05	1.68223762221867e-05	1.39669148588059e-05	1.009790762939e-05
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.24"	1.23030081015108e-05	2.17810706207262e-05	1.4850187621823e-05	2.29408509129245e-05	2.09327607461496e-05	1.3622695293271e-05	9.82692644738645e-07	6.43273688649206e-07	5.65435589026689e-06	2.80216713761412e-06	1.74132189906959e-06	3.69093093450944e-06	0.00640316432227867	0.000275787996433258	0.000198539870892913	4.16125605134178e-05	8.27922114159053e-05	7.28868790416418e-05	3.97327209699156e-06	1.43347252165353e-06	4.30100560448305e-06	8.29579071322772e-06	2.27498479676144e-06	2.83302408491218e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42"	2.51269904874504e-05	1.60339965615494e-05	1.2302892664795e-05	1.06248492208897e-05	1.75527920385144e-05	1.02001338311599e-05	2.94980195639969e-05	5.20008541283723e-05	1.67640874048675e-05	1.68989588728508e-05	1.06935024314658e-05	3.57888481685469e-05	0.00380514936918617	0.00020795149433024	0.000207439376108162	2.84476213793197e-05	8.7167318840418e-05	4.79572916078543e-05	1.47309455611782e-05	6.36685197929232e-06	1.653264593333e-05	1.95790918378651e-05	6.52659572841396e-06	1.84006316802217e-05
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.46"	0.000110486623243861	5.03464091397113e-05	2.93751886533872e-05	2.4503328739526e-05	3.7333290725243e-05	6.34975218628498e-06	1.72402218375201e-07	1.73857753688975e-07	3.48215465383005e-07	2.40676932065016e-07	1.78597117853291e-07	2.19698269911276e-07	0.00791527622833673	0.00166941801772472	0.00241756792842079	0.000544587465606869	0.000434921393159207	0.00041932796693975	9.42277967665983e-08	1.11699157531444e-07	1.67844121150558e-07	1.66685130250325e-07	7.45896654675881e-08	2.80497434149721e-07
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50"	2.8152648831633e-05	3.69138987647123e-05	5.02593941166809e-05	3.91906203095794e-05	3.68915902691315e-05	2.41380650485727e-05	2.63775394114057e-06	3.73794170431296e-06	3.13393918844705e-06	2.8881231847802e-06	1.25017982497304e-06	2.48259044999742e-06	0.0017478870195605	3.84739119944939e-05	3.33095766627882e-05	1.37107492142846e-05	1.89513581806696e-05	9.11785209807184e-06	4.20884158890806e-06	2.58769714947846e-06	3.2939408775797e-06	7.2187483331487e-06	4.21431609891873e-06	6.92828662349811e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51"	6.94298421363761e-05	5.17406697102808e-05	8.93721145561539e-05	7.33629294819566e-05	6.86748187414963e-05	4.39528945660577e-05	4.79278167083058e-06	3.96395678410862e-06	7.54466841663178e-06	5.4496133903293e-06	6.96528759627836e-06	5.69018519070205e-06	0.00560991754376923	0.00037408884157919	0.00184892421856334	8.92726967153018e-05	0.00015980303087799	7.10036416962323e-05	8.29204611546065e-06	4.00255314487675e-06	1.14763417836694e-05	1.39117974093541e-05	9.52882976348438e-06	6.11484406446392e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6"	0.000348952583204903	0.000290346262232256	0.000255488264413408	0.000199372170674343	0.000235387934372069	7.69625991940498e-05	3.20668126177874e-06	2.99035336345036e-06	4.22833065107935e-06	6.54985079405509e-06	3.10312492270093e-06	3.5810817995538e-06	0.00511734127958829	0.00087061216400995	0.00303507801236925	0.000383638989161478	0.000292016098609564	7.35954237854592e-05	3.20374509006434e-06	1.93611873054503e-06	2.53864233240219e-06	5.46214349897219e-06	3.89731002068148e-06	5.86239637372917e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10"	4.0575881768012e-05	4.52454558327497e-05	3.70712712895144e-05	3.06245654013881e-05	3.20904983548771e-05	1.56041782450195e-05	2.13778750785249e-06	1.73857753688975e-06	2.95154061134166e-06	4.48690566206923e-06	2.12084077450783e-06	1.84546546725472e-06	0.00790680766020877	0.00121567069017511	0.00284333412727707	0.000228345105146819	0.000260876941174895	2.33446847173537e-05	2.18294395842619e-06	3.72330525104814e-07	2.39177872639545e-06	2.03868736229244e-06	2.64793312409938e-06	2.01958152587799e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.14"	0.000144550326456513	0.000133032862245559	0.000131393448386276	0.000131137844882054	0.000106987532217247	6.24617466835267e-05	2.46535172276537e-06	2.0515214935299e-06	2.86863216720285e-06	2.76778471874769e-06	2.03154221558119e-06	3.1856249137135e-06	0.00301517371141286	0.000380856752461858	0.00142251078296414	0.000152979649274669	0.000202728191986857	6.27994393993987e-05	7.30265424941137e-06	3.38820777845381e-06	3.10511624128532e-06	2.67978401710138e-06	2.27498479676144e-06	2.46837742051755e-06
"Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17"	1.36054438125828e-05	1.47077487017394e-05	9.6291362559996e-06	9.9814759981715e-06	1.3903962183681e-05	1.11683584553097e-05	1.07234179829375e-05	7.37156875641253e-06	3.69108393305986e-05	1.9151007308602e-05	2.16325758999799e-05	3.90623523902249e-05	0.00623728215517136	0.000533126003250976	0.001176445242662	6.74621259110498e-05	0.00018107587463085	4.48993616608527e-05	2.42950669329879e-05	5.58495787657221e-06	3.90657191977924e-05	5.16339245783123e-05	2.07172795836226e-05	2.08970588441542e-05
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10"	4.60060368095583e-05	4.53474748988889e-05	4.56345181663321e-05	4.1727349016297e-05	4.98929471729327e-05	3.33249405521339e-05	1.43611047906542e-05	1.13355255405211e-05	3.28649072566246e-05	3.70986299568789e-05	5.02750886757015e-05	4.18964600720804e-05	0.000953840633760016	0.00707960203424864	0.00056559245092651	0.000141823291235657	0.000422086256582193	0.00011657425627228	2.28502407159001e-05	9.84814238902233e-06	4.37233935597204e-05	5.92501528374425e-05	8.26453493380876e-05	2.72924003427679e-05
