sra_run,bioproject,biosample,spire_mag_count,spire_mag_ids,spire_match_key,mgnify_study_present,mgnify_study,mgnify_samples_count,mgnify_run_present,mgnify_run_analysis_types
SRR7151558,PRJNA386568,SAMN07124913,9,spire_mag_01681140;spire_mag_01681141;spire_mag_01681143;spire_mag_01681148;spire_mag_01681153;spire_mag_01681154;spire_mag_01681156;spire_mag_01681158;spire_mag_01681159,SAMN07124913,False,,0,False,
SRR7151560,PRJNA386568,SAMN07124919,14,spire_mag_01681836;spire_mag_01681842;spire_mag_01681847;spire_mag_01681848;spire_mag_01681850;spire_mag_01681851;spire_mag_01681855;spire_mag_01681856;spire_mag_01681858;spire_mag_01681859;spire_mag_01681861;spire_mag_01681862;spire_mag_01681863;spire_mag_01681865,SAMN07124919,False,,0,False,
SRR7151695,PRJNA386568,SAMN07124964,40,spire_mag_01682001;spire_mag_01682002;spire_mag_01682003;spire_mag_01682006;spire_mag_01682008;spire_mag_01682009;spire_mag_01682010;spire_mag_01682013;spire_mag_01682014;spire_mag_01682015;spire_mag_01682021;spire_mag_01682022;spire_mag_01682027;spire_mag_01682031;spire_mag_01682033;spire_mag_01682036;spire_mag_01682038;spire_mag_01682042;spire_mag_01682043;spire_mag_01682044;spire_mag_01682046;spire_mag_01682047;spire_mag_01682049;spire_mag_01682050;spire_mag_01682051;spire_mag_01682052;spire_mag_01682055;spire_mag_01682058;spire_mag_01682059;spire_mag_01682061;spire_mag_01682063;spire_mag_01682066;spire_mag_01682068;spire_mag_01682069;spire_mag_01682071;spire_mag_01682072;spire_mag_01682074;spire_mag_01682075;spire_mag_01682076;spire_mag_01682077,SAMN07124964,False,,0,False,
SRR7151662,PRJNA386568,SAMN07124939,14,spire_mag_01681400;spire_mag_01681403;spire_mag_01681406;spire_mag_01681408;spire_mag_01681409;spire_mag_01681411;spire_mag_01681413;spire_mag_01681425;spire_mag_01681427;spire_mag_01681428;spire_mag_01681430;spire_mag_01681432;spire_mag_01681437;spire_mag_01681441,SAMN07124939,False,,0,False,
SRR7151555,PRJNA386568,SAMN07124916,9,spire_mag_01677686;spire_mag_01677687;spire_mag_01677690;spire_mag_01677692;spire_mag_01677696;spire_mag_01677701;spire_mag_01677705;spire_mag_01677708;spire_mag_01677710,SAMN07124916,False,,0,False,
SRR7151680,PRJNA386568,SAMN07124959,12,spire_mag_01682481;spire_mag_01682483;spire_mag_01682484;spire_mag_01682488;spire_mag_01682489;spire_mag_01682491;spire_mag_01682492;spire_mag_01682495;spire_mag_01682498;spire_mag_01682500;spire_mag_01682503;spire_mag_01682506,SAMN07124959,False,,0,False,
SRR7151564,PRJNA386568,SAMN07124922,14,spire_mag_01681206;spire_mag_01681209;spire_mag_01681213;spire_mag_01681214;spire_mag_01681216;spire_mag_01681225;spire_mag_01681228;spire_mag_01681230;spire_mag_01681232;spire_mag_01681233;spire_mag_01681234;spire_mag_01681235;spire_mag_01681240;spire_mag_01681244,SAMN07124922,False,,0,False,
SRR7151628,PRJNA386568,SAMN07124938,14,spire_mag_01678293;spire_mag_01678294;spire_mag_01678295;spire_mag_01678297;spire_mag_01678298;spire_mag_01678300;spire_mag_01678306;spire_mag_01678308;spire_mag_01678309;spire_mag_01678311;spire_mag_01678312;spire_mag_01678315;spire_mag_01678316;spire_mag_01678317,SAMN07124938,False,,0,False,
SRR7151698,PRJNA386568,SAMN07124968,14,spire_mag_01682606;spire_mag_01682608;spire_mag_01682610;spire_mag_01682611;spire_mag_01682613;spire_mag_01682618;spire_mag_01682619;spire_mag_01682620;spire_mag_01682621;spire_mag_01682623;spire_mag_01682624;spire_mag_01682626;spire_mag_01682628;spire_mag_01682629,SAMN07124968,False,,0,False,
SRR7151631,PRJNA386568,SAMN07124937,6,spire_mag_01681885;spire_mag_01681886;spire_mag_01681888;spire_mag_01681892;spire_mag_01681893;spire_mag_01681897,SAMN07124937,False,,0,False,
SRR7151683,PRJNA386568,SAMN07124980,6,spire_mag_01681072;spire_mag_01681073;spire_mag_01681074;spire_mag_01681076;spire_mag_01681081;spire_mag_01681082,SAMN07124980,False,,0,False,
SRR7151663,PRJNA386568,SAMN07124946,13,spire_mag_01682082;spire_mag_01682083;spire_mag_01682084;spire_mag_01682087;spire_mag_01682088;spire_mag_01682094;spire_mag_01682095;spire_mag_01682097;spire_mag_01682101;spire_mag_01682106;spire_mag_01682110;spire_mag_01682111;spire_mag_01682112,SAMN07124946,False,,0,False,
SRR7151679,PRJNA386568,SAMN07124958,13,spire_mag_01679951;spire_mag_01679953;spire_mag_01679955;spire_mag_01679957;spire_mag_01679960;spire_mag_01679961;spire_mag_01679963;spire_mag_01679967;spire_mag_01679968;spire_mag_01679970;spire_mag_01679971;spire_mag_01679972;spire_mag_01679974,SAMN07124958,False,,0,False,
SRR7151595,PRJNA386568,SAMN07124951,7,spire_mag_01682258;spire_mag_01682260;spire_mag_01682264;spire_mag_01682265;spire_mag_01682266;spire_mag_01682274;spire_mag_01682277,SAMN07124951,False,,0,False,
SRR7151593,PRJNA386568,SAMN07124953,23,spire_mag_01680839;spire_mag_01680841;spire_mag_01680842;spire_mag_01680843;spire_mag_01680850;spire_mag_01680852;spire_mag_01680855;spire_mag_01680856;spire_mag_01680858;spire_mag_01680861;spire_mag_01680864;spire_mag_01680865;spire_mag_01680866;spire_mag_01680870;spire_mag_01680873;spire_mag_01680876;spire_mag_01680877;spire_mag_01680884;spire_mag_01680885;spire_mag_01680886;spire_mag_01680887;spire_mag_01680888;spire_mag_01680890,SAMN07124953,False,,0,False,
SRR7151592,PRJNA386568,SAMN07124954,4,spire_mag_01679450;spire_mag_01679451;spire_mag_01679454;spire_mag_01679457,SAMN07124954,False,,0,False,
SRR7151596,PRJNA386568,SAMN07124956,33,spire_mag_01678129;spire_mag_01678130;spire_mag_01678132;spire_mag_01678133;spire_mag_01678136;spire_mag_01678138;spire_mag_01678141;spire_mag_01678148;spire_mag_01678150;spire_mag_01678156;spire_mag_01678157;spire_mag_01678158;spire_mag_01678159;spire_mag_01678161;spire_mag_01678163;spire_mag_01678167;spire_mag_01678170;spire_mag_01678171;spire_mag_01678172;spire_mag_01678175;spire_mag_01678177;spire_mag_01678179;spire_mag_01678180;spire_mag_01678184;spire_mag_01678188;spire_mag_01678192;spire_mag_01678194;spire_mag_01678197;spire_mag_01678210;spire_mag_01678212;spire_mag_01678213;spire_mag_01678215;spire_mag_01678217,SAMN07124956,False,,0,False,
SRR7151700,PRJNA386568,SAMN07124966,1,spire_mag_01681520,SAMN07124966,False,,0,False,
SRR7151590,PRJNA386568,SAMN07124974,12,spire_mag_01678237;spire_mag_01678239;spire_mag_01678241;spire_mag_01678244;spire_mag_01678246;spire_mag_01678249;spire_mag_01678250;spire_mag_01678252;spire_mag_01678253;spire_mag_01678255;spire_mag_01678259;spire_mag_01678260,SAMN07124974,False,,0,False,
SRR7151589,PRJNA386568,SAMN07124973,12,spire_mag_01681915;spire_mag_01681917;spire_mag_01681921;spire_mag_01681925;spire_mag_01681926;spire_mag_01681928;spire_mag_01681930;spire_mag_01681931;spire_mag_01681933;spire_mag_01681935;spire_mag_01681936;spire_mag_01681937,SAMN07124973,False,,0,False,
SRR7151701,PRJNA386568,SAMN07124971,14,spire_mag_01680953;spire_mag_01680955;spire_mag_01680957;spire_mag_01680958;spire_mag_01680959;spire_mag_01680960;spire_mag_01680961;spire_mag_01680963;spire_mag_01680964;spire_mag_01680968;spire_mag_01680971;spire_mag_01680973;spire_mag_01680974;spire_mag_01680977,SAMN07124971,False,,0,False,
SRR7151741,PRJNA386568,SAMN07124969,6,spire_mag_01677555;spire_mag_01677557;spire_mag_01677559;spire_mag_01677560;spire_mag_01677566;spire_mag_01677568,SAMN07124969,False,,0,False,
SRR7151617,PRJNA386568,SAMN07125027,45,spire_mag_01679154;spire_mag_01679155;spire_mag_01679156;spire_mag_01679167;spire_mag_01679168;spire_mag_01679174;spire_mag_01679176;spire_mag_01679185;spire_mag_01679187;spire_mag_01679190;spire_mag_01679191;spire_mag_01679193;spire_mag_01679194;spire_mag_01679196;spire_mag_01679198;spire_mag_01679199;spire_mag_01679204;spire_mag_01679205;spire_mag_01679216;spire_mag_01679218;spire_mag_01679220;spire_mag_01679221;spire_mag_01679224;spire_mag_01679226;spire_mag_01679227;spire_mag_01679233;spire_mag_01679234;spire_mag_01679236;spire_mag_01679237;spire_mag_01679238;spire_mag_01679240;spire_mag_01679244;spire_mag_01679246;spire_mag_01679247;spire_mag_01679251;spire_mag_01679253;spire_mag_01679254;spire_mag_01679262;spire_mag_01679264;spire_mag_01679265;spire_mag_01679268;spire_mag_01679270;spire_mag_01679273;spire_mag_01679274;spire_mag_01679276,SAMN07125027,False,,0,False,
SRR7151616,PRJNA386568,SAMN07125027,45,spire_mag_01679154;spire_mag_01679155;spire_mag_01679156;spire_mag_01679167;spire_mag_01679168;spire_mag_01679174;spire_mag_01679176;spire_mag_01679185;spire_mag_01679187;spire_mag_01679190;spire_mag_01679191;spire_mag_01679193;spire_mag_01679194;spire_mag_01679196;spire_mag_01679198;spire_mag_01679199;spire_mag_01679204;spire_mag_01679205;spire_mag_01679216;spire_mag_01679218;spire_mag_01679220;spire_mag_01679221;spire_mag_01679224;spire_mag_01679226;spire_mag_01679227;spire_mag_01679233;spire_mag_01679234;spire_mag_01679236;spire_mag_01679237;spire_mag_01679238;spire_mag_01679240;spire_mag_01679244;spire_mag_01679246;spire_mag_01679247;spire_mag_01679251;spire_mag_01679253;spire_mag_01679254;spire_mag_01679262;spire_mag_01679264;spire_mag_01679265;spire_mag_01679268;spire_mag_01679270;spire_mag_01679273;spire_mag_01679274;spire_mag_01679276,SAMN07125027,False,,0,False,
SRR7151704,PRJNA386568,SAMN07125033,39,spire_mag_01682658;spire_mag_01682665;spire_mag_01682668;spire_mag_01682669;spire_mag_01682672;spire_mag_01682676;spire_mag_01682678;spire_mag_01682681;spire_mag_01682683;spire_mag_01682685;spire_mag_01682687;spire_mag_01682689;spire_mag_01682695;spire_mag_01682705;spire_mag_01682708;spire_mag_01682711;spire_mag_01682713;spire_mag_01682714;spire_mag_01682717;spire_mag_01682721;spire_mag_01682728;spire_mag_01682730;spire_mag_01682733;spire_mag_01682736;spire_mag_01682737;spire_mag_01682742;spire_mag_01682751;spire_mag_01682757;spire_mag_01682760;spire_mag_01682761;spire_mag_01682763;spire_mag_01682764;spire_mag_01682765;spire_mag_01682771;spire_mag_01682781;spire_mag_01682783;spire_mag_01682788;spire_mag_01682791;spire_mag_01682794,SAMN07125033,False,,0,False,
SRR7151705,PRJNA386568,SAMN07125033,39,spire_mag_01682658;spire_mag_01682665;spire_mag_01682668;spire_mag_01682669;spire_mag_01682672;spire_mag_01682676;spire_mag_01682678;spire_mag_01682681;spire_mag_01682683;spire_mag_01682685;spire_mag_01682687;spire_mag_01682689;spire_mag_01682695;spire_mag_01682705;spire_mag_01682708;spire_mag_01682711;spire_mag_01682713;spire_mag_01682714;spire_mag_01682717;spire_mag_01682721;spire_mag_01682728;spire_mag_01682730;spire_mag_01682733;spire_mag_01682736;spire_mag_01682737;spire_mag_01682742;spire_mag_01682751;spire_mag_01682757;spire_mag_01682760;spire_mag_01682761;spire_mag_01682763;spire_mag_01682764;spire_mag_01682765;spire_mag_01682771;spire_mag_01682781;spire_mag_01682783;spire_mag_01682788;spire_mag_01682791;spire_mag_01682794,SAMN07125033,False,,0,False,
SRR7151618,PRJNA386568,SAMN07125030,46,spire_mag_01678502;spire_mag_01678506;spire_mag_01678507;spire_mag_01678511;spire_mag_01678512;spire_mag_01678514;spire_mag_01678515;spire_mag_01678518;spire_mag_01678520;spire_mag_01678525;spire_mag_01678528;spire_mag_01678532;spire_mag_01678533;spire_mag_01678539;spire_mag_01678540;spire_mag_01678541;spire_mag_01678544;spire_mag_01678547;spire_mag_01678548;spire_mag_01678557;spire_mag_01678559;spire_mag_01678561;spire_mag_01678565;spire_mag_01678569;spire_mag_01678572;spire_mag_01678573;spire_mag_01678574;spire_mag_01678577;spire_mag_01678580;spire_mag_01678583;spire_mag_01678585;spire_mag_01678588;spire_mag_01678593;spire_mag_01678598;spire_mag_01678602;spire_mag_01678609;spire_mag_01678613;spire_mag_01678621;spire_mag_01678624;spire_mag_01678625;spire_mag_01678627;spire_mag_01678628;spire_mag_01678629;spire_mag_01678630;spire_mag_01678631;spire_mag_01678632,SAMN07125030,False,,0,False,
SRR7151496,PRJNA386568,SAMN07125042,11,spire_mag_01683238;spire_mag_01683289;spire_mag_01683291;spire_mag_01683319;spire_mag_01683355;spire_mag_01683397;spire_mag_01683431;spire_mag_01683472;spire_mag_01683485;spire_mag_01683654;spire_mag_01683673,SAMN07125042,False,,0,False,
SRR7151532,PRJNA386568,SAMN07125045,117,spire_mag_01678675;spire_mag_01678678;spire_mag_01678680;spire_mag_01678682;spire_mag_01678687;spire_mag_01678688;spire_mag_01678690;spire_mag_01678701;spire_mag_01678705;spire_mag_01678710;spire_mag_01678711;spire_mag_01678718;spire_mag_01678720;spire_mag_01678722;spire_mag_01678730;spire_mag_01678731;spire_mag_01678732;spire_mag_01678742;spire_mag_01678743;spire_mag_01678749;spire_mag_01678753;spire_mag_01678756;spire_mag_01678757;spire_mag_01678758;spire_mag_01678762;spire_mag_01678767;spire_mag_01678768;spire_mag_01678769;spire_mag_01678775;spire_mag_01678778;spire_mag_01678779;spire_mag_01678780;spire_mag_01678782;spire_mag_01678784;spire_mag_01678790;spire_mag_01678791;spire_mag_01678792;spire_mag_01678797;spire_mag_01678802;spire_mag_01678807;spire_mag_01678811;spire_mag_01678814;spire_mag_01678820;spire_mag_01678825;spire_mag_01678827;spire_mag_01678828;spire_mag_01678833;spire_mag_01678835;spire_mag_01678838;spire_mag_01678843;spire_mag_01678845;spire_mag_01678853;spire_mag_01678857;spire_mag_01678858;spire_mag_01678860;spire_mag_01678861;spire_mag_01678862;spire_mag_01678864;spire_mag_01678867;spire_mag_01678872;spire_mag_01678875;spire_mag_01678879;spire_mag_01678882;spire_mag_01678885;spire_mag_01678890;spire_mag_01678892;spire_mag_01678901;spire_mag_01678909;spire_mag_01678913;spire_mag_01678915;spire_mag_01678916;spire_mag_01678922;spire_mag_01678927;spire_mag_01678928;spire_mag_01678930;spire_mag_01678931;spire_mag_01678933;spire_mag_01678938;spire_mag_01678943;spire_mag_01678947;spire_mag_01678948;spire_mag_01678952;spire_mag_01678967;spire_mag_01678969;spire_mag_01678972;spire_mag_01678979;spire_mag_01678998;spire_mag_01679001;spire_mag_01679003;spire_mag_01679004;spire_mag_01679011;spire_mag_01679012;spire_mag_01679015;spire_mag_01679022;spire_mag_01679025;spire_mag_01679029;spire_mag_01679032;spire_mag_01679036;spire_mag_01679043;spire_mag_01679049;spire_mag_01679050;spire_mag_01679052;spire_mag_01679058;spire_mag_01679059;spire_mag_01679062;spire_mag_01679064;spire_mag_01679067;spire_mag_01679069;spire_mag_01679071;spire_mag_01679072;spire_mag_01679073;spire_mag_01679074;spire_mag_01679091;spire_mag_01679093;spire_mag_01679098;spire_mag_01679103;spire_mag_01679104,SAMN07125045,False,,0,False,
SRR7151723,PRJNA386568,SAMN07125060,126,spire_mag_01682824;spire_mag_01682826;spire_mag_01682827;spire_mag_01682829;spire_mag_01682830;spire_mag_01682834;spire_mag_01682839;spire_mag_01682840;spire_mag_01682842;spire_mag_01682845;spire_mag_01682847;spire_mag_01682848;spire_mag_01682850;spire_mag_01682851;spire_mag_01682856;spire_mag_01682857;spire_mag_01682860;spire_mag_01682863;spire_mag_01682864;spire_mag_01682870;spire_mag_01682871;spire_mag_01682873;spire_mag_01682876;spire_mag_01682879;spire_mag_01682883;spire_mag_01682887;spire_mag_01682889;spire_mag_01682892;spire_mag_01682893;spire_mag_01682894;spire_mag_01682896;spire_mag_01682897;spire_mag_01682901;spire_mag_01682904;spire_mag_01682906;spire_mag_01682907;spire_mag_01682908;spire_mag_01682910;spire_mag_01682912;spire_mag_01682913;spire_mag_01682916;spire_mag_01682919;spire_mag_01682921;spire_mag_01682922;spire_mag_01682927;spire_mag_01682930;spire_mag_01682934;spire_mag_01682937;spire_mag_01682941;spire_mag_01682945;spire_mag_01682948;spire_mag_01682951;spire_mag_01682956;spire_mag_01682958;spire_mag_01682959;spire_mag_01682960;spire_mag_01682961;spire_mag_01682964;spire_mag_01682967;spire_mag_01682970;spire_mag_01682971;spire_mag_01682972;spire_mag_01682977;spire_mag_01682991;spire_mag_01682995;spire_mag_01682999;spire_mag_01683014;spire_mag_01683021;spire_mag_01683023;spire_mag_01683038;spire_mag_01683039;spire_mag_01683042;spire_mag_01683045;spire_mag_01683046;spire_mag_01683047;spire_mag_01683048;spire_mag_01683054;spire_mag_01683056;spire_mag_01683058;spire_mag_01683059;spire_mag_01683064;spire_mag_01683065;spire_mag_01683070;spire_mag_01683071;spire_mag_01683073;spire_mag_01683075;spire_mag_01683078;spire_mag_01683082;spire_mag_01683090;spire_mag_01683097;spire_mag_01683099;spire_mag_01683101;spire_mag_01683102;spire_mag_01683103;spire_mag_01683104;spire_mag_01683107;spire_mag_01683111;spire_mag_01683113;spire_mag_01683115;spire_mag_01683122;spire_mag_01683126;spire_mag_01683129;spire_mag_01683133;spire_mag_01683136;spire_mag_01683137;spire_mag_01683141;spire_mag_01683142;spire_mag_01683144;spire_mag_01683146;spire_mag_01683147;spire_mag_01683153;spire_mag_01683154;spire_mag_01683155;spire_mag_01683156;spire_mag_01683158;spire_mag_01683163;spire_mag_01683166;spire_mag_01683168;spire_mag_01683170;spire_mag_01683174;spire_mag_01683176;spire_mag_01683178;spire_mag_01683180;spire_mag_01683182;spire_mag_01683187;spire_mag_01683198,SAMN07125060,False,,0,False,
SRR7151726,PRJNA386568,SAMN07125060,126,spire_mag_01682824;spire_mag_01682826;spire_mag_01682827;spire_mag_01682829;spire_mag_01682830;spire_mag_01682834;spire_mag_01682839;spire_mag_01682840;spire_mag_01682842;spire_mag_01682845;spire_mag_01682847;spire_mag_01682848;spire_mag_01682850;spire_mag_01682851;spire_mag_01682856;spire_mag_01682857;spire_mag_01682860;spire_mag_01682863;spire_mag_01682864;spire_mag_01682870;spire_mag_01682871;spire_mag_01682873;spire_mag_01682876;spire_mag_01682879;spire_mag_01682883;spire_mag_01682887;spire_mag_01682889;spire_mag_01682892;spire_mag_01682893;spire_mag_01682894;spire_mag_01682896;spire_mag_01682897;spire_mag_01682901;spire_mag_01682904;spire_mag_01682906;spire_mag_01682907;spire_mag_01682908;spire_mag_01682910;spire_mag_01682912;spire_mag_01682913;spire_mag_01682916;spire_mag_01682919;spire_mag_01682921;spire_mag_01682922;spire_mag_01682927;spire_mag_01682930;spire_mag_01682934;spire_mag_01682937;spire_mag_01682941;spire_mag_01682945;spire_mag_01682948;spire_mag_01682951;spire_mag_01682956;spire_mag_01682958;spire_mag_01682959;spire_mag_01682960;spire_mag_01682961;spire_mag_01682964;spire_mag_01682967;spire_mag_01682970;spire_mag_01682971;spire_mag_01682972;spire_mag_01682977;spire_mag_01682991;spire_mag_01682995;spire_mag_01682999;spire_mag_01683014;spire_mag_01683021;spire_mag_01683023;spire_mag_01683038;spire_mag_01683039;spire_mag_01683042;spire_mag_01683045;spire_mag_01683046;spire_mag_01683047;spire_mag_01683048;spire_mag_01683054;spire_mag_01683056;spire_mag_01683058;spire_mag_01683059;spire_mag_01683064;spire_mag_01683065;spire_mag_01683070;spire_mag_01683071;spire_mag_01683073;spire_mag_01683075;spire_mag_01683078;spire_mag_01683082;spire_mag_01683090;spire_mag_01683097;spire_mag_01683099;spire_mag_01683101;spire_mag_01683102;spire_mag_01683103;spire_mag_01683104;spire_mag_01683107;spire_mag_01683111;spire_mag_01683113;spire_mag_01683115;spire_mag_01683122;spire_mag_01683126;spire_mag_01683129;spire_mag_01683133;spire_mag_01683136;spire_mag_01683137;spire_mag_01683141;spire_mag_01683142;spire_mag_01683144;spire_mag_01683146;spire_mag_01683147;spire_mag_01683153;spire_mag_01683154;spire_mag_01683155;spire_mag_01683156;spire_mag_01683158;spire_mag_01683163;spire_mag_01683166;spire_mag_01683168;spire_mag_01683170;spire_mag_01683174;spire_mag_01683176;spire_mag_01683178;spire_mag_01683180;spire_mag_01683182;spire_mag_01683187;spire_mag_01683198,SAMN07125060,False,,0,False,
SRR6960558,PRJNA443723,SAMN08777510,1,spire_mag_02560499,SAMN08777510,False,,0,False,
SRR6960539,PRJNA443724,SAMN08778865,6,spire_mag_02556174;spire_mag_02557044;spire_mag_02558754;spire_mag_02558777;spire_mag_02560363;spire_mag_02560378,SAMN08778865,False,,0,False,
SRR6962291,PRJNA443725,SAMN08777267,2,spire_mag_02556724;spire_mag_02560623,SAMN08777267,False,,0,False,
SRR6960546,PRJNA443726,SAMN08778866,4,spire_mag_02556161;spire_mag_02556448;spire_mag_02557745;spire_mag_02559768,SAMN08778866,False,,0,False,
SRR8475546,PRJNA502763,SAMN10350948,6,spire_mag_02556846;spire_mag_02556903;spire_mag_02557875;spire_mag_02558841;spire_mag_02558996;spire_mag_02560478,SAMN10350948,False,,0,False,
SRR8475545,PRJNA502764,SAMN10351099,20,spire_mag_02556262;spire_mag_02556283;spire_mag_02556635;spire_mag_02556864;spire_mag_02556966;spire_mag_02557482;spire_mag_02557542;spire_mag_02557590;spire_mag_02557599;spire_mag_02557786;spire_mag_02557948;spire_mag_02558179;spire_mag_02559014;spire_mag_02559152;spire_mag_02559215;spire_mag_02559509;spire_mag_02560126;spire_mag_02560144;spire_mag_02560196;spire_mag_02560535,SAMN10351099,False,,0,False,
SRR8475547,PRJNA502765,SAMN10350947,8,spire_mag_02556244;spire_mag_02557506;spire_mag_02558874;spire_mag_02558992;spire_mag_02559554;spire_mag_02560205;spire_mag_02560272;spire_mag_02560328,SAMN10350947,False,,0,False,
SRR8475544,PRJNA502766,SAMN10350942,9,spire_mag_02555751;spire_mag_02556819;spire_mag_02556928;spire_mag_02557554;spire_mag_02557665;spire_mag_02558201;spire_mag_02559719;spire_mag_02560180;spire_mag_02560857,SAMN10350942,False,,0,False,
SRR8475549,PRJNA502767,SAMN10351331,21,spire_mag_02555809;spire_mag_02555892;spire_mag_02556133;spire_mag_02556158;spire_mag_02556450;spire_mag_02556465;spire_mag_02556980;spire_mag_02557053;spire_mag_02557089;spire_mag_02557127;spire_mag_02558232;spire_mag_02558281;spire_mag_02558333;spire_mag_02558510;spire_mag_02559062;spire_mag_02559063;spire_mag_02559641;spire_mag_02559709;spire_mag_02559730;spire_mag_02559743;spire_mag_02560906,SAMN10351331,False,,0,False,
SRR8475571,PRJNA502768,SAMN10350941,9,spire_mag_02555807;spire_mag_02555886;spire_mag_02557497;spire_mag_02558225;spire_mag_02559532;spire_mag_02559616;spire_mag_02560132;spire_mag_02560316;spire_mag_02560993,SAMN10350941,False,,0,False,
SRR8475548,PRJNA502769,SAMN10351347,14,spire_mag_02555788;spire_mag_02555814;spire_mag_02555901;spire_mag_02556829;spire_mag_02557124;spire_mag_02558216;spire_mag_02559524;spire_mag_02559760;spire_mag_02560167;spire_mag_02560228;spire_mag_02560827;spire_mag_02560870;spire_mag_02560973;spire_mag_02560981,SAMN10351347,False,,0,False,
SRR8475614,PRJNA502770,SAMN10350940,1,spire_mag_02558476,SAMN10350940,False,,0,False,
SRR8475651,PRJNA502771,SAMN10350946,3,spire_mag_02557511;spire_mag_02560271;spire_mag_02560479,SAMN10350946,False,,0,False,
SRR8475652,PRJNA502772,SAMN10351150,2,spire_mag_02557440;spire_mag_02558750,SAMN10351150,False,,0,False,
SRR8475653,PRJNA502773,SAMN10350945,6,spire_mag_02556371;spire_mag_02556990;spire_mag_02558260;spire_mag_02558817;spire_mag_02558931;spire_mag_02560155,SAMN10350945,False,,0,False,
SRR8475662,PRJNA502774,SAMN10351348,3,spire_mag_02555873;spire_mag_02558190;spire_mag_02558303,SAMN10351348,False,,0,False,
SRR8476209,PRJNA502775,SAMN10351075,4,spire_mag_02556428;spire_mag_02556458;spire_mag_02557098;spire_mag_02559048,SAMN10351075,False,,0,False,
SRR8476221,PRJNA502776,SAMN10350944,2,spire_mag_02556883;spire_mag_02560157,SAMN10350944,False,,0,False,
SRR8476227,PRJNA502777,SAMN10350943,7,spire_mag_02556816;spire_mag_02557114;spire_mag_02557636;spire_mag_02558202;spire_mag_02558312;spire_mag_02558919;spire_mag_02560859,SAMN10350943,False,,0,False,
SRR8553822,PRJNA518330,SAMN10864235,7,spire_mag_02556881;spire_mag_02557711;spire_mag_02557849;spire_mag_02558251;spire_mag_02558834;spire_mag_02559111;spire_mag_02559496,SAMN10864235,False,,0,False,
SRR8553821,PRJNA518331,SAMN10863994,15,spire_mag_02555975;spire_mag_02556083;spire_mag_02556140;spire_mag_02556703;spire_mag_02556764;spire_mag_02557277;spire_mag_02557470;spire_mag_02558105;spire_mag_02558625;spire_mag_02558728;spire_mag_02559322;spire_mag_02559363;spire_mag_02559960;spire_mag_02560088;spire_mag_02560793,SAMN10863994,False,,0,False,
SRR8553823,PRJNA518332,SAMN10864026,6,spire_mag_02556919;spire_mag_02556974;spire_mag_02557603;spire_mag_02558866;spire_mag_02560123;spire_mag_02560589,SAMN10864026,False,,0,False,
SRR8553829,PRJNA518333,SAMN10864438,12,spire_mag_02556064;spire_mag_02556233;spire_mag_02556356;spire_mag_02556538;spire_mag_02556629;spire_mag_02557784;spire_mag_02557850;spire_mag_02558577;spire_mag_02559298;spire_mag_02559912;spire_mag_02560536;spire_mag_02560562,SAMN10864438,False,,0,False,
SRR8553828,PRJNA518334,SAMN10863993,12,spire_mag_02556030;spire_mag_02556498;spire_mag_02556781;spire_mag_02557294;spire_mag_02558054;spire_mag_02558149;spire_mag_02558617;spire_mag_02559358;spire_mag_02559869;spire_mag_02560003;spire_mag_02560083;spire_mag_02560661,SAMN10863993,False,,0,False,
SRR8553832,PRJNA518335,SAMN10864393,15,spire_mag_02556004;spire_mag_02556520;spire_mag_02557345;spire_mag_02557802;spire_mag_02557919;spire_mag_02558546;spire_mag_02558591;spire_mag_02558647;spire_mag_02558672;spire_mag_02559143;spire_mag_02559170;spire_mag_02559830;spire_mag_02559918;spire_mag_02560732;spire_mag_02560786,SAMN10864393,False,,0,False,
SRR8553831,PRJNA518336,SAMN10864439,0,,,False,,0,False,
SRR8553830,PRJNA518337,SAMN10863992,0,,,False,,0,False,
SRR8553834,PRJNA518338,SAMN10864440,2,spire_mag_02555862;spire_mag_02560878,SAMN10864440,False,,0,False,
SRR8553843,PRJNA518339,SAMN10864025,5,spire_mag_02556972;spire_mag_02557605;spire_mag_02558291;spire_mag_02559018;spire_mag_02559536,SAMN10864025,False,,0,False,
SRR8553849,PRJNA518342,SAMN10864425,9,spire_mag_02556196;spire_mag_02556287;spire_mag_02556833;spire_mag_02557641;spire_mag_02557920;spire_mag_02559192;spire_mag_02560160;spire_mag_02560518;spire_mag_02560566,SAMN10864425,False,,0,False,
SRR8553851,PRJNA518343,SAMN10864007,10,spire_mag_02556865;spire_mag_02556975;spire_mag_02557491;spire_mag_02557655;spire_mag_02558240;spire_mag_02558289;spire_mag_02558469;spire_mag_02558867;spire_mag_02560305;spire_mag_02560591,SAMN10864007,False,,0,False,
SRR8553858,PRJNA518345,SAMN10864429,0,,,False,,0,False,
SRR8553952,PRJNA518349,SAMN10864021,16,spire_mag_02555735;spire_mag_02555776;spire_mag_02555909;spire_mag_02557021;spire_mag_02557082;spire_mag_02558195;spire_mag_02558215;spire_mag_02558308;spire_mag_02558487;spire_mag_02558506;spire_mag_02559516;spire_mag_02559661;spire_mag_02559739;spire_mag_02559762;spire_mag_02560110;spire_mag_02560961,SAMN10864021,False,,0,False,
