Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
6bba31a1568937b4b29b77123e0aa190,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
6bc7178a9c0a38a881f11247315a5f85,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
6be24d4dbd415ba30879aa713d96827c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
6c30e9c23ba94b19822bdcd415979b95,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
6c3e2f4f058197791d83ece0b4be54f4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,mouse gut metagenome
6c555a615d0ac9a43b89380a67d0d182,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
6c5c598fa5c32cb80eb6367422533ec8,Bacteria,Firmicutes,,,,,
6c6fe89de9ecd712e8f81fdd9fb62754,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
6cb6d3eb72ce3c7011f9858bc93105d4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
6d1a885c1c6ac42777890d299e89f50e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parasutterella,
6d1f0d943a219d1bcc8efc3eb6372195,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,uncultured Bacteroidales bacterium
6d50d2889bab6e8fe90526a2ff3ed15d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
6d53e235c8068cbc10c88fc07f23e297,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
6da11bc539c789c3e126ef5a81a47ec2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus] gnavus group,
6e112167f5fbc0dfd8a45c888396630c,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,uncultured bacterium,uncultured bacterium
6e298c46f504f497c64d4eaaf551eab5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
6e695fc248dab66340f22d56b0a37a7b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured bacterium
6e80a3eac111b2aff46c04f2c2c2e3b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
6e83269db4cf16a6b633066034f2fd13,Bacteria,Saccharibacteria,Unknown Class,Unknown Order,Unknown Family,Candidatus Saccharimonas,uncultured bacterium
6e88967ec9b6122a90f39316a7ce5078,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
6e8aa22d353bd1908fecc1da0b12c8e7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
6e9aca152f7241a10ec55df143b3a207,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
6eb788ec28cdb4f14819680f0621389d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
6ebf7332e30e6c07eaf8d449f32f0bf5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,
6ec371513d593909e8ce5108a96ab459,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
6f00f36f03b3949ea7ee577efae00081,Unassigned,,,,,,
6f07d3e7d80144a3d76a0c33781813fa,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,
6f368a2f7de9697c2d7541379b938060,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
6f50d4e6edcbc02a24bbc1f5f04c2b33,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus agilis
6f88347207d3898ba403e17aa143220c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
6fc02f2437692819e20a655cc8c2ece5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,Lachnospiraceae bacterium A2
6fdf57e81ea54fb6ebb956cbd452c7e6,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,uncultured bacterium
701230e9d2f58c1b24142170e90f0e8b,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured bacterium
701a07615353bded62596b2245eb5ba3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
7024c3ada2fa4169490e88240eb8a953,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
702e0e3835586be678cc3ea2552a6edc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7058628d4ba7ff6c3f5a3b6362083395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
708b539333d38c1446450df309ea6a0e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
709fc594fa9630e43e3d26fb19b62f11,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
70a88697b9055267fceef76d8e1d7faa,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,
70b6f078266e7634791fd1d976f8b1ee,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia coccoides
70d60fb725aabd53055106e4ca92faa8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
70ec66bdfbb4a84ef8281cc851f8c5d2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
71072660acf0733424fa9f029da53e57,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,
7115752f3f1463e629821126f9379e90,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,,
7117f83b8ff509a95026a48b87617cca,Bacteria,,,,,,
711944246d1a8cb3acb2197770b43a45,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,Ambiguous_taxa
7119e039bb88358a9d65cb9e24f22fbd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
712680a8e61334e5c771536da5bfa9db,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7137606f90351b751bd9508628ccc375,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
713ae1f768a800f809c029567418aee6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
713b537ea2183d101375700dba27784b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium sp. cTPY-12
7153a879681bc966788ee0baf313df8f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
7178d43c47a33ebd465ccb9a827cc737,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,
7179abf01492ed5ad9d15ba3f3b698f1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
717e656338960fe7d7c425fbc6784ec5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,uncultured bacterium
7180723fc1ceb4bb283e3699b8aa325b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
7192bd6e0a311ce4f014c3f9069a23ad,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
71bfbde850318938df1648d92abcd4f5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
71d6c4916c343ac9c0fed8b6cb9d2b64,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,uncultured bacterium
72576afd596025aa38636b9bbd2b9655,Bacteria,Tenericutes,Mollicutes,Mollicutes RF9,uncultured bacterium,uncultured bacterium,uncultured bacterium
7265aabdae705bfb5962fe4bf85d4d83,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
726cae5e45da67a0d82643356f8bc58a,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
72c89b11d0202bdaf880c65df95d7d1f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
7301e16476795bc3ebf189036dc0f1cd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
731094fa7af6d5b02775deac7fff006a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7315c3a39dd521ff6270ca073c9a2d3f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 6,uncultured bacterium
7324dae608af8c70c1f6955bb568f4f8,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,uncultured microorganism
7331b0bd073686689c283fcd636df226,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
733fc79e324a4665946d5739d7bf7761,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
737c71c2c75b9ba597fd2b7203dfa847,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7381da768878a1c001b53e2170e03d4f,Bacteria,Cyanobacteria,Chloroplast,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
73855a94f8a17c0603afc8f8882c6d13,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
739aecb385458f946a2970a98134ff5b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
73b78df523077120e7174b7be197d309,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
73c60ffa3fa508e582ee356fb1a73111,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
73d291540c44ae1752b5910518fa50f1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,
73d8e9c56b4acd43c05055494b6fd0b1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus gibsonii
73da0893541e5ccb9f5326d86e4f46ce,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
73e37c2f35da4aecdaf15c6212e355ff,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
73ed179d0cbbd34bd350472413ddf147,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
7412c9de16ea49a74aa72fbc5c85bba1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
743b33ffc5456f3bcef653f1806faf6f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
745a4c590b7ae91f3f034fd6cbcb296e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured Bacteroidales bacterium,uncultured Bacteroidales bacterium
7499fc105ee86f21b50a102dab452d8a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,uncultured bacterium
752ebb17f679d326234ee9e9d769154b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
7558ad22709d52a66832e23f93271b91,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
75786c7a026362b78ff50444cab81596,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,
7582261642ff67c3cb1bcaaee7693d29,Bacteria,Tenericutes,Mollicutes,Mollicutes RF9,,,
758bc0cfdb18a9b51c0bfa65adedb234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
7595059ef1873108f4508653a2830efd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
75a5b363193c89702708a9b0be35e4bf,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,uncultured bacterium
75b6ddfe6c1bd9e610003f045ab54943,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
75c496d6502af4b2f1313f2474177e03,Bacteria,Cyanobacteria,Chloroplast,Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat),Triticum aestivum (bread wheat)
75d5d8e88a85a05310e0e6c25a908d1d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
75dd400e198b0730d1906151292552f8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
762295a69072202c80a1b6eedc177b6f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,
762b0bc19c7a6d16d3c38e7ea82c5d05,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Ambiguous_taxa
764d1aac82f01da600562d416f2e2d32,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
765f624e4831c0550e3b95df4997fd5d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
7663513eca8ff3edf1931121490e25bd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Ambiguous_taxa
76a8f73476812d030a34b5ce62f37990,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
76f28c5ad54feb789c875f1a9bda2d3a,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,uncultured bacterium
76faad9476286cc66f914358b53dadc5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
771a9cd7bbde07da261b8ea995bbb37e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,
773bc6dfb1c2c0efe57c7ad1699378e2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,uncultured bacterium
77435b53c22442e4d17b1b24ead38276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,
7751f002d44235b0a51347517f0bb3ab,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
777e433746c5d8c0d7374488a6b629f9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
778991cb69216f21d1673ab27b747504,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,uncultured bacterium
77ed2d3561c74db8078363fa2496e5c7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
77f0f48bd56f4736860691b4bef823ff,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
78169484ef6202bf0c3042d7f8215c77,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
7828c38709874b78fa94ed4acab96ca0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
784b13f5468835bae4af14163997d82e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uncultured bacterium
785860568c2d2ab019fe92d96e096161,Unassigned,,,,,,
78688b4c973c2833c9176d68e86b5f77,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,
7878bf762202b6d49b87e548e4d5795f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,
789649f2069335c3cf9bb076ec36c4b4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
78a75b5c1a14e37fb10caf1d267a5892,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. N15.MGS-157
78a7a9cc102f35c554dc61db960d7a76,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
78ae11ffbf1e00a64847003050c021a1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus aviarius
78f210f453434dee1299c368ab7ee4d8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,
78f74c8050305c71be98639696d8ac5d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
78fcb6790773f7f251dd9e4458b107f6,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
79028d8377c97ff22683b1e3eaec1a9a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 5,uncultured bacterium
7904e354314bddff4c7102532a181821,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
791bd36dab41f4c65cf2b69ef3ffb228,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
792a3f3df8bad3d7034f1356ce7ea2a9,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
793354a607110fab3313f40f6d3c5fa2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,uncultured organism
793d5ec207a5bf02ce91979c40b97245,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,,
7941dfd05335218339b8c67b723fe728,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
795b6ba45f502a00b24b212278991c63,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,uncultured bacterium
7976135f371c1a19e5b534bb7aa10a56,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,
797ee784c66d08a6c8f48d21a9eb29ff,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
79925f6c22eba65e370e5aed8ca5c960,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,Ambiguous_taxa
79a006fb560ed7076dc2a5ac9438b655,Bacteria,Firmicutes,Bacilli,Lactobacillales,uncultured,uncultured bacterium,uncultured bacterium
79f71b5b6a50e3d0effd36d475878602,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,
7a042d587c9068608b8fe92fb28205ae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
7a19a64c60f9ba27c4eb8ef13f131b3a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7a36e6d55b427dcb7c82c2ce6bf0c2c2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,gut metagenome
7a491c0b52390f3e9542653ea6a83fdc,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,
7a5cbe92b17be3a359e2dd008fcc5c00,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,
7a69a28a37791ae2af9d0940ec9bc83c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,
7a6edd5c26ef5f669b5ef2f93e317f5b,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,
7a8a59efe5298dd928e333f97af48ae6,Bacteria,Tenericutes,Mollicutes,Mollicutes RF9,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
7a9855385942ce991ceee1bd0b17167e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,uncultured bacterium
7aacd14b200a4b42e8f48627ba104984,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,Clostridiales bacterium canine oral taxon 260,Clostridiales bacterium canine oral taxon 260
7ad6e72c0f2f529badaffae556ac6bab,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,
7adc3f288bc64f90d1f675d41a6509b0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,
7ae6fa78a7d5d71a547b487b342fe9b7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7b1a5feb2832c5892e7f72da4e1eda1b,Unassigned,,,,,,
7b5a056e3944534205902c0d658ce0e8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7b70dc8e793fa229d834cfec942ba1dd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7b7ad9cd1dcbc2453526607ac5394d9b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
7b7b23ab988373342f11b82ab0b453eb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7b823888c6b45cf1fb8c5449c03c306b,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,
7b9c26162fab44eec664546cd648b426,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7ba34441e070c9927482bdbf098bd5f8,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,uncultured bacterium
7bab3b39336d7a5465adfcfaddacd6ac,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus aviarius
7bae01c0470144305216a6e8f493d2b2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
7bc13d106e212dbf3bae2b56800df0f2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Aegilops tauschii,Aegilops tauschii
7bd48640ed8b4acf2782e314a53cfca0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
7bef07059bc615c2a6f578970746ad1e,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Family XIII AD3011 group,
7bf7510a5018521074b31a12b4742c97,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
7c15824330a98ff67749150718170552,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured bacterium
7c17efcae8628602dbe03092862acb2b,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
7c22a48405d110cf9b428dcf440607e3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7c35c7e237351f78020a247bed0d8381,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
7c3c6ffde9cc6382868091a589190097,Unassigned,,,,,,
7c4d8a0674539c076ce55db7a9aa8dfc,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,
7ca7ca8214441730c2437d1f53390cdb,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured bacterium
7ccdd690850e508a409006ff73661360,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,,
7ce2d0ac2b0d17b04e1307125701e765,Unassigned,,,,,,
7cf1e1710d6bdfd682e827fb4eb25353,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
7cf4d94cb68138dc47d94e633ee8b541,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7d198cd96ba75d567a9499ea567ff7ad,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,uncultured bacterium
7d48c9fa2e48ea444eab93ddb3efee72,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Ambiguous_taxa
7d65f982579603d99d2e7f45bd632c5f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
7d899c8454e9531904284c39e7877f55,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
7dd6b8474757d5ac030b6be808d83537,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,,
7dfdb19e54dd34d6143d45fca3209bea,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7e193017d2c47caad9d0c518c2470375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7e27eece2f70fe1969526a95b7d9156c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,
7e2f28915952ce35457f1a7f722c6021,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 6,uncultured bacterium
7e44048bbca88fba3a66edc73cbd88e8,Bacteria,Cyanobacteria,Chloroplast,,,,
7e44c0c06261e955ed562dbeca1702d4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,
7e4e6bed1a4c0ea51afe029b7eb6a965,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
7e57aa4dc290aa633c96045a2529e465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,
7e57d53827e417a88aad095628a3a6ec,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,
7e6363937a46dff9efa631cda5bb2d2f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
7e68a28992af0c69a14741798e3c2f32,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
7e6e1545ee5481eac46c8a9cdc92c8a8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
7ec68a09985c6af9738d759c01882420,Bacteria,,,,,,
7ed18d42072cf02c74ca41a90d1c7f82,Bacteria,,,,,,
7edc06dd5c96ebaf2929ab73f5fc272f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
7ee3429f388f150a0e6143b6b840aa67,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
