MAG,R1_B,R1_C,R2_B,R2_C,R2_A,R1_A
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.35,9.977576417901595e-05,0.0004125231137764918,0.000725995863176843,0.000308045727887877,0.0018830192170370974,7.12094198774098e-05
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.60,0.00021811964181673495,0.0013457890212952037,0.0014225617150992315,0.0005727096750396934,0.005079566744199306,6.990434846834973e-05
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.20,1.700096450910805e-05,5.925493381519153e-05,6.405969905572301e-05,3.727050525021554e-05,0.0009530943139468616,1.0669241854888632e-05
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.29,4.645789651267547e-07,2.921285232676442e-06,1.633230295544069e-05,1.0758235279724876e-05,0.0003215610319277102,5.351371689989226e-07
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12,1.3170767395547392e-05,2.821313669117961e-05,0.00026144125886729897,0.0005436098170221932,9.481507738608329e-06,1.0877713717030322e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17,5.478186758215542e-05,0.0001104718990570409,0.0006184976683496512,0.0006991895574024854,0.00038567700069515955,1.846574693498667e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25,7.884780632177026e-06,1.5949319057378932e-05,0.0003840549007787821,0.00034624991618461545,7.387931172148697e-06,4.384925442007295e-06
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26,2.8522942087486454e-05,0.00013279325549112693,0.0003041652431798956,0.000349084022753849,2.9171249482108992e-05,3.2473446364180825e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43,0.00028781542087792016,0.0003615060303386906,0.0011407174977898851,0.0008497321946114159,7.096562770977109e-05,4.6058641711259006e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51,0.00037718541039659566,0.0019743035877687856,0.0004399240162875139,0.00038785217113742655,0.0003024510529996314,0.0002880962484363021
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57,6.459342874709188e-05,0.00011852055096759702,0.00030357110575069367,0.0004067015450881771,2.2001506041625194e-05,4.184466884010252e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13,0.001325947730500707,0.002569192628275784,0.0026345046815797893,0.001898311646387069,0.0008893684974274766,0.0012999095878440667
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2,0.0006884542818931114,0.0001981864695992407,0.0012794434886007468,0.002360245459010799,6.805385105142212e-05,7.932568949750785e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22,0.00024007156303869757,0.00047192247225370435,0.0009189956479944239,0.0017950879502722735,0.00019044949703844982,0.0001209760648815695
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8,0.00034327876359587655,0.0018985686617774564,0.0020578302776966756,0.0016274115363123574,0.00020916145710317822,0.00020470008285007661
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.12,4.995199069619615e-08,1.0533199606832097e-07,3.2664390407134505e-07,1.1207192550630125e-06,5.730547890114696e-08,4.158699767987206e-08
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17,2.461154284717686e-06,6.418150689135739e-06,4.814016804505647e-06,5.840384862498039e-06,1.2742955557863755e-06,2.548493846896535e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2,5.720899507852634e-06,1.3904251687493005e-05,1.8658218214707632e-05,1.5393867965679354e-05,3.042242910688353e-06,2.779512290519447e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20,2.190649093289683e-06,4.911918890434389e-06,6.282944952510402e-06,6.753137837169179e-06,1.4830079829007234e-06,1.5522287452506778e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21,4.6711418590476226e-05,0.0002554160306670324,0.00012945394509223895,3.123221698462306e-05,4.130600899437284e-05,2.8638531959628026e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37,2.176404566013082e-05,9.975380286020396e-05,7.701472230429663e-05,2.4503188657969196e-05,2.326155241877694e-05,1.4520851326077e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38,3.2510326980993202e-06,8.684109816158754e-06,9.101294224082496e-06,1.0273737236067395e-05,1.8787998891841257e-06,2.4116961720598224e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.40,9.175959276609753e-05,0.0004930561563918596,0.0004120708815741424,9.027987709047389e-05,6.712879171977895e-05,3.831106718967308e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46,2.1490482525610227e-06,7.997582741250254e-06,3.2150130410628154e-05,7.556682079278423e-06,1.302098414873977e-06,1.1475372431223909e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68,5.883024939375924e-06,1.2254817247647922e-05,2.030490508486187e-05,1.098165865988547e-05,2.4163114956247384e-06,4.741921203444614e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7,6.7939424745853845e-06,1.5902541858857223e-05,2.1498534948610982e-05,2.6512773457661958e-05,4.923007334608757e-06,4.3754177694111e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89,3.0185808477974143e-05,9.075333481982134e-05,6.177402869734354e-05,4.589134414292323e-05,1.654122086682709e-05,2.633854041770677e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037,4.001802603088999e-07,1.0778739151102655e-06,2.1623039857943754e-06,3.9716927039994226e-06,1.9890700449550524e-06,2.3674872963298822e-07
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11,4.860587386627498e-06,1.2339029331106288e-05,1.1622076182439856e-05,7.05364599998836e-06,2.4837335653042446e-06,5.971574937533108e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13,1.2507580455665337e-06,3.826523251481787e-06,9.771391521163385e-06,7.077454799355723e-06,1.2831769488882084e-06,1.0445385966048435e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15,5.624303203769756e-07,1.901605891615332e-06,5.09029983289338e-06,6.363663249345362e-06,1.2403816932873625e-06,5.603187844589772e-07
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18,2.1217890444062398e-05,4.075878765438212e-05,3.6227378152056e-05,1.2099481823882957e-05,1.6895458792426508e-05,4.219472846318125e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23,1.4728762432863487e-05,4.418802675542802e-05,3.2521466442483246e-05,2.6435149325382104e-05,8.525953057543328e-06,1.2524017970254676e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25,3.410008867709933e-06,7.423481179777811e-06,1.1296300173370255e-05,9.02118330260349e-06,3.4653494256061034e-06,1.506774781117665e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27,2.8913548896046543e-07,4.5487477118896065e-07,1.9229298764175256e-06,7.322683369036683e-06,1.9695962620475532e-05,2.5338217274807753e-07
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8,4.307385875463255e-06,1.2442330411026632e-05,3.291574544492685e-05,1.0229633708693398e-05,2.5855753580995578e-06,2.5217546375643266e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34,1.9388507773766949e-07,6.109098321206297e-07,2.7346832991395774e-06,2.537806342289435e-06,1.7900685533005461e-06,1.1030851024374823e-07
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44,4.6266698438343876e-07,3.654356518709e-06,0.00014627091898637563,0.00022993633686966113,6.625106381570482e-05,1.9917395921880859e-07
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002,2.4676094707959778e-06,1.4343703315244307e-05,0.0005882931158730699,0.0007850508147076307,0.0003166459994465097,5.268322616089158e-07
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005,2.089200562334911e-05,2.1182308455829433e-05,6.509312779212208e-05,7.632177632424916e-05,6.603605323383652e-05,5.9196489774476545e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017,1.1577843926962338e-05,3.5862591701569784e-05,7.288951767743087e-05,6.370147284993716e-05,3.411965972110766e-05,8.907423965895224e-06
unbinned_reads,0.11881652003779819,0.26733470670769616,0.39112271738006255,0.3193389421300626,0.2124299921015143,0.09184807206824153
