,R2A_C,R2_C,SF2_C,R2A_A,R1_B,SF2_B,R1_A,R2_B,R1_C,R2_A,SF2_A,R2A_B
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42,7.702784816502405e-06,3.0639710927457875e-06,4.419698505984556e-06,4.709866971041098e-06,2.774989678955389e-07,2.387652573586925e-06,2.6937950286643624e-07,4.189088773276361e-06,5.290088782441069e-07,5.384435502255975e-07,1.8394470022029755e-06,7.810983120870459e-06
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10,0.0014573112560242116,3.648940396874347e-06,1.824303489088382e-05,0.00016116760273564399,5.207447761304208e-07,1.233852975278662e-05,3.021001016951942e-07,8.048780671601314e-06,1.1278479779510116e-06,5.072281029246892e-07,1.265522252480528e-05,0.0002290509059357258
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15,0.00433120019648893,4.9823998052269785e-06,1.08153230059879e-05,0.0005584439251861602,3.955441787541451e-07,6.509394047238248e-06,1.9682806571986569e-07,3.2756033702458252e-06,3.090926830312772e-07,4.3992279538038313e-07,6.558778051865564e-06,0.0014694944819142004
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.52,0.0016467937972900063,1.0960472001412782e-08,4.113319357995481e-05,0.0011912292745774413,1.3391522459353336e-07,8.909582667763533e-06,1.4386083807367626e-08,7.867693178932406e-07,2.3775766627526472e-08,9.867792365812308e-08,2.056230372787023e-05,0.0016876529302608657
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8,0.011860383568764012,1.9584436130757052e-05,5.081132504910016e-05,0.00013648485274154074,2.5832481469274825e-06,6.412946747368199e-05,2.5594119571562417e-06,2.6927457963428222e-05,7.21290857181086e-06,1.8135116342608092e-06,1.2699994666803666e-05,0.010192876448868777
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009,0.009209511492093973,2.3935376403743166e-05,7.886442924362054e-05,0.001355816071656393,2.581327030088526e-06,5.418996070250597e-05,1.4224037537171998e-06,4.2111300215893856e-05,6.9945087472013975e-06,1.936329139025475e-06,3.449993620331379e-05,0.0011494030485813909
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16,0.002157644524117989,1.2141064248978977e-05,2.4146126576299096e-05,0.00015821019870658097,8.983639542532112e-07,6.10263934282165e-06,9.453031192570847e-07,1.8686872361329438e-05,1.982301648742483e-06,7.160638128102175e-07,4.985844332722247e-06,0.0014649552483339645
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17,0.004962846610038033,4.5905028865190506e-05,0.00018794497613966267,0.00014570883376101727,2.778596173057857e-06,3.4473075990831724e-05,3.1327024466705454e-06,8.723986845468007e-05,6.740410546720182e-06,4.179344595584515e-06,0.00010977901436381875,0.002183167332493152
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18,0.0008592489105874888,8.3233876500191e-06,6.18893857893566e-05,0.001282701261202022,1.1631047228847315e-06,4.7476458301139895e-05,4.7290379600219907e-07,1.150980840280941e-05,2.020944021776467e-06,5.716639897622506e-07,4.7173175374476596e-05,0.0008714813767422534
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4,0.011910650431510812,1.4490577767441293e-05,0.0003534731728725672,0.004050421101971111,2.279346357324074e-06,0.0002708984468481953,1.6244713463373956e-06,2.6670322610812648e-05,4.893355274378278e-06,1.5572633703755081e-06,0.00036404103914239956,0.0053145199811827125
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5,0.006423386070087273,0.000176244515024971,0.00023810447750169855,0.0013604064011970042,2.2250181142023973e-05,0.0001279749056367735,9.115654385362551e-06,0.00043394781231524915,5.820853641202043e-05,1.469354011421143e-05,8.386173878981986e-05,0.007174357219635804
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10,0.0031113887499677898,1.0439104858525687e-05,6.212656740273288e-05,0.000767221214486837,9.12948067766468e-07,2.3677722219206305e-05,3.0305998772297774e-07,4.003539252933963e-05,2.186637424269412e-06,1.8199588252035428e-06,2.8846100643092945e-05,0.0013347408854584451
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16,0.0014771683480487312,9.603990314333011e-06,2.3752940662063913e-05,6.217092566298327e-05,7.862468979431463e-07,1.0581139515598363e-05,4.1054160420507945e-07,1.764950668184391e-05,1.6516788167133508e-06,1.0734272068248877e-06,9.970565181624369e-06,0.0012084635270157664
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21,0.003938316108282272,4.8812721454022465e-05,0.00019279950437559154,0.0004222400960208009,5.579425459212908e-06,5.992491548556512e-05,3.7287420638699365e-06,4.757115408951115e-05,8.96199780765144e-06,3.6405867077331063e-06,4.842957002400311e-05,0.005844027885853363
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31,0.004588588686355029,9.340144484267095e-06,0.0003311540600713224,3.67100781187838e-05,1.0327671915500337e-06,5.585480497948505e-05,6.195385149660124e-07,1.2175457986711766e-05,1.933993859404107e-06,7.175580064040087e-07,2.9914729388442977e-05,0.0004245526408390244
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34,0.0026987039933994263,1.8745257298510688e-05,0.00022061511230402433,2.0315321659139158e-05,8.31824086166868e-07,4.7604829257421974e-05,7.724217063247808e-07,2.73603260343243e-05,1.6932729037830134e-06,7.255779753469865e-07,1.939585804211789e-05,0.0005075560748247182
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36,0.0015232868749486287,5.797803855395865e-06,1.4640753475396132e-05,5.2137309294597006e-05,3.746257667222496e-07,1.1437564380309355e-05,1.3728881427972497e-07,1.004013307216194e-05,1.0074952170138975e-06,4.0623084940500416e-07,8.161517035058297e-06,0.003165742471135788
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4,0.0041765547609010035,9.438239658712689e-05,0.001221306820065607,7.030281778432904e-05,4.2880160579745355e-06,0.0002670376652953581,4.066566626099178e-06,9.167729197870389e-05,8.808118978174627e-06,2.969302871306437e-06,0.00020884498140591015,0.002000864678236551
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41,0.0031664525467427805,4.6367660417451925e-05,0.00014552594482929203,4.2792557833050774e-05,3.894637535693637e-06,4.1754602563693434e-05,2.84900434589232e-06,3.427362460488389e-05,7.373481811372776e-06,2.545340339534394e-06,3.610128894284769e-05,0.002740706548527096
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42,0.00561271125563098,6.562770328812479e-05,0.0001760988148847096,0.000992098299782632,4.338694712384785e-06,0.00010427573683882883,1.8705328727855245e-06,7.786106387623051e-05,1.1118049302106711e-05,4.0715465212930535e-06,5.643566221994896e-05,0.0009095213045885716
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45,0.0037055765950018407,3.5453455808822436e-07,1.664612345877536e-05,0.0014032874539043926,1.1666304148192905e-07,1.1028377053255778e-05,1.4468886221998619e-08,2.782533852965438e-07,4.4580527035791336e-08,1.26512061739179e-07,1.8018783337798682e-05,0.002373417107053285
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49,0.002902244766666319,3.640720042873286e-06,0.00011570630872100535,6.185316380356065e-05,6.940279604276702e-07,6.466844092320221e-06,4.880351015412454e-07,9.498046921738423e-06,1.5417052853600695e-06,4.0847159486011205e-07,1.816247420303904e-05,0.002142884161486878
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51,0.002793764079323066,7.537065561811429e-06,0.0004125075142572046,2.6186946729012822e-05,8.110904789514337e-07,0.00011818641424832512,2.53660922165445e-07,1.8720442579156283e-05,2.205250585162038e-06,9.98573436776333e-07,8.592986908279748e-05,0.0003916873994706075
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69,0.0026448551706914378,7.055663540306847e-05,0.0004281017807217552,0.00011181124729140689,1.0175175406308085e-05,0.00021817334368716139,5.806661748680946e-06,0.00015541559943561107,2.6367085966850426e-05,6.596483308640958e-06,5.151478198144868e-05,0.0004885518911540401
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9,0.003676720225901578,2.222351587733113e-05,4.798146609494194e-05,0.00026324114556956356,2.7797935376180603e-06,2.5988906393028025e-05,1.5663887954128236e-06,4.046605058845409e-05,5.322781426163077e-06,1.9369971064803385e-06,2.1094849269411867e-05,0.0035825288842089064
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022,0.0072948580199623594,8.968374716144767e-06,6.129695996118135e-05,0.0004996530308789004,9.001234667563588e-07,1.4066274060552884e-05,4.142339699156842e-07,1.888041203914425e-05,1.9666942199995684e-06,1.0064755291096277e-06,1.2926438952326264e-05,0.005771019387449105
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10,0.005439289071807616,4.674447253144752e-06,1.0653570511774542e-05,0.00033694246282931867,5.041134092142894e-07,5.5141885266278816e-06,2.1678488608608693e-07,1.0875602180222159e-05,7.251647405762747e-07,3.747796488847318e-07,5.02938042389073e-06,0.015276978440522912
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18,0.0018242751412728114,2.2703301361403598e-05,0.0012006800562757273,2.6110775054745554e-05,1.433899782628713e-06,0.00043980908629517325,8.502540715789961e-07,4.7213482283006456e-05,3.422221032817465e-06,2.2919625862269903e-06,0.00025994123443557807,0.0005089049564798786
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27,0.0032737629299268824,1.352552656329565e-05,4.695651524912821e-05,0.0008654804601931452,1.481886100394681e-06,2.5059110094670805e-05,7.644834426894185e-07,2.0809745090733334e-05,3.2119432448520163e-06,1.5572633703755081e-06,2.496817513974755e-05,0.003753140933528538
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38,0.001591015895931339,6.847442105648101e-06,1.963237550063931e-05,1.8708067898070824e-05,7.07894988590449e-07,1.1756714938619667e-05,5.408443826176993e-07,1.2694691357137001e-05,1.416892156657346e-06,6.277251879566368e-07,1.1433346432463322e-05,0.0002774663507678015
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67,1.8156103221293474e-06,4.440213053061403e-06,6.0640295388987215e-06,4.1574100615844334e-06,4.3362623823618885e-07,3.2125175248566076e-06,8.367634978135147e-07,4.188379821105782e-06,2.5262041424500604e-07,3.669561409578912e-07,1.895855382786715e-06,4.090561554424014e-06
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16,2.3690158806532806e-06,1.1430670962749187e-06,2.034536387001387e-06,3.2618952687424916e-06,2.6349913624057746e-07,1.041588398762709e-06,1.1566828736135804e-07,4.12896259311025e-06,3.202281686984338e-07,2.39224931047512e-07,6.570542782299409e-07,5.566402295136349e-06
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4,3.136623155220425e-05,2.3740828025718086e-06,6.025190423450749e-06,5.263716751605481e-05,3.793781305896397e-06,2.1708550348627966e-06,2.89377724439973e-07,1.311652514722833e-05,6.709149387993753e-07,2.3086279297511164e-06,3.0082612781635074e-06,9.489438623422935e-05
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5,1.6026673571619395e-05,7.828551972457483e-05,2.909973318506661e-05,4.221886648604079e-05,1.0652751057191756e-05,1.985205224043475e-05,1.4618431232083885e-05,0.0001500256386510598,3.1358646500806455e-05,4.260489477634055e-06,2.1257966911926607e-05,4.313710990777084e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.119,6.507824191552024e-07,0.048162514983566794,3.7664498230968985e-06,8.256341945346165e-07,0.0005392140496617837,3.7251618071693045e-06,0.00033093756554722863,0.004362650228427928,0.0006408605987522462,0.0004477681120344769,3.195671370217479e-07,3.832581642033209e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.29,9.229165341727676e-06,0.008643759841442092,1.4267218579344519e-05,1.4329900959825762e-05,4.749323551465943e-05,1.0728104656584068e-05,9.57350512989048e-06,0.0008662116391443284,0.00010768336789264134,0.000555567210747985,8.677610626543468e-06,1.8161529003591438e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.35,0.00015057583955498176,0.002623961424811929,5.4745182892174426e-05,0.0001913750214212501,6.523751411488445e-05,2.8583692673228543e-05,1.400132940155948e-05,0.0014608362676714563,0.0001523421481446068,0.0006646884785100539,1.3586582811061545e-05,0.00023698925947822098
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.49,6.810640729234025e-05,0.009549751178084155,8.260324927696453e-05,0.00020315585766699607,0.002342780883934482,5.926059890984649e-05,0.0012950113699655417,0.008742208672933485,0.003264551249281043,0.0009798094815975974,2.5947573414872104e-05,0.00015742583882335343
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.52,2.268459329972519e-07,2.4605462421999627e-05,4.959021615829441e-07,4.485672486506534e-08,8.612241860220567e-06,5.692787672286006e-07,3.5980527965125945e-06,0.0001714639462789243,5.8224394639158175e-05,0.00029512944003901113,1.4109714101261184e-07,6.735213621835319e-07
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.66,1.47174030350831e-06,0.00013608497071970128,6.884195729083933e-06,3.5514232274739527e-06,2.3960459331431736e-06,6.912829511842513e-06,1.2507382923160976e-06,0.0006610380150768894,3.252627509060277e-05,0.0006087384201598689,3.2781290878448228e-06,7.080525447011617e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.84,8.741629922975838e-06,0.007834835367226602,6.924389955033751e-05,3.842303471292477e-06,0.00016329612442017425,4.6354635237815106e-05,0.00016121223668319948,0.012839924390210405,0.0008406184627816006,0.001031448461141919,2.2477981512173724e-05,3.6921182279683393e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.93,9.174262621130927e-07,0.0002039614141065198,6.074674217841597e-07,3.58853798920523e-07,3.063863610172978e-06,4.7024498745474975e-07,1.9073445328789946e-06,0.0023966763722461227,2.9775821716092853e-05,0.0001486232660055887,2.6763676687978533e-07,1.908387917421769e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.98,7.994280688980719e-07,0.007602782407656671,3.2538772034783524e-06,1.0900937099284316e-06,0.0013810298843359434,3.6183115208667616e-06,0.0016725986761422403,0.00444551965006043,0.0018543110752193336,0.0004335248317210176,2.015662068152518e-07,3.185904402404806e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_maxbin.001,6.439896124941544e-06,0.004021156654516001,7.789352549149353e-06,1.957279884388863e-05,8.293175941506754e-06,3.835405424515301e-06,1.0480343650671163e-06,0.0005397486396044391,2.3680096365845266e-05,0.00028289853591009144,3.8227680052914496e-06,1.7902861799510307e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.10,3.1679897081157106e-06,0.011544608545133285,1.0935524352101077e-05,3.9121394997044125e-06,0.0018110317507692856,7.002127845872643e-06,0.003000989437454692,0.02127287868219218,0.005375686048979105,0.000788592757253899,1.080064830312746e-06,1.2838836332457452e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.12,5.905044945023267e-05,0.05008192735772962,9.008997887520805e-05,6.459968281175985e-05,0.009146461811671946,6.0615578571676545e-05,0.00713356155273109,0.07350529842258625,0.02130926840882689,0.002372873265867205,3.062045505922549e-05,0.00012906820379090627
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.24,2.5953911660349046e-06,0.0047851049508427475,9.087834076319113e-06,1.5938997274830424e-06,0.00016217528214535599,6.763281088159732e-06,5.095725772521516e-05,0.004271134549408487,0.00011766112958200075,0.0012573823698611042,2.202678722241688e-06,8.780734619523643e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.32,5.216498757525545e-06,0.0026695917862128156,3.98198467361144e-05,3.815615323495471e-06,4.737370732789558e-05,2.7521756676194528e-05,2.289034972881407e-05,0.0020280601146814414,5.740092431962814e-05,0.0003827824585550315,1.7117830962737535e-05,1.9033838968914844e-05
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.50,8.326267014485919e-05,0.010640253403756924,0.00015637342344030904,0.00010377239816328088,0.00362931359002683,0.00010201484255762491,0.0024736928298178897,0.015600268801472724,0.004515488720942746,0.0006811477607383809,8.034321741777448e-05,0.00016486762910993357
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.61,4.4911663927810884e-07,0.0007172592868807206,1.8608711274717158e-06,1.1696623817729523e-05,4.814399114623186e-06,3.959805185492393e-06,2.1132777542985848e-06,0.0008819562088248211,0.0001441440577699182,0.0008025293172265557,4.802615455316309e-07,2.205450187460265e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.7,3.397610308266776e-06,0.021005775273712404,1.57368291932971e-05,2.8461829964586464e-06,0.00038030841701848083,1.0484387698401437e-05,0.0002581439450548968,0.005525668853313696,0.0006364011569741498,0.0016060237162256689,2.0372254323350016e-06,9.89865751380888e-06
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.9,3.53989657791066e-06,0.015324579491370923,1.637157468502353e-05,2.225509763049408e-06,0.0005341848214758024,2.4949743184108652e-05,0.0004536503358448738,0.009237930286022718,0.001162777889623252,0.0009128654664971156,1.902564436030019e-06,1.2449387339361322e-05
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.19,2.531305179645399e-06,0.0015080206053990459,7.667736910386353e-05,2.226619279285916e-06,3.005935059743162e-05,6.348216686843285e-05,1.3528713509509624e-05,0.0015788946003443072,0.00017089969733910542,0.00542420698930179,1.4831892815238958e-06,1.5165068977873766e-06
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.67,2.0126844691100564e-06,0.0003236638434671647,0.00015809850634884332,2.6094320053075804e-06,2.8564191884894536e-05,9.758653093264133e-05,1.9415478470026616e-05,0.0007182583327068444,0.00011904542555585425,0.0041719481089314385,4.179692072471015e-06,1.9822494883035218e-06
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.9,3.3014321101425566e-06,0.0007525744363377616,0.00015919456353317922,3.158139317622628e-06,4.603907653254819e-05,9.595914661403198e-05,3.829308314224076e-05,0.0014566295433579514,0.00018985778060926547,0.006957387116746978,4.327225358191257e-06,3.3411465680628283e-06
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.14,3.876351077941537e-06,0.005596109243810694,0.0003061294629234588,5.211032907690596e-06,0.00024228805686331092,0.00018940056312220224,0.00021320815110232805,0.005312423107095402,0.0009075233079474945,0.0027859229601405354,8.699102328951755e-06,7.076541808130101e-06
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.16,1.2343155680513934e-06,0.00044227423741725154,1.1337096358270548e-05,4.652498309454904e-07,4.526059597070194e-06,8.42001497128354e-06,6.45046591948366e-06,0.0004605372470012148,2.9066256689872973e-05,0.0034027175021259085,4.1866899590887057e-07,2.1054639727978162e-07
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.11,3.186208584081353e-06,0.0016398583566579255,0.0006907640010221692,5.711178467894372e-06,0.0001772371142686269,0.0005611665396036236,7.029944696158569e-05,0.0048873697641284575,0.001201847504943786,0.0028108367875057287,9.03658947015994e-06,6.730094437394931e-06
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.29,3.847033533360641e-06,0.0018189542436860512,0.00041112770965160556,6.3991367886012e-06,0.0001658461639784641,0.0004817433101794126,0.00012089006154134533,0.0037821535635458453,0.0005138993245366417,0.00338848009121102,1.0845083837235304e-05,6.368625112412772e-06
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.45,1.1702952063818387e-06,0.0010076816132100481,0.00018187478202879787,2.340757274444666e-06,5.146437717192563e-05,0.00014209889086427797,2.4086711480964645e-05,0.0016042844540583297,0.00026698178756719225,0.0015359235852715617,3.4186405996893105e-06,2.7051559511837095e-06
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_maxbin.035,1.4359977541084724e-07,0.00026475122011995734,1.6023910979671586e-06,4.694204765191995e-08,1.0159366193956286e-06,1.0905520820142425e-06,7.665764778337731e-07,7.539848472134414e-05,2.996491275841511e-06,0.00024991182021564195,2.9115030290876884e-08,7.189389175407177e-08
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_metabat.14,2.886662483597388e-06,0.008390734250444,0.000218597348517837,4.070891450877661e-06,0.00024796438589511603,0.0005407452702991896,4.385609015522817e-05,0.009521782594093014,0.0012499012384995963,0.004719617664085621,3.930119726464868e-06,8.056212170131977e-06
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.110,1.0263194260388882e-05,0.0033595040737615586,2.209375337072157e-05,4.795817651616361e-05,0.0006105391200236386,1.1589542949031238e-05,0.00025831972116913745,0.022779466034801448,0.0012552462023147288,0.00017342355617086319,1.057474983467622e-05,3.2833227415451293e-05
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.40,8.779041992248193e-05,0.034042159313080876,0.000203890560632419,3.240728258624237e-05,0.0003315393023454161,0.00011719922520951585,0.00023387217554545075,0.02398647776969587,0.0010471622438821757,0.00034837178383414287,3.323755786337315e-05,0.00013063002268520285
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.10,6.779092479766245e-06,0.018486791693112885,1.701368817628848e-05,6.083896488623093e-06,0.005356075220048783,1.1665566801409861e-05,0.006043330088644602,0.04792583906928157,0.010083591381860685,0.0010442681857282254,8.185833371855608e-07,2.4801859501662627e-05
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.13,0.00011030731501541065,0.0627203541890046,0.00011127808491318429,0.0003098853526011704,0.006976809513505905,9.795075054774404e-05,0.002978491061298546,0.05157712430594579,0.010448656374721343,0.003984227357113743,2.9673615020765156e-05,0.0002276928315283787
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.22,1.170605485457194e-05,0.013402692427498843,2.0441563825589112e-05,1.4434345378749959e-05,0.002420049494901926,1.4879855083019305e-05,0.0019952436467375826,0.017395429527765384,0.004892673058088263,0.0006195050130222441,6.161375624345436e-06,2.6647072470951926e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.124,1.985704782748121e-05,0.007468895931317517,4.946560883927254e-05,5.201621740097719e-05,0.00013048335378881482,3.564386273740802e-05,1.1627625573343816e-05,0.0015548666955676046,0.00018883201561236155,0.0003729748688953952,4.159527161428495e-05,3.727861968515793e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.143,3.0077292168615917e-05,0.014994091457185102,6.373196665260855e-05,0.00010815435553219568,0.0005097324634567584,6.0702824649616635e-05,5.335189427542994e-05,0.0041321242375029245,0.00045614338420877076,0.0004972397718313469,2.5225299151862085e-05,9.11469572444915e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.32,3.0378638828662454e-05,0.005235100363992513,6.0289586464690536e-05,0.000114744341560105,0.0006254159865896002,6.104328846980049e-05,6.755415139434663e-05,0.004175007297924941,0.00048723384145346344,0.0002911371846055158,2.6982585232231444e-05,8.295671521877919e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.39,7.915200940816159e-05,0.02470693965388789,0.00014799298686639717,0.0001361203925981009,0.0011992248709886974,0.00012578769401971996,0.0003765651813725546,0.006815304004703186,0.0014615841696769603,0.0009817786854027968,9.664122103004966e-05,0.0001771429916347935
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.4,1.3584678618419645e-05,0.00908252775059465,5.3885631473307174e-05,4.983898205129312e-05,7.367447460298754e-05,2.2343381565376184e-05,1.982532126811703e-05,0.0037595562873656654,0.0003531307814936548,0.00036231409154760595,1.7049088147390475e-05,3.053660651820252e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.80,3.146525517380625e-06,0.0088963104465979,3.715992291643792e-05,3.843967745647226e-06,0.00021274556667004284,5.8374365067663966e-05,0.0001334765604599607,0.002508280651291511,0.0005236536973929998,0.0003671368200513869,3.1919074807923124e-06,9.733576952512455e-06
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.10,6.368349708976547e-05,0.01510868870641408,0.0001259692476077766,0.00023334963597503798,0.0010726929111455252,0.00012670857483106372,0.0005820677656673088,0.011326608604767923,0.0028032251374306935,0.0006805178025477315,5.450182446573955e-05,0.0001758721918619001
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.16,4.4171473856498095e-05,0.017677747707469174,8.85023699015966e-05,0.00014782252141667818,0.0016348045091761165,8.478568147654686e-05,0.0009961982989171645,0.017578046013433844,0.0034843098575400838,0.0010730497617984231,3.203937953584418e-05,0.00012533276263553204
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.19,7.370929942707501e-05,0.050703346977544715,7.602549929142474e-05,0.00021736551829242682,0.0011395818421346484,5.790487833570538e-05,0.00022647877395325723,0.012098555119385523,0.0010963552270442135,0.001881432740018867,2.8591046239115202e-05,0.00016120353230056691
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.20,3.4141434679297507e-06,0.01872155812103758,1.0449137575956718e-05,3.113659071294291e-06,0.00039419818498805884,7.165390343397779e-06,0.00034141261287275084,0.00980500403858464,0.0010976586461544516,0.0003315598571710917,2.6878435658573154e-06,8.203615806363387e-06
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.38,2.169465348107722e-05,0.0073804588288379075,5.919613958712688e-05,6.377798221987454e-05,0.001417376529997428,5.2768537018785174e-05,0.0010467891986764993,0.017568615815885216,0.0032384312468245018,0.0008081731330253998,1.9808034063244803e-05,6.924838482724381e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.43,1.7477420332008256e-05,0.0019958007769503576,2.6405237429981677e-05,3.8735159851374136e-05,0.00022641129867642345,1.1973658182208156e-05,7.295981325558111e-05,0.004250570506453747,0.000687249276268884,0.00023503394437894023,6.649469706940491e-06,3.858347682719083e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.44,1.1825612646253752e-05,0.010481956121628389,9.882036533324088e-05,1.2156836255715376e-05,0.0017165888987674032,5.8684980505515467e-05,0.0007058307655980995,0.010639512654221719,0.0027867819761718143,0.002216977626592273,3.197584477679423e-05,4.5719019187376176e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.45,6.085553430870355e-05,0.0073255774609064135,8.717102891279288e-05,4.2819746706774576e-05,0.0001343835578668754,4.840558530081928e-05,6.986708688086725e-05,0.004718198680475009,0.00030105250357230327,0.0009302970464533655,2.3512993329533104e-05,8.579865492292928e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.50,3.32505410314035e-05,0.028979604378014202,5.274697703963479e-05,5.391415793805696e-05,0.000408004674284988,4.0913010574084976e-05,0.00010818090747964191,0.0030970254030272936,0.0003654914367989462,0.0006147115634649047,3.8398460835408605e-05,6.916167819728948e-05
